actprincipal	actsemarnat	anio	calle	claveambiental	codigopostal	colonia	descscian	entrec1	entrec2	establecimiento	estado	latitudnorte	localidad	longitudoeste	municipio	nra	numexterior	numinterior	parqueindustrial	scian	sector	subsector	utmx	utmy
Corte de rollos de acero en hojas y cintas.	Laminacion secundaria de hierro y acero	2004	Ave. Nogalar	Atributo no considerado en este año	66452	Cuauhtemoc	Atributo no considerado en este año	Privada Famosa	Munich	Acerex SA de CV	NUEVO LEON	"25°43'34.53"""		"100°18'0.26"""	San Nicolas de los Garza	ACE1I1904611	330			Atributo no considerado en este año	Metalurgica (incluye la siderurgica) 	Atributo no considerado en este año	0.0	0.0
FUNDICIÓN Y MOLDEO DE PIEZAS DE HIERRO Y ACERO.	Fundicion y moldeo de piezas de hierro y acero	2004	camino a San Pedro Ahuacatlán No. 3	Atributo no considerado en este año	76802	zona industrial	Atributo no considerado en este año	av central salida a Tequisquiapan	Empresa Cartones Ponderosa	ACERLAN S.A. DE C.V.	QUERETARO	20.42301	San Juan del Río	-99.98039	San Juan del Rio	ACE7T2201611	3		ZONA INDUSTRIAL	Atributo no considerado en este año	Metalurgica (incluye la siderurgica) 	Atributo no considerado en este año	2209599.0	2545416.0
ENSAMBLE DE ARNESES AUTOMOTRICES	Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos	2004	Morelos	Atributo no considerado en este año	35579	Parque Industrial Cuauhtémoc	Atributo no considerado en este año	Vialidad Morelos	Rios Chuviscar	Alambrados y Circuitos Eléctricos, S.A. de C.V. Planta IV	CHIHUAHUA	"28°25'42"""	Cuahtémoc	"0.106°50'6"""	Cuauhtemoc	ACE8V0801711	S/N	km. 5 Carretera a An	Parque Industrial Cuauhtemoc	Atributo no considerado en este año	Equipos y articulos electronicos, electricos y domesticos 	Atributo no considerado en este año	0.0	0.0
Ensamble de arneses automotrices	Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos	2004	Prologación Ave. de las Americas	Atributo no considerado en este año	32000	Parque Industrial Americas	Atributo no considerado en este año	Circuito industrial en comunicacion	Circuito industrial automotriz	Alambrados y Circuitos Eléctricos, S.A. de C.V. Planta I	CHIHUAHUA	28.65116	Chihuahua	-106.12561	Chihuahua	ACE8V0801911	36		Parque Industrial Americas	Atributo no considerado en este año	Equipos y articulos electronicos, electricos y domesticos 	Atributo no considerado en este año	0.0	0.0
Elaboracion de Arneses Automotrices	Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos	2004	ANILLO PERIMETRAL SUR	Atributo no considerado en este año	33800	PREDIO SANTO TOMAS	Atributo no considerado en este año			Alambrados y Circuitos Eléctricos, S.A. de C.V. Planta X	CHIHUAHUA	"26°55'4"""	Hidalgo del Parral	"105°41'43"""	Hidalgo del Parral	ACE8V0803211	S/N			Atributo no considerado en este año	Equipos y articulos electronicos, electricos y domesticos 	Atributo no considerado en este año	0.0	0.0
Elaboración de Arneses para Automoviles	Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos	2004	Carretera Panamericana Km. 1588	Atributo no considerado en este año	33130		Atributo no considerado en este año	Calle Cedro	Calle Fresno	Alambrados y Circuitos Eléctricos, S.A. de C.V. Planta VI	CHIHUAHUA	"28°16'31"""	Meoqui	"105°29'04"""	Meoqui	ACE8V0804511	2700		Zona Industrial	Atributo no considerado en este año	Equipos y articulos electronicos, electricos y domesticos 	Atributo no considerado en este año	0.0	0.0
Manufactura de Arneses automotrices	Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos	2004	Parque Ind. Paquime	Atributo no considerado en este año	31700	Parque Industrial Paquime	Atributo no considerado en este año	TULUM	MONTEALBAN	Alambrados y Circuitos Eléctricos, S.A. de C.V. Planta II	CHIHUAHUA	30.38462	Nuevo Casas Grandes	-107.89153	Nuevo Casas Grandes	ACE8V0805011	5101		Parque Industrial Paquime	Atributo no considerado en este año	Equipos y articulos electronicos, electricos y domesticos 	Atributo no considerado en este año	0.0	0.0
Fabricación de flechas intermedias,columnas y flechas homocinéticas.	Produccion de partes para el sistema de suspension y direccion	2004	Convento de la Cruz	Atributo no considerado en este año	76246	Parque Industrial FINSA	Atributo no considerado en este año	Santa Rosa de Viterbo	Avenida de las Fuentes	Alambrados y Circuitos Eléctricos, S.A. de C.V. P-66	QUERETARO	20.62508	El Marques	-100.43776	El Marques	ACE9K2201111	12		Parque Industrial Bernardo Quintana	Atributo no considerado en este año	Automotriz 	Atributo no considerado en este año	0.0	0.0
Fabricación de Cajas de dirección Hidráulica Manual e Integral	Produccion de partes para el sistema de suspension y direccion	2004	Santa Rosa de Viterbo	Atributo no considerado en este año	76246	Zona Industrial Bernardo Quintana	Atributo no considerado en este año	Convento de la Cruz	Avenida de las Fuentes	Alambrados y Circuitos Eléctricos, S.A. de C.V. P-65	QUERETARO	"20°37'32"""	El Marques	"100°26'16"""	El Marques	ACE9K2201112	12		Parque Industrial Bernardo Quintana	Atributo no considerado en este año	Automotriz 	Atributo no considerado en este año	0.0	0.0
Fabricacion de tapas plasticas	Fabricacion de productos y articulos de plastico	2004	Calle Indiana	Atributo no considerado en este año	25217	Ind. Valle De Saltillo	Atributo no considerado en este año			ALCOA CSI DE MEXICO EN SALTILLO S.A. DE C.V.	COAHUILA	25.47413	Saltillo	-100.99611	Saltillo	ACM6E0503011	No. 45		Fraccionamiento Industrial	Atributo no considerado en este año	Articulos y productos plasticos 	Atributo no considerado en este año	0.0	0.0
Costura y Ensamble de Bolsas de aire para autopartes	Fabricacion de productos y articulos de plastico	2004	Av. Tepeyac No. 1360	Atributo no considerado en este año	76250	El Tepeyac	Atributo no considerado en este año	Carr. Chichimequillas Km. 2.5		Autoliv Components Mexico S. de R.L. de C.V.	QUERETARO	"0°0'0"""	Chichimequillas	"0°0'0"""	El Marques	ACM9M2201111	Km. 2.5	1360	Parque Industrial Tepeyac	Atributo no considerado en este año	Articulos y productos plasticos 	Atributo no considerado en este año	372539.7054	2280118.4441
PRODUCCIÓN DE AUTOPARTES DE FIBRA DE VIDRIO REFORZADA	Produccion de fibra y lana de vidrio	2004	Avenida 2	Atributo no considerado en este año	54900	Fracc. Ind. Cartagena	Atributo no considerado en este año	Avenida 1	Avenida Cartagena	ADS Composites de México S.A. de C.V.	MEXICO	"19°38'35"""	Tultitlán	"-99°9'9"""	Tultitlan	ACMEA1510911	1	3	Parque Industrial Cartagena	Atributo no considerado en este año	vidrio	Atributo no considerado en este año	0.0	0.0
FABRICACION DE PERFUMERIA Y COSMETICOS.	Produccion de materias primas para perfumes y cosmeticos	2004	GUERRERO No. 149	Atributo no considerado en este año	38090	RANCHO SECO	Atributo no considerado en este año			AVON COSMETICS S. DE R.L. DE C.V.	GUANAJUATO	20.4876	CELAYA	-100.80152	Celaya	ACO5V1100711	149			Atributo no considerado en este año	Quimica	Atributo no considerado en este año	0.0	0.0
PRODUCCIÓN DE JABONES Y DETERGENTES (SÓLO SI SE PRODUCEN LAS SUSTANCIAS BÁSICAS; INCLUYE O	Produccion de jabones y detergentes	2004	PROLONGACIÓN GALEANA	Atributo no considerado en este año	54060	MIGUEL HIDALGO	Atributo no considerado en este año			ASTRO COMERCIAL S.A. DE C.V.	MEXICO	19.52775	TLALNEPANTLA	-99.21127	Tlalnepantla de Baz	ACO5W1510411	273			Atributo no considerado en este año	Quimica	Atributo no considerado en este año	0.0	0.0
LAMINACIÓN PRIMARIA DE HIERRO Y ACERO (INCLUYE FERROALEACIONES, ACEROS COMUNES Y ESPECIALE	Laminacion primaria de hierro y acero	2004	AV. DE LA PRESA	Atributo no considerado en este año	54187	FRACC. INDUSTRIAL LA PRESA	Atributo no considerado en este año	PERIFERICO ORIENTE	AV. INDUSTRIAS	ACEROS CORSA S.A. DE C.V.	MEXICO	19.52053		-99.12399	Tlalnepantla de Baz	ACO7F1510411	2		FRACCIONAMIENTO INDUSTRIAL LA PRESA	Atributo no considerado en este año	Metalurgica (incluye la siderurgica) 	Atributo no considerado en este año	0.0	0.0
FABRICACION DE VALVULAS DE REFRIGERACION	Produccion de valvulas metalicas	2004	AVENIDA INDUSTRIAL FALCON	Atributo no considerado en este año	88730	PARQUE INDUSTRIAL DEL NORTE	Atributo no considerado en este año	AVE. INDUTRIAL DEL NORTE	NINGUNA	ALCO CONTROLS S.A. DE C.V.	TAMAULIPAS	26.04288	REYNOSA	-98.36888	Reynosa	ACO8N2803211	M4	1 a 3	PARQUE INDUSTRIAL DEL NORTE	Atributo no considerado en este año	Articulos y productos metalicos 	Atributo no considerado en este año	0.0	0.0
COMPRA- VENTA ALMACENAMIENTO Y DISTRIBUCIÓN DE COMBUSTIBLES	Comercializacion, almacenamiento y distribucion de productos derivados del petroleo a usuarios finales	2004	Av. Primero de Mayo Ote.	Atributo no considerado en este año	50070	Electricistas	Atributo no considerado en este año			CIA ABASTECEDORA DE COMBUSTIBLE S.A. DE C.V.	MEXICO	"19°17'35"""	Toluca	"99°35'0"""	Toluca	ACOEA1510611	1220			Atributo no considerado en este año	Otros	Atributo no considerado en este año	2133.0	433.0
FABRICACION DE PERFUMERIA Y COSMETICOS	Produccion de perfumes, cosmeticos y similares a base de mezclas	2004	UNIVERSIDAD	Atributo no considerado en este año	4318	PEDREGAL DE PANZACOLA	Atributo no considerado en este año	UNIVERSIDAD	MIGUEL ANGEL DE QUEVEDO	AVON COSMETICS S DE R L DE C V	DISTRITO FEDERAL	"0°0'0"""		"0°0'0"""	Coyoacan	ACORP0900311	1778			Atributo no considerado en este año	Quimica	Atributo no considerado en este año	0.0	0.0
PRODUCCIÓN DE ÁCIDOS, BASES Y SALES ORGÁNICAS.	Produccion de acidos organicos	2004	MARTIN MONGE	Atributo no considerado en este año	58190	NUEVA VALLADOLID	Atributo no considerado en este año	18 DE MARZO	ALONSO DE TOLEDO	ALKEMIN S. DE R.L. DE C.V.	MICHOACAN	"19°41'44"""	MORELIA	"101°12'44"""	Morelia	ACV5H1605311	307			Atributo no considerado en este año	Quimica	Atributo no considerado en este año	0.0	0.0
PETROQUIMICA	Petroquimica basica	2004	KM 6.5 CARRETERA FEDERAL SAN MARTIN TLAX	Atributo no considerado en este año	90120	CORR. IND. IXTACUIXTLA	Atributo no considerado en este año			ADHESIVOS S.A. DE C.V.	TLAXCALA	"19°18'6"""	SAN FELIPE IXTACUIXTLA	"98°23'0"""	Ixtacuixtla de Mariano Matamoros	ADHEA2901511			CORREDOR INDUSTRIAL IXTACUIXTLA TLAXCALA	Atributo no considerado en este año	Petroleo y petroquimica 	Atributo no considerado en este año	2379992.0	2424564.0
ENSAMBLADO DE DIFERENTES PARTES QUE SON UTILIZADAS EN LA INDUSTRIA ELECTRICA.	Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos	2004	CARRETERA A PRESA LA AMISTAD	Atributo no considerado en este año	26220		Atributo no considerado en este año			APARATOS ELECTRICOS DE ACUÑA S.A. DE C.V.	COAHUILA	"29°20'31"""	CIUDAD ACUÑA	"101°0'2"""	Acuna	AEA910500211	KM 7.0		PARQUE INDUSTRIAL LA AMISTAD	Atributo no considerado en este año	Equipos y articulos electronicos, electricos y domesticos 	Atributo no considerado en este año	0.0	0.0
REPARACION MECANICA EN GENERAL Y LAVADO DE CAMIONES Y AUTOBUSES	Reparacion y mantenimiento automotriz	2004	AVENIDA TRES	Atributo no considerado en este año	76246	LA NORIA	Atributo no considerado en este año	DOS	CUATRO	AUTOBUSES ESTELLA BLANCA S.A. DE C.V.	QUERETARO	"20°34'26"""	EL MARQUEZ	"100°17'10"""	Queretaro	AEBRP2201411	SN		PI LA NORIA	Atributo no considerado en este año	Otros	Atributo no considerado en este año	365377.9965	2275340.7178
MAQUILADO DE ACCESORIOS ELECTRONICOS Y AUTOTRICES PARA VEHICULOS AUTOMOTORES	Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos	2004	PERIFERICO DE LA JUVENTUD SN	Atributo no considerado en este año	31100		Atributo no considerado en este año	PERIFERICO DE LA JUVENTUD	BUSTAMANTE	Visteon Electrónica Planta Altec	CHIHUAHUA	"28°40'25"""	CHIHUAHUA	"-106°8'1"""	Chihuahua	AECEA0801911	SN		PARQUE INDUSTRIAL EL SAUCITO	Atributo no considerado en este año	Equipos y articulos electronicos, electricos y domesticos 	Atributo no considerado en este año	0.0	0.0
Diseño y fabricación de productos electricos y electrónicos S.A de C.V.	Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos	2004	Av. Eje vial Juan Gabriel	Atributo no considerado en este año	32630		Atributo no considerado en este año	Lopez Mateos	EJuan Gabriel	Autoelectronica de Juárez S.A de C.V.Planta II	CHIHUAHUA	"31°43'9"""	Cd Juarez	"106°27'50"""	Juarez	AEJ9M0803712	2150		Parque Eje vial Juan Gabriel	Atributo no considerado en este año	Equipos y articulos electronicos, electricos y domesticos 	Atributo no considerado en este año	0.0	0.0
PRODUCCION DE EQUIPO ELECTRICO Y ELECTRONICO DE USO AUTOMOTRIZ	Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos	2004	AV. INDUSTRIAL DEL NORTE	Atributo no considerado en este año	88740	PARQUE INDUSTRIAL DEL NORTE	Atributo no considerado en este año			ALCOM ELECTRONICOS DE MEXICO, S.A. DE C.V.	TAMAULIPAS	"26°2'27"""	REYNOSA	"98°21'56"""	Reynosa	AEM972803211	LOTE 5-1		PARQUE INDUSTRIAL DEL NORTE	Atributo no considerado en este año	Equipos y articulos electronicos, electricos y domesticos 	Atributo no considerado en este año	0.0	0.0
GALVANOPLASTIA (EN PIEZAS METÁLICAS; NO INCLUYE JOYERÍA).	Galvanoplastia	2004	Carretera federal Mexico Puebla Camino	Atributo no considerado en este año	56400	Los Reyes Acacquilpan	Atributo no considerado en este año	Camino a Bombas	Carretera a texcoco	ANODIZADOS ESPECIALES DE MEXICO S.A.	MEXICO	"0°0'0"""	Los Reyes la Paz	"0°0'0"""	La Paz	AEMEA1507011	km 21			Atributo no considerado en este año	Quimica	Atributo no considerado en este año	0.0	0.0
MAQUILA DE GALVANOPLASTIA	Galvanoplastia	2004	CALLE 14	Atributo no considerado en este año	1400	OLIVAR DEL CONDE	Atributo no considerado en este año	CALLE 20	VICENTE GUERRERO	ACABADOS ELECTROLITICOS OLIVAR S.A. DE C.V.	DISTRITO FEDERAL	19.37596		-99.20882	Alvaro Obregon	AEO8A0901011	M30A	L2		Atributo no considerado en este año	Quimica	Atributo no considerado en este año	0.0	0.0
FABRICACIÓN DE ACEITE VEGETAL PARA USO INDUSTRIAL	Produccion de aceites esenciales	2004	INDEPENDENCIA ORIENTE	Atributo no considerado en este año	50070	ZONA INDUSTRIAL TOLUCA	Atributo no considerado en este año	ALFREDO NOBEL	ROBERTO FULTON	ACEITES ESPECIALES S.A. DE C.V.	MEXICO	19.29217	TOLUCA	-99.62428	Toluca	AES641510611	1700		ZONA INDUSTRIAL	Atributo no considerado en este año	Quimica	Atributo no considerado en este año	0.0	0.0
FUNDICIÓN Y MOLDEO DE PIEZAS DE HIERRO Y ACERO.	Fundicion y moldeo de piezas de hierro y acero	2004	INDUSTRIA DE LA TRANSFORMACION	Atributo no considerado en este año	25090	PARQ. IND. SALTILLO R. ARIZPE	Atributo no considerado en este año			ACEROS FUNDIDOS INTERNACIONALES S DE RL DE CV	COAHUILA	25.56799	RAMOS ARIZPE	-100.92327	Ramos Arizpe	AFI7T0502711	3135		PARQUE INDUSTRIAL SALTILLO RAMOS ARIZPE	Atributo no considerado en este año	Metalurgica (incluye la siderurgica) 	Atributo no considerado en este año	0.0	0.0
Procesos de ensamble de arneses eléctricos y electrónicos.	Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos	2004	Carretera Presa la Amistad Km 5.0	Atributo no considerado en este año	26220	Parque Industrial	Atributo no considerado en este año	SN	SN	Alcoa Fujikura de México S. de R.L. de C.V . Localidad 1	COAHUILA	"29°20'28"""	Cd Acuña	"0.1°59'10"""	Acuna	AFM910500212	SN	SN	Parque Industrial Amistad	Atributo no considerado en este año	Equipos y articulos electronicos, electricos y domesticos 	Atributo no considerado en este año	0.0	0.0
Procesos de ensamble de arneses eléctricos y/o electónicos.	Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos	2004	Carretera Presa la Amistad Km 4.5	Atributo no considerado en este año	26220	Parque Industrial	Atributo no considerado en este año	SN	SN	Alcoa Fujikura de México S. de R.L. de C.V. - Localidad Acuña 2	COAHUILA	"29°20'24"""	Cd Acuña	"0.1°58'42"""	Acuna	AFM910500213	SN	SN	Parque Industrial Amistad	Atributo no considerado en este año	Equipos y articulos electronicos, electricos y domesticos 	Atributo no considerado en este año	0.0	0.0
Ensamble de Arneses tipo electrodomestico y automotriz.	Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos	2004	Carretera Presa la Amistad Km 5.0	Atributo no considerado en este año	26220	Parque Industrial Amistad	Atributo no considerado en este año	Sin numero	Sin numero	Alcoa Fujikura de Mexico S. de R.L. de C.V. Planta 4.	COAHUILA	"29°20'22"""	Cd Acuña	"0.1°59'9"""	Acuna	AFM910500214	sin num.	sin num.	Parque Industrial Amistad	Atributo no considerado en este año	Equipos y articulos electronicos, electricos y domesticos 	Atributo no considerado en este año	0.0	0.0
Producción de aparatos equipos y o accesorios eléctricos y o electrónicos	Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos	2004	Car. Presa La Amistad	Atributo no considerado en este año	26220	Parque Industrial	Atributo no considerado en este año			Alcoa Fujikura de México S. de R.L. de C.V. Planta Soporte ASP	COAHUILA	"29°20'23"""	ACUNA	"100°59'7"""	Acuna	AFM910500216	km. 4.5		Parque Industrial Amistad	Atributo no considerado en este año	Equipos y articulos electronicos, electricos y domesticos 	Atributo no considerado en este año	0.0	0.0
ENSAMBLE DE ARNESES TIPO ELECTRODOMESTICO Y AUTOMOTRIZ.	Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos	2004		Atributo no considerado en este año	26220		Atributo no considerado en este año			ALCOA FUJIKURA DE MEXICO S. DE R. L. DE C. V PLANTA AC3	COAHUILA	"29°20'25"""	ACUÑA	"100°59'5"""	Acuna	AFMRP0500231			PARQUE INDUSTRIAL AMISTAD KM 5	Atributo no considerado en este año	Equipos y articulos electronicos, electricos y domesticos 	Atributo no considerado en este año	0.0	0.0
Ensamble de Arneses tipo electrodomesticos y automotriz	Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos	2004		Atributo no considerado en este año	26220		Atributo no considerado en este año			Alcoa Fujikura de Mexico S. de R. L. de C. V. Planta AC6	COAHUILA	"29°20'19"""	Acuña	"-100°59'7"""	Acuna	AFMRP0500241			Parque Industrial Amistad km 5	Atributo no considerado en este año	Equipos y articulos electronicos, electricos y domesticos 	Atributo no considerado en este año	0.0	0.0
Producción de Aparatos Equipos y o accesorios electricos y o electronicos	Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos	2004	Carretera Presa la Amistad	Atributo no considerado en este año	26220	Sin Nombre	Atributo no considerado en este año	Sin Nombre	Sin Nombre	Alcoa Fujikura de México S. de R.L de C.V.	COAHUILA	"29°20'29"""	Acuña	"-100°59'8"""	Acuna	AFMRP0500261	Km5		Parque Industrial Amistad	Atributo no considerado en este año	Equipos y articulos electronicos, electricos y domesticos 	Atributo no considerado en este año	0.0	0.0
ELABORACIÓN DE CARNES FRÍAS	Produccion de embutidos y conservas de carnes	2004	AV. 8 DE JULIO	Atributo no considerado en este año	44940	ZONA INDUSTRIAL DE GUADALAJARA	Atributo no considerado en este año	CALLE 3	CALLE 8	ALIMENTOS FINOS DE OCCIDENTE, S.A de C.V.	JALISCO	"20°38'32"""	GUADALAJARA	"103°22'47"""	Guadalajara	AFOEA1403911	2714		ZONA INDUSTRIAL DE GUADALAJARA	Atributo no considerado en este año	Alimenticio y/o de consumo humano 	Atributo no considerado en este año	331188.805	2283258.717
LLENADO DE GASES PUROS-INDUSTRIALES Y MEZCLAS- FABRICACION DE OXIDO NITROSO.	Produccion de gases industriales	2004	AV. INDEPENDENCIA OTE. ESQ. ROBERTO BOSC	Atributo no considerado en este año	50070	ZONA IND. TOLUCA	Atributo no considerado en este año	INDEPENDENCIA ORIENTE	AVENIDA AUTOMOTRIZ	AGA GAS S.A. DE C.V.	MEXICO	19.29279	TOLUCA	-99.62015	Toluca	AGA5K1510611	300		ZONA INDUSTRIAL TOLUCA	Atributo no considerado en este año	Quimica	Atributo no considerado en este año	0.0	0.0
PRODUCCIÓN DE ACEITES Y GRASAS CUANDO EN SU FABRICACIÓN EXISTE REACCIÓN QUÍMICA O EXTRACCI	Fabricacion de aceites y grasas alimenticias	2004	AVENIDA VALLARTA	Atributo no considerado en este año	45120	SECTOR JUÁREZ	Atributo no considerado en este año	AVENIDA MÉXICO	NIÑO OBRERO	ACEITES GRASAS Y DERIVADOS S.A. DE C.V.	JALISCO	20.67685	ZAPOPAN	-103.40829	Zapopan	AGDMC1412011	5106			Atributo no considerado en este año	Quimica	Atributo no considerado en este año	0.0	0.0
COMPRA VENTA DE AUTOMOVILES NUEVOS Y USADOS SERVICIO Y REFACCIONES	Reparacion y mantenimiento automotriz	2004	AV. JUAREZ Y PROL. GOMEZ PEREZ	Atributo no considerado en este año	42000	CENTRO	Atributo no considerado en este año			AUTOMOTRIZ GENERAL S.A. DE C.V.	HIDALGO	"20°7'12"""	PACHUCA	"0.98°44'15"""	Pachuca de Soto	AGEKE1304811	SN			Atributo no considerado en este año	Otros	Atributo no considerado en este año	0.0	0.0
PRODUCCIÓN DE PLAGUICIDAS Y OTROS QUÍMICOS AGRÍCOLAS (INCLUYE PRODUCTOS ORGÁNICOS E INORGÁ	Produccion de plaguicidas y otros quimicos agricolas	2004	CARRETERA A CHICHIMEQUILLAS KM. 8.1	Atributo no considerado en este año	76238	SAN JOSE EL ALTO	Atributo no considerado en este año	SIN NOMBRE	GRANJA DE BOVINOS	AGROGROW DE MEXICO SA DE CV	QUERETARO	"20°39'24"""	SAN JOSE EL ALTO	"100°23'18"""	Queretaro	AGMDA2201411	8.1		PREDIO LOCALIZADO FUERA DEL AREA URBANA	Atributo no considerado en este año	Quimica	Atributo no considerado en este año	0.0	0.0
