actprincipal	actsemarnat	anio	calle	claveambiental	codigopostal	colonia	descscian	entrec1	entrec2	establecimiento	estado	latitudnorte	localidad	longitudoeste	municipio	nra	numexterior	numinterior	parqueindustrial	scian	sector	subsector	utmx	utmy
Elaboración de refrescos y otras bebidas no alcohólicas 	Atributo no considerado en este año	2021	Carretera TUXTLA-LA ANGOSTURA	36	29169	Ranchería RIVERA CUPIA	Elaboración de refrescos y otras bebidas no alcohólicas	Atributo no considerado en este año	Atributo no considerado en este año	EMBOTELLADORA Y DISTRIBUIDORA GEPP SA DE CV,PLANTA TUXTLA	CHIAPAS	"16°39'49"""	Chiapa de Corzo	"93°1'1"""	Chiapa de Corzo	EDG0702700010	KM 9 	 		312111	Bebidas y tabaco	Produccion de refrescos	498191.473	1842371.696
FABRICACIÓN DE PRODUCTOS METÁLICOS FORJADOS Y TROQUELADOS	Atributo no considerado en este año	2021	Circuito PROGRESO	9J	20340		Fabricación de partes de sistemas de transmisión para vehículos automotores	Atributo no considerado en este año	Atributo no considerado en este año	EXEDY DYNAX MEXICO, SA DE CV.,	AGUASCALIENTES	"21°43'34"""	Aguascalientes	"102°18'57"""	Aguascalientes	EDM0101100010	101	 	PARQUE INDUSTRIAL DE LOGISTICA AUTOMOTRIZ PEÑUELAS	336350	Automotriz	Produccion de partes para el sistema de transmision automotriz	777639.2145	2404923.334
Manufactura de componentes electrónicos	Atributo no considerado en este año	2021	Calle  OHM	91	32470		Fabricación de componentes electrónicos	Atributo no considerado en este año	Atributo no considerado en este año	ELECTRÓNICA DALE DE MÉXICO S.A. DE C.V., PLANTA BERMÚDEZ I	CHIHUAHUA	"31°44'35"""	Juárez	"106°28'56"""	Juarez	EDM950803711	8750	 	ANTONIO J. BERMÚDEZ	334410	Equipos y articulos electronicos, electricos y domesticos	Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos	359585.8915	3512926.4525
MANUFACTURA DE COMPONENTES ELECTRÓNICOS	Atributo no considerado en este año	2021	Calle  JOULE	91	32470		Fabricación de componentes electrónicos	Atributo no considerado en este año	Atributo no considerado en este año	ELECTRÓNICA DALE DE MÉXICO S.A. DE C.V., PLANTA BERMÚDEZ II	CHIHUAHUA	"31°42'30"""	Juárez	"106°23'57"""	Juarez	EDM950803712	1920	 	PARQUE INDUSTRIAL ANTONIO J. BERMUDEZ	334410	Equipos y articulos electronicos, electricos y domesticos	Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos	367418.0418	3508973.1003
ELABORACIÓN DE PRODUCTOS ABRASIVOS, BOLSAS, EMPAQUE DE GANCHOS, TIRAS ADHERIBLES,TAPES	Atributo no considerado en este año	2021	Avenida RAMON RIVERA LARA	7A	32605		Fabricación de productos abrasivos	Atributo no considerado en este año	Atributo no considerado en este año	EDUMEX SA DE CV,EDUMEX S.A. DE C.V.	CHIHUAHUA	"31°41'38"""	Juárez	"106°25'50"""	Juarez	EDU0803700009	6520	 	PARQUE INDUSTRIAL RAMON RIVERA LARA	327910	Metalurgica (incluye la siderurgica)	Produccion de abrasivos	364419.1422	3507408.2794
ELABORACION DE FILTROS 	Atributo no considerado en este año	2021	Avenida RAMON RIVERA LARA	7A	32606		Fabricación de productos abrasivos	Atributo no considerado en este año	Atributo no considerado en este año	EDUMEX SA DE CV,	CHIHUAHUA	"31°41'40"""	Juárez	"106°25'50"""	Juarez	EDU0803700392	6515	 	PARQUE INDUSTRIAL RAMON RIVERA LARA	327910	Metalurgica (incluye la siderurgica)	Produccion de abrasivos	364408.6037	3507471.6486
ELABORACIÓN DE FILTROS	Atributo no considerado en este año	2021	Calle PROF. RAMON RIVERA LARA	7A	32605		Fabricación de productos abrasivos	Atributo no considerado en este año	Atributo no considerado en este año	EDUMEX SA DE CV,EDUMEX S.A. DE C.V.	CHIHUAHUA	"31°41'36"""	Juárez	"106°25'42"""	Juarez	EDU520803711	6621	 	P.I. RAMON RIVERA LARA	327910	Metalurgica (incluye la siderurgica)	Produccion de abrasivos	364616.552	3507359.5303
PRODUCTOS PARA USO EN CIRUGIA Y CURACIONES, CORTE, ENSAMBLE Y EMPAQUE DE FILTROS, ENSAMBLE	Atributo no considerado en este año	2021	Avenida RAMON RIVERA LARA	7A	32605		Fabricación de productos abrasivos	Atributo no considerado en este año	Atributo no considerado en este año	EDUMEX SA DE CV,	CHIHUAHUA	"31°41'37"""	Juárez	"106°25'48"""	Juarez	EDU7A0803711	6620, 6618 	 	PARQUE INDUSTRIAL RAMON RIVERA LARA	327910	Metalurgica (incluye la siderurgica)	Produccion de abrasivos	364474.4536	3507376.8657
Fabricación de partes de sistemas de transmisión	Atributo no considerado en este año	2021	Avenida EJE CENTRAL	9J	79526		Fabricación de partes de sistemas de transmisión para vehículos automotores	Atributo no considerado en este año	Atributo no considerado en este año	EKK EAGLE INDUSTRY MEXICO S.A. DE C.V.,EKK EAGLE INDUSTRY MÉXICO S.A. DE C.V.	SAN LUIS POTOSI	"21°58'47"""	Laguna de San Vicente	"100°53'4"""	Villa de Reyes	EEI2402800284	209	 	LOGISTIK	336350	Automotriz	Produccion de partes para el sistema de transmision automotriz	305432.0445	2431788.3058
generación y transmisión de energía eléctrica	Atributo no considerado en este año	2021	Carretera  OTUMBA-CD. SAHAGUN	AD	55940	Ninguno AXAPUSCO	Generación, transmisión y distribución de energía eléctrica	Atributo no considerado en este año	Atributo no considerado en este año	EVM ENERGIA DEL VALLE DE MEXICO S.A.P.I. DE C.V.,EVM ENERGÍA	MEXICO	"19°44'46"""	Jaltepec	"98°40'3"""	Axapusco	EEV1501600005	KM. 16-150 	 		221110	Generación de energia electrica	Generacion y transmision de energia electrica	534827.9035	2183429.3316
Generación y transmisión de energía eléctrica	Atributo no considerado en este año	2021	Carretera OTUMBA-CD. SAHAGUN	AD	55965	Ejido JALTEPEC	Generación, transmisión y distribución de energía eléctrica	Atributo no considerado en este año	Atributo no considerado en este año	EVM ENERGÍA DEL VALLE DE MÉXICO GENERADOR S.A.P.I. DE C.V.,EVM ENERGÍA- EVM II	MEXICO	"19°44'42"""	Jaltepec	"98°40'26"""	Axapusco	EEV1501600026	KM15 + 700 	S/N 		221110	Generación de energia electrica	Generacion y transmision de energia electrica	534142.4124	2183323.2509
FABRICACION DE AUTOPARTES DE PLÁSTICO	Atributo no considerado en este año	2021	Calle RANCHO SECO	9M	90434		Fabricación de autopartes de plástico con y sin reforzamiento	Atributo no considerado en este año	Atributo no considerado en este año	EUWE EUGEN WEXLER DE MÉXICO, S.A. DE C.V.,	TLAXCALA	"19°29'40"""	Tetla	"98°3'19"""	Tetla de la Solidaridad	EEW6E2903111	403	 	CIUDAD INDUSTRIAL XICOHTENCATL	326192	Automotriz	Produccion de otras auto partes	599125.3758	2155826.2046
Fabricación de tornillos, tuercas, armellas, pijas, rondanas, remaches y otros sujetadores	Atributo no considerado en este año	2021	Calle AVDA. DEL SIGLO	83	78395		Fabricación de tornillos, tuercas, remaches y similares	Atributo no considerado en este año	Atributo no considerado en este año	EJOT-ATF, FASTENERS DE MÉXICO Y COMPA¿ÍA, S EN C.,EJOT	SAN LUIS POTOSI	"22°3'19"""	San Luis Potosí	"100°52'40"""	San Luis Potosi	EFM9M2402811	180	 	ZONA INDUSTRIAL	332720	Articulos y productos metalicos	Produccion de tornillos, clavos, tuercas y similares	306198.2566	2440145.2141
ELABORACIÓN Y DISTRIBUCIÓN DE BEBIDAS CARBONATADAS Y NO CARBONATADAS NO ALCOHÓLICAS	Atributo no considerado en este año	2021	Calle LOS OLIVOS	36	22224	Colonia PARQ. IND. EL FLORIDO	Elaboración de refrescos y otras bebidas no alcohólicas	Atributo no considerado en este año	Atributo no considerado en este año	COMPAÑIA EMBOTELLADORA DEL FUERTE S DE RL DE CV,	BAJA CALIFORNIA	"32°27'1"""	Tijuana	"116°52'17"""	Tijuana	EFU360200413	17700	 		312111	Bebidas y tabaco	Produccion de refrescos	512075.6422	3590385.1423
ELABORACIÓN Y DISTRIBUCIÓN DE BEBIDAS NO ALCOHOLICAS Y AGUA EMBOTELLADA	Atributo no considerado en este año	2021	Avenida BELISARIO CHAVEZ	36	31510	Colonia AGRICOLA SAN ANTONIO	Elaboración de refrescos y otras bebidas no alcohólicas	Atributo no considerado en este año	Atributo no considerado en este año	COMPAÑIA EMBOTELLADORA DEL FUERTE S DE RL DE CV,	CHIHUAHUA	"28°24'55"""	Cuauhtémoc	"106°52'20"""	Cuauhtemoc	EFU360801711	1501	 		312111	Bebidas y tabaco	Produccion de refrescos	316590.9692	3144649.6693
ELABORACIÓN Y DISTRIBUCIÓN DE BEBIDAS NO ALCOHOLICAS, CARBONATADAS Y NO CARBONATADAS	Atributo no considerado en este año	2021	Calle CARRETERA LOS MOCHIS AHOME	36	81230	Colonia JARDIN	Elaboración de refrescos y otras bebidas no alcohólicas	Atributo no considerado en este año	Atributo no considerado en este año	COMPAÑIA EMBOTELLADORA DEL FUERTE S DE RL DE CV,	SINALOA	"25°47'59"""	Ahome	"109°0'46"""	Ahome	EFU362500111	KM 1.5 	 		312111	Bebidas y tabaco	Produccion de refrescos	699214.0206	2855009.5723
Elaboración de Bebidas	Atributo no considerado en este año	2021	Avenida CUAUHTEMOC	36	50071	Colonia OLIMPO	Elaboración de refrescos y otras bebidas no alcohólicas	Atributo no considerado en este año	Atributo no considerado en este año	EMBOTELLADORA MEXICANA DE BEBIDAS REFRESCANTES, S DE R.L. DE C.V.,COCA COLA FEMSA	MEXICO	"19°17'46"""	Toluca de Lerdo	"99°35'40"""	Toluca	EHV1510601190	102	 		312111	Bebidas y tabaco	Produccion de refrescos	437537.5869	2133724.294
RECICLAJE DE RESIDUOS PELIGROSOS	Atributo no considerado en este año	2021	Calle CARR. ACUEDUCTO - CHAPALA	LY	45860	Colonia SANTA ROSA	Manejo de residuos peligrosos y servicios de remediación a zonas dañadas por materiales o residuos peligrosos	Atributo no considerado en este año	Atributo no considerado en este año	ECOLOGIA INTEGRAL EMPRESARIAL S.A. DE C.V.,ECOLOGÍA INTEGRAL EMPRESARIAL S.A. DE C.V.	JALISCO	"20°21'17"""	Ixtlahuacán de los Membrillos	"103°11'21"""	Ixtlahuacan de los Membrillos	EIEBB1404411	2000-B 	 		562111	Tratamiento de residuos peligrosos	Tratamiento de residuos peligrosos para uso como combustibles alternos	689016.6017	2251796.3813
Fabricación e instalación de equipos de proceso	Atributo no considerado en este año	2021	Calle CUARTA SUR	LK	54914	Colonia INDEPENDENCIA	Fabricación de calderas industriales	Atributo no considerado en este año	Atributo no considerado en este año	EQUIPOS INDUSTRIALES DEL GOLFO SA DE CV,EIGSA	MEXICO	"19°37'51"""	Tultitlán de Mariano Escobedo	"99°10'28"""	Tultitlan	EIG7W1510911	3	 		332410	Metalurgica (incluye la siderurgica)	Fabricacion y ensamble de maquinaria y equipo para diversos usos industriales	481704.5225	2170667.3913
FABRICACION DE VALVULAS PARA MOTOR	Atributo no considerado en este año	2021	Circuito ENRIQUE OLIVARES SANTANA	9J	20117		Fabricación de motores y sus partes para vehículos automotrices	Atributo no considerado en este año	Atributo no considerado en este año	EATON INDUSTRIES S. DE R.L. DE C.V.,EATON PARQUE FINSA	AGUASCALIENTES	"21°44'54"""	Aguascalientes	"102°17'2"""	Aguascalientes	EIN0100100653	S/N 	 	AGUASCALIENTES 2000	336310	Automotriz	Produccion de partes para el sistema de transmision automotriz	780912.9075	2407461.5504
GENERACIÓN Y TRANSMISIÓN DE ENERGÍA ELÉCTRICA	Atributo no considerado en este año	2021	Camino KM 1.3  PETROLERO AL CHAPO	AD	96499	Ranchería COATZACOALCOS	Generación, transmisión y distribución de energía eléctrica	Atributo no considerado en este año	Atributo no considerado en este año	ENERGIA INFRA S.A.P.I DE C.V,	VERACRUZ	"18°4'53"""	Coatzacoalcos	"94°21'49"""	Coatzacoalcos	EIN3003900197	SN 	 		221110	Generación de energia electrica	Generacion y transmision de energia electrica	355689.8817	1999732.6925
FABRICACIÓN DE PUNTERÍAS AUTOMOTRICES	Atributo no considerado en este año	2021	Calle CARRETERA AGS-VILLA HIDALGO	9I	20317	Colonia SANTA CRUZ DE LA PRESA	Fabricación de motores y sus partes para vehículos automotrices	Atributo no considerado en este año	Atributo no considerado en este año	EATON INDUSTRIES S. DE R.L. DE C.V.,EATON INDUSTRIES, S. DE R.L DE C.V.	AGUASCALIENTES	"21°52'1"""	Aguascalientes	"102°22'19"""	Aguascalientes	EIN9M0100111	KM. 1.8 	NA 		336310	Automotriz	Produccion de motores automotrices a gasolina y diesel	771589.5591	2420441.8222
Fabricación de otros productos metalicos 	Atributo no considerado en este año	2021	Calle MIKE ALLEN	7X	88780		Fabricación de otros productos metálicos	Atributo no considerado en este año	Atributo no considerado en este año	EATON INDUSTRIES S. DE R.L. DE C.V.,EATON INDUSTRIES S DE R.L. DE C.V.	TAMAULIPAS	"26°0'23"""	Reynosa	"98°12'37"""	Reynosa	EIN912803221	500	 	PARQUE INDUSTRIAL REYNOSA	332999	Articulos y productos metalicos	Fabricacion de articulos y productos metalicos	579016.871	2876655.8238
PRODUCCIÓN DE COMPUESTOS DE PVC Y PLASTIFICANTES	Atributo no considerado en este año	2021	Calle MANUEL RIVERA	5Q	54030	Colonia FRACC. INDUSTRIAL	Fabricación de resinas sintéticas	Atributo no considerado en este año	Atributo no considerado en este año	ESPECIALIDADES INDUSTRIALES Y QUIMICAS S.A. DE C.V.,EIQSA	MEXICO	"19°32'45"""	Tlalnepantla	"99°12'12"""	Tlalnepantla de Baz	EIQMB1510411	21	 		325211	Quimica	Produccion de resinas sinteticas	478649.3898	2161239.9486
FABRICACIÓN DE AUTOPARTES	Atributo no considerado en este año	2021	Calle ALFONSO GOMEZ DE OROZCO	9I	50200		Fabricación de motores y sus partes para vehículos automotrices	Atributo no considerado en este año	Atributo no considerado en este año	ELRING KLINGER MEXICO S.A. DE C.V.,ELRING KLINGER MEXICO	MEXICO	"19°19'48"""	San Pedro Totoltepec	"99°34'23"""	Toluca	EKM9M1510611	122	 	ExPORTEC II	336310	Automotriz	Produccion de motores automotrices a gasolina y diesel	439784.8942	2137451.6558
FABRICACION DE OTROS PRODUCTOS METALICOS (TROQUELADO DE LAMINA PARA MOTORES ELECTRICOS)	Atributo no considerado en este año	2021	Calle SEXTA	7F	66600	Colonia PARQUE INDUSTRIAL MONTERREY	Fabricación de productos metálicos forjados y troquelados	Atributo no considerado en este año	Atributo no considerado en este año	NIDEC LAMINACIONES DE ACERO SA DE CV,	NUEVO LEON	"25°46'10"""	Ciudad Apodaca	"100°10'0"""	Apodaca	ELA8T1900611	506 PTE. 	S/N 		332110	Metalurgica (incluye la siderurgica)	Laminacion primaria de hierro y acero	383005.4929	2850692.0243
FABRICACIÓN DE ALAMBRE, productos de alambre y resortes	Atributo no considerado en este año	2021	Calle PERIF. MANUEL GOMEZ MORIN	82	31607	Colonia Menonita campo 22	Fabricación de cables de conducción eléctrica	Atributo no considerado en este año	Atributo no considerado en este año	ELEKTRISOLA SA DE CV,	CHIHUAHUA	"28°26'30"""	Cuauhtémoc	"106°54'30"""	Cuauhtemoc	ELE820801721	1800	 		335920	Articulos y productos metalicos	Produccion de alambre y productos de alambre	313106.955	3147641.2083
Manufactura y Re-manufactura de motores de tracción para locomotoras y sus sub-ensambles	Atributo no considerado en este año	2021	Avenida CIRCUITO EXPORTACION	8L	78395		Fabricación de motores de combustión interna, turbinas y transmisiones	Atributo no considerado en este año	Atributo no considerado en este año	PROGRESS RAIL DE MEXICO S.A. DE C.V.,	SAN LUIS POTOSI	"22°2'28"""	San Luis Potosí	"100°50'47"""	San Luis Potosi	ELMK92402811	391	 	PARQUE INDUSTRIAL TRES NACIONES	333610	Articulos y productos metalicos	Produccion de maquinaria, equipos, aparatos, partes y/o sus piezas	309440.7728	2438553.4356
TRANSPORTE DE GAS NATURAL POR DUCTO	Atributo no considerado en este año	2021	Calle PROLONGACION MONTEJO	MI	97117	Colonia GONZALO GUERRERO	Transporte de gas natural por ductos	Atributo no considerado en este año	Atributo no considerado en este año	ENERGIA MAYAKAN, S. DE R.L. DE C.V.,ENERGÍA MAYAKAN	YUCATAN	"21°1'24"""	Mérida	"89°37'21"""	Merida	EMAMI3105011	310	5to piso 		486210	Petroleo y petroquimica	Transportacion por ductos de gas natural y otros tipos de gases	227400.2667	2326998.3737
Elaboración de bebidas no alcohólicas	Atributo no considerado en este año	2021	Calle CAMINO A POZOS TELLEZ	36	42186	Fraccionamiento Industrial La Reforma	Elaboración de refrescos y otras bebidas no alcohólicas	Atributo no considerado en este año	Atributo no considerado en este año	EMBOTELLADORA LAS MARGARITAS S.A.P.I. DE C.V.,EMBOTELLADORA LAS MARGARITAS, S.A.P.I. DE C.V.	HIDALGO	"20°4'26"""	San Guillermo la Reforma	"98°45'20"""	Mineral de la Reforma	EMA361305111	KM. 1.5 5006	 		312111	Bebidas y tabaco	Produccion de refrescos	525542.4036	2219699.3989
FABRICACION DE EMPAQUES DE CELULOSA MOLDEADA	Atributo no considerado en este año	2021	Avenida AVE. ISIDORO SEPULVEDA	57	66603	Ninguno 	Fabricación de otros productos de cartón y papel	Atributo no considerado en este año	Atributo no considerado en este año	EMPAQUES MOLDEADOS DE AMERICA TECNOLOGIAS, S. DE R.L. DE C.V.,	NUEVO LEON	"25°44'17"""	Ciudad Apodaca	"100°12'40"""	Apodaca	EMA571900611	540	 		322299	Celulosa y papel	Produccion de carton y cartoncillo	378519.0294	2847248.2132
FABRICACION Y COMERCIALIZACION DE EMPAQUE EMPAQUE DE CELULOSA MOLDEADA	Atributo no considerado en este año	2021	Calle PASEO DE LOS CLAVELES	57	62562	Colonia BUGAMBILIAS	Fabricación de envases de cartón	Atributo no considerado en este año	Atributo no considerado en este año	EMPAQUES MOLDEADOS DE AMERICA TECNOLOGIAS, S. DE R.L. DE C.V.,EMATEC	MORELOS	"18°54'53"""	Jiutepec	"99°11'4"""	Jiutepec	EMA581701121	74	 		322210	Celulosa y papel	Produccion de carton y cartoncillo	480568.7729	2091412.5622
Producción y Venta de Sulfato de Manganeso, Oxido Manganoso, Zinc y sus derivados	Atributo no considerado en este año	2021	Calle CARR. TAMPICO-VALLES	5N	92018	Ejido Tamós	Fabricación de otros productos químicos básicos orgánicos	Atributo no considerado en este año	Atributo no considerado en este año	PRINCE ERACHEM MEXICO S.A DE C.V.,PRINCE ERACHEM MEXICO S.A DE C.V.	VERACRUZ	"22°14'14"""	Tamos	"98°1'28"""	Panuco	EMEMB3012311	KM  28 	 		325190	Quimica	Produccion de fertilizantes quimicos	600525.6672	2459413.5104
FABRICACION Y ENSAMBLE DE CAJAS METALICAS PARA ACUMULADORES	Atributo no considerado en este año	2021	Calle PROLONGACION QUINTA ORIENTE	MD	66600	Colonia PARQUE INDUSTRIAL MONTERREY	Fabricación de otros productos metálicos	Atributo no considerado en este año	Atributo no considerado en este año	ENERSYS DE MEXICO S. DE R.L. DE C.V.,ENERSYS PLANTA METALES	NUEVO LEON	"25°46'15"""	Ciudad Apodaca	"100°9'10"""	Apodaca	EMEMD1900611	535 A	 		332999	Metalurgica (incluye la siderurgica)	Tratamiento termico de piezas metalicas	384402.2919	2850841.1331
DISTRIBUCION DE GAS NATURAL POR DUCTO	Atributo no considerado en este año	2021	Calle BLVD. VENUSTIANO CARRANZA	MI	21390	Colonia COL. PLUTARCO ELIAS CALLES	Suministro de gas por ductos al consumidor final	Atributo no considerado en este año	Atributo no considerado en este año	ECOGAS MEXICO, S. DE R.L. DE C.V.,ECOGAS MÉXICO, S. DE R.L. DE C.V. INSTALACIÓN EN MEXICALI	BAJA CALIFORNIA	"32°37'11"""	Mexicali	"115°24'20"""	Mexicali	EMEMI0200211	200	 		222210	Petroleo y petroquimica	Transportacion por ductos de gas natural y otros tipos de gases	649586.1657	3610263.3267
TRANSPORTACIÓN DE GAS NATURAL POR DUCTO	Atributo no considerado en este año	2021	Calle PROL. MONACO ESQ. BLVD. CONSTITUCION	MI	27100	Colonia FRACC. EL TAJITO	Suministro de gas por ductos al consumidor final	Atributo no considerado en este año	Atributo no considerado en este año	ECOGAS MEXICO, S. DE R.L. DE C.V.,INSTALACIÓN LA LAGUNA DE DURANGO	COAHUILA	"25°33'59"""	Torreón	"103°26'3"""	Torreon	EMEQX0503511	100	 		222210	Petroleo y petroquimica	Transportacion por ductos de gas natural y otros tipos de gases	657268.0287	2828607.9372
DISTRIBUCION DE GAS NATURAL POR DUCTO	Atributo no considerado en este año	2021	Avenida TECNOLOGICO	MI	31100	Colonia GRANJAS AGROPECUARIAS	Suministro de gas por ductos al consumidor final	Atributo no considerado en este año	Atributo no considerado en este año	ECOGAS MEXICO, S. DE R.L. DE C.V.,INSTALACION CHIHUAHUA - DELICIAS	CHIHUAHUA	"28°40'4"""	Chihuahua	"106°5'35"""	Chihuahua	EME0801900667	4505	 		222210	Petroleo y petroquimica	Transportacion por ductos de gas natural y otros tipos de gases	393189.6233	3171692.9839
EXTRACCIÓN DE HIDROCARBUROS	Atributo no considerado en este año	2021	Avenida PASEO DE LAS PALMAS	10	11000	Colonia LOMAS DE CHAPULTEPEC I SECCION	Extracción de petróleo y gas	Atributo no considerado en este año	Atributo no considerado en este año	ENI MEXICO SRL DE CV,ENI MEXICO	DISTRITO FEDERAL	"19°25'47"""	Miguel Hidalgo	"99°12'42"""	Miguel Hidalgo	EME0901600857	425	 		211110	Petroleo y petroquimica	Extraccion de petroleo y gas natural	477772.4961	2148413.3639
Elaboración de alimento seco y húmedo para mascotas	Atributo no considerado en este año	2021	Camino A Tecualtitán	2W	45950		Elaboración de alimentos para animales	Atributo no considerado en este año	Atributo no considerado en este año	EFFEM MEXICO INC. Y COMPAÑIA S. EN N.C. DE C.V.,MARS MÉXICO PLANTA GUADALAJARA	JALISCO	"20°24'23"""	Poncitlán	"103°1'31"""	Poncitlan	EME1406600010	Km 2 	 	PONCITLAN CENTRO	311110	Otros	Produccion de alimentos para animales	706056.9087	2257695.5274
ELABORACION DE ALIMENTOS PARA MASCOTAS	Atributo no considerado en este año	2021	Calle CARR. A CHICHIMEQUILLAS	2W	76260	Colonia LA PIEDAD	Elaboración de alimentos para animales	Atributo no considerado en este año	Atributo no considerado en este año	EFFEM MEXICO INC. Y COMPAÑIA S. EN N.C. DE C.V.,EFFEM MÉXICO Y COMPAÑIA S. EN N.C. DE C.V.	QUERETARO	"20°37'3"""	La Piedad (San Miguel Colorado)	"100°13'14"""	El Marques	EME2W2201111	KM. 4.5 	 		311110	Otros	Produccion de alimentos para animales	372803.4234	2280295.3232
Venta y servicio de maquinaria para minería	Atributo no considerado en este año	2021	Boulevard PASEO DE LA PLATA	K9	98519		Reparación y mantenimiento de maquinaria y equipo industrial	Atributo no considerado en este año	Atributo no considerado en este año	EPIROC MEXICO S.A. DE C.V.,EPIROC MEXICO	ZACATECAS	"22°54'45"""	Víctor Rosales	"102°40'6"""	Calera	EME3200500316	1115	 	 PARQUE INDUSTRIAL SUMAR I	811312	Otros	Reparacion y mantenimiento de maquinaria y equipo pesado	739141.5556	2535757.4031
IMPRESIÓN DE LIBROS, PERIÓDICOS Y REVISTAS POR CONTRATO	Atributo no considerado en este año	2021	Calle AVE. CORPORATIVO	5E	22425		Impresión de libros, periódicos y revistas	Atributo no considerado en este año	Atributo no considerado en este año	EUNSUNG MEXICANA SA DE CV,	BAJA CALIFORNIA	"32°31'42"""	Tijuana	"116°58'3"""	Tijuana	EME5E0200411	4B 	 	INTERNACIONAL	323111	Otros	Edicion, Encuadernacion y/o impresion	503035.2149	3599006.2129
Manufactura y comercialización de Explosivos y accesorios para Explosivos	Atributo no considerado en este año	2021	Carretera CARR.30KM.58 TRAMO MONCLOVA-CUATROCIENEG	62	27640	Ejido EXPLOSIVOS MEXICANOS	Fabricación de explosivos	Atributo no considerado en este año	Atributo no considerado en este año	EXPLOSIVOS MEXICANOS SA DE CV,	COAHUILA	"27°9'54"""	Cuatro Ciénegas de Carranza	"102°14'43"""	Cuatrocienegas	EME620500711	S/N 	 		325920	Quimica	Produccion de explosivos	772967.8976	3007724.8495
Fabricación de aceites lubricantes	Atributo no considerado en este año	2021	Calle PONIENTE 146	69	02300	Colonia INDUSTRIAL VALLEJO	Fabricación de aceites y grasas lubricantes	Atributo no considerado en este año	Atributo no considerado en este año	EXXONMOBIL MEXICO S.A. DE C.V.,EXXONMOBIL MÉXICO	DISTRITO FEDERAL	"19°30'4"""	Azcapotzalco	"99°9'51"""	Azcapotzalco	EME690900211	760	 		324191	Quimica	Produccion de grasas, aceites lubricantes y aditivos	482758.036	2156308.0878
FABRICACION D EPRFILES ARQUITECTONICOS DE ALUMINIO	Atributo no considerado en este año	2021	Calle FLORES MAGON	7Q	56255	Colonia EL TRABAJO	Industria básica del aluminio	Atributo no considerado en este año	Atributo no considerado en este año	EXTRUSIONES METALICAS S.A. DE C.V.,EXTRUSIONES METALICAS S.A. DE C.V.	MEXICO	"19°26'23"""	Villa Santiago Cuautlalpan	"98°53'45"""	Texcoco	EME7Q1509911	S/N 	 		331310	Metalurgica (incluye la siderurgica)	Afinacion y laminacion de aluminio	510929.3313	2149504.1167
Producción de Soldaduras de Metales No Ferrosos	Atributo no considerado en este año	2021	Avenida DIEGO DIAZ DE BERLANGA	7S	66480		Fabricación de alambre, productos de alambre y resortes	Atributo no considerado en este año	Atributo no considerado en este año	ESAB MÉXICO S.A. DE C.V,PLANTA 1	NUEVO LEON	"25°42'56"""	San Nicolás de los Garza	"100°17'0"""	San Nicolas de los Garza	EME7S1904611	130	S/N 	NOGALAR	332610	Metalurgica (incluye la siderurgica)	Produccion de soldaduras de metales no ferrosos	371226.0121	2844838.4601
FABRICACION DE LÁMPARAS ORNAMENTALES	Atributo no considerado en este año	2021	Calle FFCC VIA MONTERREY - MATAMOROS	91	66626	Colonia PARQUE INDUSTRIAL MILENIUM	Fabricación de lámparas ornamentales	Atributo no considerado en este año	Atributo no considerado en este año	EGS MEXICO S DE RL DE CV,EMERSON	NUEVO LEON	"25°46'13"""	Ciudad Apodaca	"100°7'48"""	Apodaca	EME7X1900611	598	 		335120	Equipos y articulos electronicos, electricos y domesticos	Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos	386682.8095	2850750.3882
FABRICACIÓN Y COMERCIALIZACIÓN DE LAMINACIONES TROQUELADAS	Atributo no considerado en este año	2021	Avenida PROLONGACION AV. LA NORIA	9M	76220		Fabricación de productos metálicos forjados y troquelados	Atributo no considerado en este año	Atributo no considerado en este año	EUROTRANCIATURA MEXICO, S.A. DE C.V.,EUROTRANCIATURA MEXICO S.A. DE C.V.	QUERETARO	"20°50'1"""	Santa Rosa Jáuregui	"100°25'59"""	Queretaro	EME7X2201411	201	 	PARQUE IND. QUERETARO	332110	Automotriz	Produccion de otras auto partes	350882.1263	2304417.1308
Fabricación de Compresores para Equipo de Refrigeración	Atributo no considerado en este año	2021	Calle AVENIDA INDUSTRIAS	LK	66624	Colonia PARQUE INDUSTRIAL PIMSA ORIENTE	Fabricación de equipo de refrigeración industrial y comercial	Atributo no considerado en este año	Atributo no considerado en este año	NIDEC GLOBAL APPLIANCE MEXICO S. DE R.L. DE C.V,NIDEC	NUEVO LEON	"25°46'47"""	Ciudad Apodaca	"100°10'0"""	Apodaca	EME8N1900611	501	 		333412	Metalurgica (incluye la siderurgica)	Fabricacion y ensamble de maquinaria y equipo para diversos usos industriales	383008.5244	2851821.5856
