nra,estado,municipio
LIQ1510600042,México,Toluca
LIQ1512102440,México,Cuautitlán Izcalli
LIQ2500600689,Sinaloa,Culiacán
LIQ341510611,México,Toluca
LIQB32700611,Tabasco,Cunduacán
LIQTJ1904611,Nuevo León,San Nicolás de los Garza
LIRZZ1900911,Nuevo León,Cadereyta Jiménez
LIT1F0502511,Coahuila de Zaragoza,Piedras Negras
LKE5T0900311,Ciudad de México,Coyoacán
LKE5T1510611,México,Toluca
LLC5E2201611,Querétaro,San Juan del Río
LLI1506200053,México,Ocoyoacac
LLI5T0900411,Ciudad de México,Cuajimalpa de Morelos
LLM150571111,México,Naucalpan de Juárez
LLM6J1505711,México,Naucalpan de Juárez
LLNZU1307711,Hidalgo,Tulancingo de Bravo
LMA0803700731,Chihuahua,Juárez
LMA0901700022,Ciudad de México,Venustiano Carranza
LMA1F3105011,Yucatán,Mérida
LMAML0200311,Baja California,Tecate
LMC0901500095,Ciudad de México,Cuauhtémoc
LMCHH0901529,Ciudad de México,Cuauhtémoc
LMCTG0400311,Campeche,Carmen
LMD5T1407011,Jalisco,El Salto
LMD5T1407012,Jalisco,El Salto
LME0200200385,Baja California,Mexicali
LME050271111,Coahuila de Zaragoza,Ramos Arizpe
LME7T0803711,Chihuahua,Juárez
LME7U2111411,Puebla,Puebla
LME8A1403911,Jalisco,Guadalajara
LME8L1503311,México,Ecatepec de Morelos
LME8S0803711,Chihuahua,Juárez
LME910200111,Baja California,Ensenada
LME910200411,Baja California,Tijuana
LME910200412,Baja California,Tijuana
LME910803711,Chihuahua,Juárez
LME910803721,Chihuahua,Juárez
LME9J0502711,Coahuila de Zaragoza,Ramos Arizpe
LMEB22603011,Sonora,Hermosillo
LMEBF0900211,Ciudad de México,Azcapotzalco
LMEBF0900212,Ciudad de México,Azcapotzalco
LMEEA0900221,Ciudad de México,Azcapotzalco
LMEND0200211,Baja California,Mexicali
LMEND1502811,México,Chiautla
LMI5M1505711,México,Naucalpan de Juárez
LMM1902600614,Nuevo León,Guadalupe
LMM7I0901611,Ciudad de México,Miguel Hidalgo
LMMMA1902611,Nuevo León,Guadalupe
LMO1901800076,Nuevo León,García
LMO7N1902611,Nuevo León,Guadalupe
LMOKE1901911,Nuevo León,San Pedro Garza García
LMQ0900300148,Ciudad de México,Coyoacán
LMS0500400269,Coahuila de Zaragoza,Arteaga
LMS1900600399,Nuevo León,Apodaca
LMS2402800822,San Luis Potosí,San Luis Potosí
LMT0803700285,Chihuahua,Juárez
LMT0803700576,Chihuahua,Juárez
LMT1102000474,Guanajuato,León
LMT1102000570,Guanajuato,León
LMT6E0803711,Chihuahua,Juárez
LMT9M0502511,Coahuila de Zaragoza,Piedras Negras
LMT9M0502521,Coahuila de Zaragoza,Piedras Negras
LMT9M0502522,Coahuila de Zaragoza,Piedras Negras
LMTMV0803711,Chihuahua,Juárez
LMTMV0803712,Chihuahua,Juárez
LMTMV0803713,Chihuahua,Juárez
LMTMV0803714,Chihuahua,Juárez
LMTMV0803721,Chihuahua,Juárez
LMTMV0803723,Chihuahua,Juárez
LNFEA0901111,Ciudad de México,Tláhuac
LNS720200211,Baja California,Mexicali
LOC6D1403911,Jalisco,Guadalajara
LOCLJ1503911,México,Ixtapaluca
LOM1902500005,Nuevo León,General Zuazua
LOM6E1901211,Nuevo León,Ciénega de Flores
LOM7T1512111,México,Cuautitlán Izcalli
LOM8S0803711,Chihuahua,Juárez
LOMBJ1503711,México,Huixquilucan
LOMBJ1508811,México,Tenancingo
LOMDA1503711,México,Huixquilucan
LOO1512000011,México,Zumpango
LOOND1512011,México,Zumpango
LOQ0900500453,Ciudad de México,Gustavo A. Madero
LOR5J2103421,Puebla,Coronango
LOSN62405011,San Luis Potosí,Villa de Reyes
LPA6E0502711,Coahuila de Zaragoza,Ramos Arizpe
LPA7P1607911,Michoacán de Ocampo,Salvador Escalante
LPAEA1607911,Michoacán de Ocampo,Salvador Escalante
LPC1I1903911,Nuevo León,San Nicolás de los Garza
LPC7I1902611,Nuevo León,Guadalupe
LPC7J1904611,Nuevo León,San Nicolás de los Garza
LPC7M3001411,Veracruz de Ignacio de la Llave,Amatlán de los Reyes
LPC8A1900611,Nuevo León,Apodaca
LPD911000711,Durango,Gómez Palacio
LPI1403900319,Jalisco,Guadalajara
LPI5I1409711,Jalisco,Tlajomulco de Zúñiga
LPI5I1409721,Jalisco,Tlajomulco de Zúñiga
LPI5T0900311,Ciudad de México,Coyoacán
LPI5T1403912,Jalisco,Guadalajara
LPI5T1403913,Jalisco,Guadalajara
LPI5T1403915,Jalisco,Guadalajara
LPI5T1409712,Jalisco,Tlajomulco de Zúñiga
LPI5U1501311,México,Atizapán de Zaragoza
LPM912802211,Tamaulipas,Matamoros
LPQ9M2201411,Querétaro,Querétaro
LPQ9M2201421,Querétaro,Querétaro
LPU2107400018,Puebla,Huejotzingo
LPU9L2111411,Puebla,Puebla
LQM1L1302311,México,Cuautitlán
LQM5I1502411,México,Cuautitlán
LQS2111400431,Puebla,Puebla
LQS2111900039,Puebla,San Andrés Cholula
LQS5T2111411,Puebla,Puebla
LQS5T2111912,Puebla,San Andrés Cholula
LQU0901500852,Ciudad de México,Cuauhtémoc
LRA0502700001,Coahuila de Zaragoza,Ramos Arizpe
LRE6T1903111,Nuevo León,Juárez
LRE6T2901511,Tlaxcala,Ixtacuixtla de Mariano Matamoros
LRM2803200161,Tamaulipas,Reynosa
LRU5T1510411,México,Tlalnepantla de Baz
LRUUA0702711,Chiapas,Chiapa de Corzo
LSA3001200005,Veracruz de Ignacio de la Llave,Amatitlán
LSA5T1409711,Jalisco,Tlajomulco de Zúñiga
LSA5T1505111,México,Lerma
LSAB82700411,Tabasco,Centro
LSAEA0901411,Ciudad de México,Benito Juárez
LSAZU1505711,México,Naucalpan de Juárez
LSC1510600491,México,Toluca
LSC151061111,México,Toluca
LSC5T1510611,México,Toluca
LSE5M1100711,Guanajuato,Celaya
LSE5T0900711,Ciudad de México,Iztapalapa
LSE5T0901611,Ciudad de México,Miguel Hidalgo
LSE5T1100711,Guanajuato,Celaya
LSE5T1100712,Guanajuato,Celaya
LSEEA1100721,Guanajuato,Celaya
LSI1L1503311,México,Ecatepec de Morelos
LSI5T0901411,Ciudad de México,Benito Juárez
LSI5T1510611,México,Toluca
LSO140391111,Jalisco,Guadalajara
LSO5T1403911,Jalisco,Guadalajara
LSO5T1409811,Jalisco,San Pedro Tlaquepaque
LSO5T1412011,Jalisco,Zapopan
LSOEA1409811,Jalisco,San Pedro Tlaquepaque
LSP7I1510411,México,Tlalnepantla de Baz
LST1904800083,Nuevo León,Santa Catarina
LTA8A2107411,Puebla,Huejotzingo
LTE3I1407811,Jalisco,San Miguel el Alto
LTE912803212,Tamaulipas,Reynosa
LTM5Y1512111,México,Cuautitlán
LTM5Y1512111,México,Cuautitlán Izcalli
LTMRP1512111,México,Cuautitlán Izcalli
LTO5T0900711,Ciudad de México,Iztapalapa
LTO5T1505711,México,Naucalpan de Juárez
LTO5T1505712,México,Naucalpan de Juárez
LTOKE1409711,Jalisco,Tlajomulco de Zúñiga
LTSB03004511,Veracruz de Ignacio de la Llave,Cosamaloapan de Carpio
LTT412117411,Puebla,Teziutlán
LUC0901000247,Ciudad de México,Álvaro Obregón
LUC8A0901011,Ciudad de México,Álvaro Obregón
LUD2F2602911,Sonora,Guaymas
LUG1407000054,Jalisco,El Salto
LUHHI1505711,México,Naucalpan de Juárez
LUL1901800040,Nuevo León,García
LUN2111400427,Puebla,Puebla
LUN9L2111411,Puebla,Puebla
LUP0502700029,Coahuila de Zaragoza,Ramos Arizpe
LUP0502700200,Coahuila de Zaragoza,Ramos Arizpe
LUP910502711,Coahuila de Zaragoza,Ramos Arizpe
LUPHI1511511,México,Xonacatlán
LUREA2802711,Tamaulipas,Nuevo Laredo
LVA5T0901211,Ciudad de México,Tlalpan
LVI6Z1505711,México,Naucalpan de Juárez
LVMHH1403911,Jalisco,Guadalajara
LVRLJ2800311,Tamaulipas,Altamira
LVT1501300374,México,Atizapán de Zaragoza
LWS8V2603011,Sonora,Hermosillo
LZA5T1412011,Jalisco,Zapopan
LZE1412000002,Jalisco,Zapopan
LZE5T0900311,Ciudad de México,Coyoacán
LZE5T0901411,Ciudad de México,Benito Juárez
MAATN1608611,Michoacán de Ocampo,Tanhuato
MAB2200500013,Querétaro,Colón
MAB6P0200411,Baja California,Tijuana
MAB6P0200421,Baja California,Tijuana
MAB7X2200511,Querétaro,Colón
MAC1502500104,México,Chalco
MAC1509200002,México,Teotihuacán
MAC250706111,Chiapas,Ocozocoautla de Espinosa
MAC251509211,México,Teotihuacán
MAC9L0500211,Coahuila de Zaragoza,Acuña
MAC9L0803711,Chihuahua,Juárez
MAC9L0803712,Chihuahua,Juárez
MAC9M0600211,Colima,Colima
MAD1412000771,Jalisco,Zapopan
MAD301410511,Jalisco,Tototlán
MAD302201611,Querétaro,San Juan del Río
MAE1000500001,Durango,Durango
MAE7I1510411,México,Tlalnepantla de Baz
MAE7N1101711,Guanajuato,Irapuato
MAE9L0200411,Baja California,Tijuana
MAEEA1000511,Durango,Durango
MAELJ0503011,Coahuila de Zaragoza,Saltillo
MAERP1000511,Durango,Durango
MAERP1000521,Durango,Durango
MAG1904600117,Nuevo León,San Nicolás de los Garza
MAG2300500218,Quintana Roo,Benito Juárez
MAG510502311,Coahuila de Zaragoza,Ocampo
MAG5I0502311,Coahuila de Zaragoza,Ocampo
MAG5I0502311,Coahuila de Zaragoza,Torreón
MAG5I0502711,Coahuila de Zaragoza,Ramos Arizpe
MAG7N1904611,Nuevo León,San Nicolás de los Garza
MAG7T1903911,Nuevo León,Monterrey
MAGND0900611,Ciudad de México,Iztacalco
MAGUB0100111,Aguascalientes,Aguascalientes
MAL231512111,México,Cuautitlán
MAL231512111,México,Cuautitlán Izcalli
MAL5N1503312,México,Acolman
MAL7X2804011,Tamaulipas,Valle Hermoso
MAM7A0200411,Baja California,Tijuana
MAM7L2802211,Tamaulipas,Matamoros
MAM7T1100411,Guanajuato,Apaseo el Alto
MAM8L1900611,Nuevo León,Apodaca
MAM8N2402811,San Luis Potosí,San Luis Potosí
MAMND0801911,Chihuahua,Chihuahua
MAN2900800008,Tlaxcala,Cuapiaxtla
MAP9M1000711,Durango,Gómez Palacio
MAPEA0900611,Ciudad de México,Iztacalco
MAPSP0806511,Chihuahua,Urique
MAQ7X1904611,Nuevo León,San Nicolás de los Garza
MAQKE1000711,Durango,Gómez Palacio
MAR1Z0600711,Colima,Manzanillo
MAR8A0901411,Ciudad de México,Benito Juárez
MARND2903111,Tlaxcala,Tetla de la Solidaridad
MAS0300800190,Baja California Sur,Los Cabos
MAS1503300326,México,Ecatepec de Morelos
MAS2200500014,Querétaro,Colón
MAS9M1100711,Guanajuato,Celaya
MAS9M1100721,Guanajuato,Celaya
MAS9M1100741,Guanajuato,Celaya
MAS9M2603031,Sonora,Hermosillo
MASMQ2118011,Puebla,Tlahuapan
MATEA1512011,México,Zumpango
MATMK1003511,Durango,Tepehuanes
MAU1304200005,Hidalgo,Molango de Escamilla
MAU171303411,Hidalgo,Lolotla
MAU171304211,Hidalgo,Molango de Escamilla
MAU1L1307911,Hidalgo,Xochicoatlán
MAU7F1000712,Durango,Gómez Palacio
MAU7F2117411,Puebla,Teziutlán
MAU7T3012311,Veracruz de Ignacio de la Llave,Pánuco
MAUA12803211,Tamaulipas,Camargo
MAUEA2800711,Tamaulipas,Camargo
MAUEE0503511,Coahuila de Zaragoza,Torreón
MAUEE1000511,Durango,Durango
MAUEE1503711,México,Huixquilucan
MAV1W3019311,Veracruz de Ignacio de la Llave,Veracruz
MAV6E1403911,Jalisco,Guadalajara
MAV970803711,Chihuahua,Juárez
MAX190261111,Nuevo León,Guadalupe
MAZ252803311,Tamaulipas,Río Bravo
MAZ7Q1509111,México,Teoloyucan
MBA121001911,Durango,Otáez
MBA1I0900211,Ciudad de México,Azcapotzalco
MBA511503311,México,Ecatepec de Morelos
MBA5I1503311,México,Ecatepec de Morelos
MBALJ1306911,Hidalgo,Tizayuca
MBELM1510411,México,Tlalnepantla de Baz
MBM5E0901311,Ciudad de México,Xochimilco
MBOSP1101511,Guanajuato,Guanajuato
MBP561509211,México,Teotihuacán
MBPSP1308411,Hidalgo,Zimapán
MBR1W1101711,Guanajuato,Irapuato
MBR1Z1101711,Guanajuato,Irapuato
MBR1Z1101811,Guanajuato,Jaral del Progreso
MBS140800511,Chihuahua,Ascensión
MBS1510400686,México,Tlalnepantla de Baz
MCA1205800006,Guerrero,Teloloapan
MCA152601911,Sonora,Cananea
MCA743105011,Yucatán,Mérida
MCBMJ2600311,Sonora,Alamos
MCCKE3006811,Veracruz de Ignacio de la Llave,Fortín
MCI7T0503012,Coahuila de Zaragoza,Saltillo
MCIMK1408011,Jalisco,San Sebastián del Oeste
MCM0100500002,Aguascalientes,Jesús María
MCM0100500046,Aguascalientes,Jesús María
MCM1505711,México,Lerma
MCM1I0502711,Coahuila de Zaragoza,Ramos Arizpe
MCM2800300020,Tamaulipas,Altamira
MCM521902611,Nuevo León,Guadalupe
MCM6C2800321,Tamaulipas,Altamira
MCM711403911,Jalisco,Guadalajara
MCM7I1403911,Jalisco,Guadalajara
MCM7T1407011,Jalisco,El Salto
MCM8L1505111,México,Lerma
MCM9J1509011,México,Tenango del Valle
MCM9M0100521,Aguascalientes,Jesús María
MCM9M0502721,Coahuila de Zaragoza,Ramos Arizpe
MCM9M0502731,Coahuila de Zaragoza,Ramos Arizpe
MCM9M0502732,Coahuila de Zaragoza,Ramos Arizpe
MCM9M0503011,Coahuila de Zaragoza,Saltillo
MCM9M0503021,Coahuila de Zaragoza,Ramos Arizpe
MCM9M1505711,México,Naucalpan de Juárez
MCMEA1403911,Jalisco,Guadalajara
MCMEA1509011,México,Tenango del Valle
MCMSP2603611,Sonora,Magdalena
MCO152604111,Sonora,Nacozari de García
MCO152604112,Sonora,Nacozari de García
MCO1903900673,Nuevo León,Monterrey
MCO5P1505111,México,Lerma
MCO5Q2800312,Tamaulipas,Altamira
MCO742600211,Sonora,Agua Prieta
MCOLF2602911,Sonora,Guaymas
MCR1L0502212,Coahuila de Zaragoza,Nava
MCR1L0502213,Coahuila de Zaragoza,Nava
MCR1L0502214,Coahuila de Zaragoza,Nava
MCR1L0502215,Coahuila de Zaragoza,Nava
MCR1L0502216,Coahuila de Zaragoza,Nava
MCREA0502211,Coahuila de Zaragoza,Nava
MCRRP0502211,Coahuila de Zaragoza,Nava
MCRRP0502221,Coahuila de Zaragoza,Nava
MCRRP0502231,Coahuila de Zaragoza,Nava
MCT1510600600,México,Toluca
MCT9M1510611,México,Toluca
MCUMJ1101511,Guanajuato,Guanajuato
MCUSP2007211,Oaxaca,Oaxaca de Juárez
MCZLJ1100911,Guanajuato,Comonfort
MDD1503600004,México,Hueypoxtla
MDDND1503611,México,Hueypoxtla
MDDND1901811,Nuevo León,García
MDE0900200125,Ciudad de México,Azcapotzalco
MDE5I1407011,Jalisco,El Salto
MDE5I3003911,Veracruz de Ignacio de la Llave,Coatzacoalcos
MDE7X0901611,Ciudad de México,Miguel Hidalgo
MDEMB1510411,México,Ecatepec de Morelos
MDEND1306911,Hidalgo,Tizayuca
MDFC40400311,Campeche,Carmen
MDFR92803212,Tamaulipas,Reynosa
MDI4B0803711,Chihuahua,Juárez
MDI8A0900711,Ciudad de México,Iztapalapa
MDI912402811,San Luis Potosí,San Luis Potosí
MDIEE1904811,Nuevo León,Santa Catarina
MDIK91510411,México,Tlalnepantla de Baz
MDLK90400311,Campeche,Carmen
MDM0502700038,Coahuila de Zaragoza,Ramos Arizpe
MDM6X1902611,Nuevo León,Guadalupe
MDM7V2603011,Sonora,Hermosillo
MDM9I0100511,Aguascalientes,Jesús María
MDM9M0502711,Coahuila de Zaragoza,Ramos Arizpe
MDMTY1902611,Nuevo León,Guadalupe
MDO120804011,Chihuahua,Madera
MDPBB1412011,Jalisco,Zapopan
MDR5T0900511,Ciudad de México,Gustavo A. Madero
MDU2J1510611,México,Toluca
MDUTN1506211,México,Ocoyoacac
MEB1V1505811,México,Nezahualcóyotl
MED0200400071,Baja California,Tijuana
MED1100700462,Guanajuato,Celaya
MED1407000839,Jalisco,El Salto
MED1502900042,México,Chicoloapan
MED3105000035,Yucatán,Mérida
MED9U0200411,Baja California,Tijuana
MEDBB0200411,Baja California,Tijuana
MEDBB2700411,Tabasco,Centro
MEDHM0200511,Baja California,Playas de Rosarito
MEDLT1510611,México,Toluca
MEDLT2107411,Puebla,Huejotzingo
MEDRP0900311,Ciudad de México,Coyoacán
MEEBD1702811,Morelos,Xochitepec
MEI0900500127,Ciudad de México,Gustavo A. Madero
MEJ8T0803711,Chihuahua,Juárez
MEJ8T0803712,Chihuahua,Juárez
MEJ8T0803713,Chihuahua,Juárez
MEJ8T0803715,Chihuahua,Juárez
MEJ8T0803716,Chihuahua,Juárez
MEJ8T0803717,Chihuahua,Juárez
MELMD1900611,Nuevo León,Apodaca
MEM1102000418,Guanajuato,León
MEM1904800182,Nuevo León,Santa Catarina
MEM6E2201411,Querétaro,Querétaro
MEM7L1512011,México,Zumpango
MEM7X1904811,Nuevo León,Santa Catarina
MEM7X1904812,Nuevo León,Santa Catarina
MEM8T1902611,Nuevo León,Guadalupe
MEM8T2201611,Querétaro,San Juan del Río
MEM910200211,Baja California,Mexicali
MEMLJ2902511,Tlaxcala,San Pablo del Monte
MEMMJ1001312,Durango,Mapimí
MEMMK1605311,Michoacán de Ocampo,Morelia
MEMND1512011,México,Zumpango
MEMND1902611,Nuevo León,Guadalupe
MEMQH2201611,Querétaro,San Juan del Río
MEMTG0400311,Campeche,Carmen
MEN0502300003,Coahuila de Zaragoza,Ocampo
MEN912802211,Tamaulipas,Matamoros
MENMK0502311,Coahuila de Zaragoza,Ocampo
MER5T1505711,México,Naucalpan de Juárez
MER7T1901811,Nuevo León,García
MER7T1901812,Nuevo León,García
MES6E1501311,México,Atizapán de Zaragoza
MES7I1503311,México,Ecatepec de Morelos
MES7T0801911,Chihuahua,Chihuahua
MES7X1904811,Nuevo León,Santa Catarina
MES860801911,Chihuahua,Chihuahua
MESLK1903311,Nuevo León,Linares
MESQF1902611,Nuevo León,Guadalupe
MET1102000504,Guanajuato,León
MET2111400356,Puebla,Puebla
MET2111400436,Puebla,Puebla
MET5I2111411,Puebla,Puebla
MET5J2903911,Tlaxcala,Xaloztoc
MET7L3019311,Veracruz de Ignacio de la Llave,Veracruz
MET7T1904111,Nuevo León,Pesquería
MET7T2111411,Puebla,Puebla
MET861904811,Nuevo León,Santa Catarina
MET9M0503011,Coahuila de Zaragoza,Saltillo
MET9M1900611,Nuevo León,Apodaca
MET9M2402811,San Luis Potosí,San Luis Potosí
METEA2903911,Tlaxcala,Xaloztoc
METND1104411,Guanajuato,Villagrán
MEULJ0801911,Chihuahua,Chihuahua
MEULJ0801912,Chihuahua,Chihuahua
MEX1409700165,Jalisco,Tlajomulco de Zúñiga
MEX7X1505111,México,Lerma
MEX8N0200421,Baja California,Tijuana
MEX911409711,Jalisco,Tlajomulco de Zúñiga
MEX9M1901211,Nuevo León,Ciénega de Flores
MEX9M1901211,Nuevo León,Monterrey
MEX9M1903911,Nuevo León,Ciénega de Flores
MFA2200600073,Querétaro,Corregidora
MFA5T0900311,Ciudad de México,Coyoacán
MFA5T0900611,Ciudad de México,Iztacalco
MFG1900600126,Nuevo León,Apodaca
MFG1I1900611,Nuevo León,Apodaca
MFL1G2405511,San Luis Potosí,Zaragoza
MFL5I2802211,Tamaulipas,Matamoros
MFM8T0502511,Coahuila de Zaragoza,Piedras Negras
MFM8T0502512,Coahuila de Zaragoza,Piedras Negras
MFM8T0803711,Chihuahua,Juárez
MFR0802900004,Chihuahua,Guadalupe y Calvo
MFRMJ3201011,Zacatecas,Fresnillo
MGA1403900060,Jalisco,Guadalajara
MGEKE1903911,Nuevo León,Monterrey
MGL692111411,Puebla,Puebla
MGM520200411,Baja California,Tijuana
MGM6L2802211,Tamaulipas,Matamoros
MGOKE2803811,Tamaulipas,Tampico
MGR521412011,Jalisco,Zapopan
MGR562803211,Tamaulipas,Reynosa
MGSEE1903911,Nuevo León,Monterrey
MHC460803711,Chihuahua,Juárez
MHC460803712,Chihuahua,Juárez
MHD9M1503311,México,Ecatepec de Morelos
MHEEA1403911,Jalisco,Guadalajara
MHEQU1403912,Jalisco,El Salto
MHI5W1103211,Guanajuato,San José Iturbide
MHMLS1202711,Guerrero,Cutzamala de Pinzón
MHS8T2803211,Tamaulipas,Reynosa
MIA7X0500211,Coahuila de Zaragoza,Acuña
MIC1512102128,México,Cuautitlán Izcalli
MIC5H1502411,México,Cuautitlán
MIC5T0900711,Ciudad de México,Iztapalapa
MIC5T0900721,Ciudad de México,Iztapalapa
MICAD1510411,México,Tlalnepantla de Baz
MICBB1503311,México,Ecatepec de Morelos
MICEA1502411,México,Cuautitlán
MICND0503011,Coahuila de Zaragoza,Saltillo
MID7X1102011,Guanajuato,León
MID8A0803711,Chihuahua,Juárez
MIDHI1304811,Hidalgo,Pachuca de Soto
MIF0100100434,Aguascalientes,Aguascalientes
MIF0502700069,Coahuila de Zaragoza,Ramos Arizpe
MIF1900600127,Nuevo León,Apodaca
MIF1904800037,Nuevo León,Santa Catarina
MIF1904800177,Nuevo León,Santa Catarina
MIFKE2104111,Puebla,Cuautlancingo
MIFTZ1900611,Nuevo León,Apodaca
MIFUB2803211,Tamaulipas,Reynosa
MIFZU0502711,Coahuila de Zaragoza,Ramos Arizpe
MIFZU2201111,Querétaro,El Marqués
MIG1101700287,Guanajuato,Irapuato
MIM1F1610211,Michoacán de Ocampo,Uruapan
MIM7L2802211,Tamaulipas,Matamoros
MIN070000001,Chiapas,Arriaga
MIN1306900015,Hidalgo,Tizayuca
MIN1403901004,Jalisco,Guadalajara
MIN1Z2501211,Sinaloa,Mazatlán
MIN2501200014,Sinaloa,Mazatlán
MIN251510411,México,Tlalnepantla de Baz
MIN252500111,Sinaloa,Ahome
MIN2C3008911,Veracruz de Ignacio de la Llave,Jáltipan
MIN3105400001,Yucatán,Muxupip
MIN463104811,Yucatán,Maxcanú
MIN522802721,Tamaulipas,Nuevo Laredo
MIN741901811,Nuevo León,García
MIN790801911,Chihuahua,Chihuahua
MIN791403911,Jalisco,Guadalajara
MIN791403921,Jalisco,Guadalajara
MIN791503311,México,Ecatepec de Morelos
MIN792700411,Tabasco,Centro
MINMI0502721,Coahuila de Zaragoza,Ramos Arizpe
MINT12700411,Tabasco,Centro
MIS250700911,Chiapas,Arriaga
MISUA3003911,Veracruz de Ignacio de la Llave,Agua Dulce
MISUA3003911,Veracruz de Ignacio de la Llave,Coatzacoalcos
MIT2901600001,Tlaxcala,Ixtenco
MIT7Q1508111,México,Tecámac
MJA0400300006,Campeche,Carmen
MJA0803700705,Chihuahua,Juárez
MJA9M0803711,Chihuahua,Juárez
MJD910503511,Coahuila de Zaragoza,Torreón
MJD9I0503511,Coahuila de Zaragoza,Torreón
MJNML0802111,Chihuahua,Delicias
MJU3201000105,Zacatecas,Fresnillo
MJU910803711,Chihuahua,Juárez
MKA3K1306311,Hidalgo,Tepeji del Río de Ocampo
MKA3K1306312,Hidalgo,Tepeji del Río de Ocampo
MKA3K2201611,Querétaro,San Juan del Río
MLM463100211,Yucatán,Acanceh
MLM5F0803711,Chihuahua,Juárez
MLN812604311,Sonora,Nogales
MLU1405300128,Jalisco,Lagos de Moreno
MLU691405311,Jalisco,Lagos de Moreno
MLU691510911,México,Tultitlán
MLU691904811,Nuevo León,Santa Catarina
MLUMK1001911,Durango,Otáez
MLV9M2402811,San Luis Potosí,San Luis Potosí
MMA0803200027,Chihuahua,Hidalgo del Parral
MMA140503512,Chihuahua,Saucillo
MMA143205611,Zacatecas,Morelos
MMA143205611,Zacatecas,Zacatecas
MMA152601911,Sonora,Cananea
MMA3105000240,Yucatán,Mérida
MMA4T1412011,Jalisco,Zapopan
MMA5X1306911,Hidalgo,Tizayuca
MMA6E2803211,Tamaulipas,Reynosa
MMA7T0503311,Coahuila de Zaragoza,San Pedro
MMA9C2803211,Tamaulipas,Reynosa
MMA9M2802211,Tamaulipas,Matamoros
MMAAI0200411,Baja California,Tijuana
MMAKE3105011,Yucatán,Mérida
MMAMK1002011,Durango,Pánuco de Coronado
MMB0300200033,Baja California Sur,Mulegé
MMBSP0300211,Baja California Sur,La Paz
MMC0100100317,Aguascalientes,Aguascalientes
MMC141003211,Durango,Santiago Papasquiaro
MMCEA0900711,Ciudad de México,Iztapalapa
MMCEA1003211,Durango,Santiago Papasquiaro
MMCLJ0503011,Coahuila de Zaragoza,Saltillo
MME0200400092,Baja California,Tijuana
MME0400300389,Campeche,Carmen
MME0502700009,Coahuila de Zaragoza,Ramos Arizpe
MME0901200316,Ciudad de México,Tlalpan
MME1100500053,Guanajuato,Apaseo el Grande
MME1900600002,Nuevo León,Apodaca
MME1900600164,Nuevo León,Apodaca
MME1C1900611,Nuevo León,Apodaca
MME1F2402811,San Luis Potosí,San Luis Potosí
MME1I1900611,Nuevo León,Apodaca
MME1I1904811,Nuevo León,Santa Catarina
MME1V2802211,Tamaulipas,Matamoros
MME2201400097,Querétaro,Querétaro
MME2402800438,San Luis Potosí,San Luis Potosí
MME2405000669,San Luis Potosí,Villa de Reyes
MME2803200124,Tamaulipas,Reynosa
MME2803200152,Tamaulipas,Reynosa
MME2J1904811,Nuevo León,Santa Catarina
MME4T0803711,Chihuahua,Juárez
MME581900611,Nuevo León,Apodaca
MME582201111,Querétaro,El Marqués
MME5M1900621,Nuevo León,Apodaca
MME5Q0502711,Coahuila de Zaragoza,Ramos Arizpe
MME5Q0502711,Coahuila de Zaragoza,Saltillo
MME5T0900711,Ciudad de México,Iztapalapa
MME5U2803211,Tamaulipas,Reynosa
MME5V1505111,México,Lerma
MME6D0803711,Chihuahua,Juárez
MME6E2402811,San Luis Potosí,San Luis Potosí
MME6Y1510911,México,Tultitlán
MME7X2200511,Querétaro,Colón
MME7X2201411,Querétaro,Querétaro
MME7Y0200411,Baja California,Tijuana
MME832201111,Querétaro,El Marqués
MME8L2201411,Querétaro,Querétaro
MME910200311,Baja California,Tecate
MME910502711,Coahuila de Zaragoza,Ramos Arizpe
MME911407011,Jalisco,El Salto
MME9A0901711,Ciudad de México,Venustiano Carranza
MME9C0503011,Coahuila de Zaragoza,Saltillo
MME9C1902611,Nuevo León,Guadalupe
MME9K2803211,Tamaulipas,Reynosa
MME9M0502711,Coahuila de Zaragoza,Ramos Arizpe
MME9M1100711,Guanajuato,Celaya
MME9M2201111,Querétaro,Querétaro
MME9R2803211,Tamaulipas,Reynosa
MMEAI1901211,Nuevo León,Ciénega de Flores
MMELJ1407011,Jalisco,El Salto
MMELK1701111,Morelos,Jiutepec
MMELK2201411,Querétaro,Querétaro
MMEM10400311,Campeche,Carmen
MMEMV2402811,San Luis Potosí,San Luis Potosí
MMEND1503311,México,Ecatepec de Morelos
MMERP1510411,México,Tlalnepantla de Baz
MMETS2201411,Querétaro,Querétaro
MMI7X2803211,Tamaulipas,Reynosa
MMI7X2803212,Tamaulipas,Reynosa
MMI7X2803213,Tamaulipas,Reynosa
MMJ910803711,Chihuahua,Juárez
MMJ960803711,Chihuahua,Juárez
MMJ960803712,Chihuahua,Juárez
MML1201700009,Guerrero,Cocula
MMM1102700005,Guanajuato,Salamanca
MMM1401900001,Jalisco,Bolaños
MMM1904100039,Nuevo León,Pesquería
MMM1904100040,Nuevo León,Pesquería
MMM1904100041,Nuevo León,Pesquería
MMM3019300525,Veracruz de Ignacio de la Llave,Veracruz
MMM3203200014,Zacatecas,Morelos
MMM621000711,Durango,Gómez Palacio
MMM9M1901211,Nuevo León,Ciénega de Flores
MMMA61902111,Nuevo León,General Escobedo
