"NRA"	"NOMBRE"	"SCIAN"	"DESCRIPCIÓN SCIAN"	"SECTOR"	"CLAVE
AMBIENTAL"	"SUBSECTOR"	"PRINCIPAL ACTIVIDAD PRODUCTIVA"	"PARQUE INDUSTRIAL"	"COORDENADA 
UTM X"	"COORDENADA 
UTM Y"	"LATITUD 
NORTE"	"LONGITUD 
OESTE"	"CALLE"	"NÚM. EXT"	"NÚM. INT"	"COLONIA"	"LOCALIDAD"	"ESTADO"	"MUNICIPIO"	"C.P."
"ACE7T2201611"	"ACERLAN S.A. DE C.V."	"331510"	"Moldeo por fundición de piezas de hierro y acero"	"Metalurgica (incluye la siderurgica)"	"7T"	"Fundicion  y moldeo de piezas de hierro y acero"	"FUNDICIÓN Y MOLDEO DE PIEZAS DE HIERRO Y ACERO."	"Zona Industrial Valle de Oro"			20.42301	-99.98039	"CAMINO A SAN PEDRO AHUACATLAN"	"3"		"VALLE DE ORO"		"QUERETARO"	"San Juan del Rio"	"76802"
"ACE8V0801711"	"ALAMBRADOS Y CIRCUITOS ELÉCTRICOS, S.A. DE C.V. PLANTA IV"	"336320"	"Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automotores"	"Equipos y articulos electronicos, electricos y domesticos"	"91"	"Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos"	"ENSAMBLE DE ARNESES AUTOMOTRICES"	"Parque Industrial Cuauhtemoc"	"0"	"0"	"28°25'42"""	"0.106°50'6"""	"Morelos"	"S/N"	"km. 5 Carretera a An"	"Parque Industrial Cuauhtémoc"	"Cuahtémoc"	"CHIHUAHUA"	"Cuauhtemoc"	"35579"
"ACE8V0801911"	"ALAMBRADOS Y CIRCUITOS ELÉCTRICOS, S.A. DE C.V. PLANTA I"	"336320"	"Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automotores"	"Equipos y articulos electronicos, electricos y domesticos"	"91"	"Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos"	"Ensamble de arneses automotrices"	"Parque Industrial Americas"	"0"	"0"	28.65116	-106.12561	"Prologación Ave. de las Americas"	"36"		"Parque Industrial Americas"	"Chihuahua"	"CHIHUAHUA"	"Chihuahua"	"32000"
"ACE8V0803211"	"ALAMBRADOS Y CIRCUITOS ELÉCTRICOS, S.A. DE C.V. PLANTA X"	"336320"	"Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automotores"	"Equipos y articulos electronicos, electricos y domesticos"	"91"	"Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos"	"Elaboracion de Arneses Automotrices"		"0"	"0"	"26°55'4"""	"105°41'43"""	"ANILLO PERIMETRAL SUR"	"S/N"		"PREDIO SANTO TOMAS"	"Hidalgo del Parral"	"CHIHUAHUA"	"Hidalgo del Parral"	"33800"
"ACE8V0804511"	"ALAMBRADOS Y CIRCUITOS ELÉCTRICOS, S.A. DE C.V. PLANTA VI"	"336320"	"Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automotores"	"Equipos y articulos electronicos, electricos y domesticos"	"91"	"Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos"	"Elaboración de Arneses para Automoviles"	"Zona Industrial"	"0"	"0"	"28°16'31"""	"105°29'04"""	"Carretera Panamericana Km. 1588"	"2700"		"NA"	"Meoqui"	"CHIHUAHUA"	"Meoqui"	"33130"
"ACE8V0805011"	"ALAMBRADOS Y CIRCUITOS ELÉCTRICOS, S.A. DE C.V. PLANTA II"	"336320"	"Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automotores"	"Equipos y articulos electronicos, electricos y domesticos"	"91"	"Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos"	"Manufactura de  Arneses automotrices"	"Parque Industrial Paquime"	"0"	"0"	30.38462	-107.89153	"Parque Ind. Paquime"	"5101"		"Parque Industrial Paquime"	"Nuevo Casas Grandes"	"CHIHUAHUA"	"Nuevo Casas Grandes"	"31700"
"ACE8V2500111"	"ALAMBRADOS Y CIRCUITOS ELÉCTRICOS S.A DE C.V.ACE VII"	"237131"	"Construcción de obras de generación y conducción de energía eléctrica"	"Equipos y articulos electronicos, electricos y domesticos"	"91"	"Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos"	"Ensamble de Arneses Automotrices"				"25°46'21"""	"108°59'06"""	"Blvd. Macario Gaxiola Sur"	"1001"		"Raúl Romanillo"	"Los Mochis"	"SINALOA"	"Ahome"	"81285"
"ACE9K2201111"	"ALAMBRADOS Y CIRCUITOS ELÉCTRICOS, S.A. DE C.V. P-66"	"336330"	"Fabricación de partes de sistemas de dirección y de suspensión para vehículos automotrices"	"Automotriz"	"9K"	"Produccion de partes para el sistema de suspension y direccion"	"Fabricación de flechas intermedias,columnas y flechas homocinéticas."	"Parque Industrial Bernardo Quintana"	"0"	"0"	20.62508	-100.43776	"Convento de la Cruz"	"12"	"NA"	"Parque Industrial  FINSA"	"El Marques"	"QUERETARO"	"El Marques"	"76246"
"ACE9K2201112"	"ALAMBRADOS Y CIRCUITOS ELÉCTRICOS, S.A. DE C.V. P-65"	"336330"	"Fabricación de partes de sistemas de dirección y de suspensión para vehículos automotrices"	"Automotriz"	"9K"	"Produccion de partes para el sistema de suspension y direccion"	"Fabricación de Cajas de dirección Hidráulica Manual e Integral"	"Parque Industrial Bernardo Quintana"	"0"	"0"	"20°37'32"""	"100°26'16"""	"Santa Rosa de Viterbo"	"12"	"NA"	"Zona Industrial Bernardo Quintana"	"El Marques"	"QUERETARO"	"El Marques"	"76246"
"ACL5I1901011"	"AQUA CLOR S. A. DE C. V."	"325180"	"Fabricación de otros productos químicos básicos inorgánicos"	"Quimica"	"5I"	"Produccion de acidos, bases y sales inorganicas"	"Fabricación de Productos Desinfectantes"	"Zona Industrial El Carmen"	"37.82"	"2863.9"	"25°54'9.66"""	"100°21'33.01"""	"Km 14 Carretera Monterrey a Monclova"	"N A"	"N A"	"N A"	"Nuevo León"	"NUEVO LEON"	"Carmen"	"66550"
"ACLMB2603011"	"AQUA CLOR, S. A. DE C. V."	"325999"	"Fabricación de otros productos químicos"	"Quimica"	"MB"	"Produccion de substancias quimicas a partir de mezclas "	"PRODUCCIÓN DE SUSTANCIAS QUÍMICAS CUANDO EXISTE REACCIÓN QUÍMICA (EXCLUYE MEZCLAS SIN REAC"	"Parque Industrial Hermosillo"	"491290.065"	"3210613.431"	"29°1'31"""	"110°54'38"""	"De la Plata"	"148"		"Parque Industrial Hermosillo"	"Hermosillo"	"SONORA"	"Hermosillo"	"83170"
"ACM6E0503011"	"ALCOA CSI DE MEXICO EN SALTILLO S.A. DE C.V."	"326193"	"Fabricación de envases y contenedores de plástico para embalaje con y sin reforzamiento"	"Articulos y productos plasticos"	"6E"	"Fabricacion de productos y articulos de plastico"	"Fabricacion de tapas plasticas"	"Fraccionamiento Industrial"	"0"	"0"	25.47413	-100.99611	"Calle Indiana"	"No. 45"		"Ind. Valle De Saltillo"	"Saltillo"	"COAHUILA"	"Saltillo"	"25217"
"ACO5E0900711"	"AGSA COMERCIAL S.A. DE C.V."	"323119"	"Impresión de formas continuas y otros impresos"	"Otros"	"5E"	"Edicion, Encuadernacion y/o impresion"	"Impresión offset sobre plastico"		"0"	"0"	"19°18'15"""	"99°7'10"""	"Repúblicas"	"3"		"Banjidal"		"DISTRITO FEDERAL"	"Iztapalapa"	"09450"
"ACO5V1100711"	"AVON COSMETICS S. DE R.L. DE C.V."	"325190"	"Fabricación de otros productos químicos básicos orgánicos"	"Quimica"	"5V"	"Produccion de materias primas para perfumes y cosmeticos"	"FABRICACION DE PERFUMERIA Y COSMETICOS."		"0"	"0"	20.4876	-100.80152	"GUERRERO No. 149"	"149"		"RANCHO SECO"	"CELAYA"	"GUANAJUATO"	"Celaya"	"38090"
"ACO910200411"	"ARNESES Y CONEXIONES SA DE CV"	"335920"	"Fabricación de cables de conducción eléctrica"	"Equipos y articulos electronicos, electricos y domesticos"	"91"	"Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos"	"Fabricación  de alambres, cables, arneses todas las clases  de cables y  partes similares"	"Ciudad Industrial Nueva Tijuana"	"0"	"0"	"32°31'28"""	"116°54'31"""	"Uno Norte"	"1108"		"Ciudad Industrial Nueva Tijuana"	"Tijuana"	"BAJA CALIFORNIA"	"Tijuana"	"22435"
"ACOM91510611"	"COMPAÑIA ABASTECEDORA DE COMBUSTIBLE S.A. DE C.V."	"493111"	"Almacenes generales de depósito"	"Otros"	"C2"	"Comercializacion, almacenamiento y distribucion de productos derivados del petroleo a usuarios finales"	"ALMACENAMIENTO Y DISTRIBUCIÓN DE PRODUCTOS DERIVADOS DEL PETRÓLEO; EXCLUYE DISTRIBUIDORES"		"2133"	"433"	19.2906	-99.63595	"Av. Primero de Mayo Ote."	"1220"		"Electricistas"	"Toluca"	"MEXICO"	"Toluca"	"50070"
"ACPMC1403912"	"CPINGREDIENTES S.A. DE C.V."	"311222"	"Elaboración de aceites y grasas vegetales comestibles"	"Quimica"	"MC"	"Fabricacion de aceites y grasas alimenticias"	"PRODUCCIÓN DE ACEITES Y GRASAS CUANDO EN SU FABRICACIÓN EXISTE REACCIÓN QUÍMICA O EXTRACCI"	"Zona Urbana e Industrial"	"0"	"0"	"20°36'40"""	"103°16'0"""	"Av. Inglaterra"	"295"		"del Fresno"		"JALISCO"	"Guadalajara"	"44900"
"ACT7X0200311"	"ACABADOS DE CALIDAD TECATE S.A. DE C.V."	"332999"	"Fabricación de otros productos metálicos"	"Articulos y productos metalicos"	"7X"	"Fabricacion de articulos y productos metalicos"	"ACABADOS METALICOS PARTA CERRADURAS, ACCESORIOS DE BACOS/REGADERAS"	"NO ESPECIFICO"			"32°24'02"""	"116°37'45"""	"Km 3 CARRETERA TECATE ENSENADA"	"NA"		"Maclovio Herrera"	"TECATE"	"BAJA CALIFORNIA"	"Tecate"	"21490"
"ACUEE0900311"	"AUTOMOTRIZ CUICUILCO S.A. DE C.V."	"468112"	"Comercio al por menor de automóviles y camionetas usados"	"Otros"	"EE"	"Centros distribuidores de autotransportes "	"Compra y venta de automoviles nuevos con taller mecanico"		"0"	"0"	"19°18'24"""	"0.99°11'11"""	"Av. Insurgentes Sur"	"3195"	"NA"	"Insurgentes Cuicuilco"		"DISTRITO FEDERAL"	"Coyoacan"	"04530"
"ACUKE1903921"	"AUTOMOTORES CUMBRES S.A. DE C.V."	"468211"	"Comercio al por menor de partes y refacciones nuevas para automóviles, camionetas y camiones"	"Otros"	"KE"	"Reparacion y mantenimiento automotriz"	"COMPRA VENTA DE VEHICULOS SERVICIO DE MANTTO. Y VENTA DE REFACCIONES"				"25°43'37.91"""	"100°23'43.40"""	"AV. PASEO DE LOS LEONES"	"3200"		"BOSQUES DE CUMBRES"	"MONTERREY"	"NUEVO LEON"	"Monterrey"	"64360"
"ACV5H1605311"	"ALKEMIN S. DE R.L. DE C.V."	"325190"	"Fabricación de otros productos químicos básicos orgánicos"	"Quimica"	"5H"	"Produccion de acidos organicos"	"PRODUCCIÓN DE ÁCIDOS, BASES Y SALES ORGÁNICAS."				"19°41'44"""	"101°12'44"""	"MARTIN MONGE"	"307"		"NUEVA VALLADOLID"	"MORELIA"	"MICHOACAN"	"Morelia"	"58190"
"ADC940802111"	"ADC DE DELICIAS S. DE R.L. DE C.V."	"334220"	"Fabricación de equipo de transmisión y recepción de señales de radio y televisión, y equipo de comunicación inalámbrico"	"Equipos y articulos electronicos, electricos y domesticos"	"91"	"Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos"	"Fabricación ensamble diseño de productos electromecánicos y electrónicos para telecomunica"		"0"	"0"	28.17263	-105.47056	"Blvd. Fernando Baeza"	"1301"	"Sur"	"Fracc. San Marcos"	"Delicias"	"CHIHUAHUA"	"Delicias"	"33000"
"ADDBB1510411"	"ALCOHOLES DESNATURALIZADOS Y DILUENTES, S.A. DE C.V."	"434222"	"Comercio al por mayor de productos químicos para la industria farmacéutica y para otro uso industrial"	"Otros"	"QB"	"Almacenes de sustancias quimicas"	"COMERCIALIZACION DE PRODUCTOS QUIMICOS"		"0"	"0"	"19°34'11.56"""	"99°10'41.92"""	"Av. San José"	"11"	"18"	"San Juan Ixhuatepec"	"Tlalnepantla de Baz"	"MEXICO"	"Tlalnepantla de Baz"	"54180"
"ADH5G2901511"	"ADHESIVOS, S.A.D E C.V."	"325110"	"Fabricación de petroquímicos básicos del gas natural y del petróleo refinado"	"Petroleo y petroquimica"	"5G"	"Petroquimica basica "	"PETROQUÍMICA BÁSICA (INCLUYE PROCESAMIENTO DE CUALQUIER TIPO DE GAS)."	"PARQUE INDUSTRIAL"			"19°18'6"""	"98°23'00"""	"KM 6.5 CARRETERA TEXMELUCAN TLAXCALA"	"NA"	"NA"	"CORR. IND. IXTACUIXTLA"	"SAN FELIPE IXTACUIXTLA DE MARIANO MATAMOROS"	"TLAXCALA"	"Ixtacuixtla de Mariano Matamoros"	"90120"
"ADM7T2402811"	"ACEROS DM., S. A. DE C. V."	"331510"	"Moldeo por fundición de piezas de hierro y acero"	"Metalurgica (incluye la siderurgica)"	"7T"	"Fundicion  y moldeo de piezas de hierro y acero"	"FUNDICIÓN Y MOLDEO DE PIEZAS DE HIERRO Y ACERO."	"ZONA INDUSTRIAL DE SAN LUIS POTOSÍ"	"0"	"0"	22.10455	-100.91426	"EJE 114"	"415"		"ZONA INDUSTRIAL"	"SAN LUIS POTOSÍ"	"SAN LUIS POTOSI"	"San Luis Potosi"	"78395"
"AEA910500211"	"APARATOS ELECTRICOS DE ACUNA S.A DE C.V"	"335930"	"Fabricación de enchufes, contactos, fusibles y otros accesorios para instalaciones eléctricas"	"Equipos y articulos electronicos, electricos y domesticos"	"91"	"Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos"	"Ensamblado de Diferentes Partes que son Utilizados en la Industria Electrica"	"Parque Industrial Amistad"			"29°20'31"""	"101°0'2"""	"Carretera Presa La Amistad"	"Km. 7"				"COAHUILA"	"Acuna"	"26220"
"AEE8A0901011"	"ACABADOS ELECTROLITICOS ESTELA,S.A. DE C.V."	"332810"	"Recubrimientos y terminados metálicos"	"Quimica"	"8A"	"Galvanoplastia"	"GALVANOPLASTIA (EN PIEZAS METÁLICAS; NO INCLUYE JOYERÍA)."		"0"	"0"	19.37598	-99.20903	"15"	"30A"	"2"	"OLIVAR DEL CONDE"		"DISTRITO FEDERAL"	"Alvaro Obregon"	"01400"
"AEJ9M0803711"	"AUTOELECTRONICA DE JUAREZ S.A DE C.V.  PLANTA I"	"336320"	"Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automotores"	"Equipos y articulos electronicos, electricos y domesticos"	"91"	"Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos"	"Diseño y fabricacion de Productos electricos y electronicos"	"Juarez"	"0"	"0"	31.6913	-106.44813	"Av. de las Industrias"	"4250"		"NA"	"Juarez"	"CHIHUAHUA"	"Jimenez"	"32630"
"AEJ9M0803712"	"AUTOELECTRONICA DE JUÁREZ  S.A DE C.V.PLANTA II"	"336320"	"Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automotores"	"Equipos y articulos electronicos, electricos y domesticos"	"91"	"Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos"	"Diseño y fabricación de productos electricos y electrónicos S.A de C.V."	"Parque Eje vial Juan Gabriel"	"0"	"0"	"31°43'9"""	"106°27'50"""	"Av. Eje vial  Juan Gabriel"	"2150"			"Cd Juarez"	"CHIHUAHUA"	"Juarez"	"32630"
"AEL911501311"	"APPLETON ELECTRIC, S.A. DE C.V."	"335930"	"Fabricación de enchufes, contactos, fusibles y otros accesorios para instalaciones eléctricas"	"Equipos y articulos electronicos, electricos y domesticos"	"91"	"Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos"	"MANUFACTURA, ENSAMBLE Y EMPAQUE DE PRODUCTOS ELECTRICOS"				"19°35'17.05''"	"99°16'15.97"""	"ALFREDO DEL MAZO"	"9"		"ZONA INDUSTRIAL 1 Y 2"	"ATIZAPAN DE ZARAGOZA"	"MEXICO"	"Atizapan de Zaragoza"	"52968"
"AELLM1700411"	"MARIA AURORA ARREDONDO LOPEZ"	"327999"	"Fabricación de otros productos a base de minerales no metálicos"	"Asbesto"	"LM"	"Autopartes para transportes fabricadas con asbesto"	"FABRICACION DE PASTAS PARA EMBRAGUES Y BALATAS"	"PARQUE INDUSTRIAL CUAUTLA"	"0"	"0"	"18°50'21"""	"98°56'35"""	"AVENIDA ALLENDE"	"MZ 1"	"L 23"	"PARQUE INDUSTRIAL CUAUTLA"	"AYALA"	"MORELOS"	"Ayala"	"62700"
