"NRA"	"NOMBRE"	"SCIAN"	"DESCRIPCIÓN SCIAN"	"SECTOR"	"CLAVE
AMBIENTAL"	"SUBSECTOR"	"PRINCIPAL ACTIVIDAD PRODUCTIVA"	"PARQUE INDUSTRIAL"	"COORDENADA 
UTM X"	"COORDENADA 
UTM Y"	"LATITUD 
NORTE"	"LONGITUD 
OESTE"	"CALLE"	"NÚM. EXT"	"NÚM. INT"	"COLONIA"	"LOCALIDAD"	"ESTADO"	"MUNICIPIO"	"C.P."
"ACC9M0801911"	"AUTO CONECTORES DE CHIHUAHUA ELCOM S DE R. L DE  C. V"	336390	"Fabricación de otras partes para vehículos automotrices."	"Automotriz"	"9M"	"Produccion de otras auto partes"	"PRODUCCIÓN DE OTRAS AUTOPARTES (SI INCLUYE PROCESOS TÉRMICOS O DE FUNDICIÓN)."	"PARQUE INDUSTRIAL SUPRA"			"28°3'16"""	"105°41'27"""	"ISHIKAWA"	"1400"		"JUAN GUERECA"	"CHIHUAHUA"	"CHIHUAHUA"	"Chihuahua"	"31170"
"ACE6E2603011"	"Alambrados y Circuitos Eléctricos S.A. de C.V."	326199	"Fabricación de otros productos de plástico sin reforzamiento."	"Articulos y productos plasticos"	"6E"	"Fabricacion de productos y articulos de plastico"	"Inyección de Plástico para moldeo"	"Parque Industrial Dynatech Sur"			"28°59'27"""	"110°54'16"""	"Boulevard Fusión esq. Ave. Mercury"	"120"		"Parque Industrial"	"Hermosillo"	"SONORA"	"Hermosillo"	"83297"
"ACE7F1104411"	"ArcelorMittal Celaya S.A. de C.V."	331111	"Complejos siderúrgicos."	"Metalurgica (incluye la siderurgica)"	"7F"	"Laminacion primaria de hierro y acero"	"Metal mecanica"				"20°30'57"""	"100°54'45"""	"carretera panamericana tramo Celaya-sala"	"km. 7.5"		"rancho el chinaco"	"Villagran"	"GUANAJUATO"	"Villagran"	"38110"
"ACE7T2201611"	"Acerlan S.A. de C.V."	331510	"Moldeo por fundición de piezas de hierro y acero."	"Metalurgica (incluye la siderurgica)"	"7T"	"Fundicion  y moldeo de piezas de hierro y acero"	"FUNDICIÓN Y MOLDEO DE PIEZAS DE HIERRO Y ACERO."	"Zona Industrial Valle de Oro"			"20°25'12"""	"99°58'51"""	"Camino a San Pedro Ahuacatlán"	"3"		"Zona Industrial Valle de Oro"		"QUERETARO"	"San Juan del Rio"	"76802"
"ACG8A0900611"	"ANODIZADOS DE CALIDAD GBL S.A. DE C.V."	332810	"Recubrimientos y terminados metálicos."	"Quimica"	"8A"	"Galvanoplastia"	"GALVANOPLASTIA (EN PIEZAS METÁLICAS; NO INCLUYE JOYERÍA)."	"FRACC. IND. GRANJAS MÉXICO"			"19°24'5"""	"99°6'32"""	"CENTENO"	"430"		"GRANJAS MÉXICO"		"DISTRITO FEDERAL"	"Iztacalco"	"08400"
"ACI3L1509511"	"AMB ACCION CARRIZAL INDUSTRIAL PARK S DE R.L DE C.V"	493120	"Almacenamiento con refrigeración."	"Alimenticio y/o de consumo humano"	"QD"	"Almacenes de productos congelados y en refrigeracion"	"BODEGA DE ALMACEDNAMIENTO DE PRODUCTOS PERECEDEROS Y NO PERECEDEROS"				"19°42'46"""	"99°11'56"""	"CIRCUNVALACIÓN"	"20"		"BARRIO TEXCACOA"		"MEXICO"	"Tepotzotlan"	"54605"
"ACM3L1100711"	"AVON COSMETICS  MANUFACTURING S. DE R.L. DE C.V."	325620	"Fabricación de cosméticos, perfumes y otras preparaciones de tocador."	"Quimica"	"N6"	"Produccion de perfumes, cosmeticos y similares a base de mezclas"	"FABRICACIÓN DE PERFUMERÍA Y COSMÉTICOS"				"20°29'5"""	"100°47'59"""	"GUERREO"	"149"		"RANCHO SECO"	"CELAYA"	"GUANAJUATO"	"Celaya"	"38090"
"ACM690900511"	"ASHLAND CHEMICAL DE MEXICO S.A DE D.C.V."	325999	"Fabricación de otros productos químicos."	"Quimica"	"MB"	"Produccion de substancias quimicas a partir de mezclas"	"FABRICACION DE ADITIVOS PARA PAPEL A PARTIR DE MEZCLAS CON Y SIN REACCION QUIMICA."				"19°28'43"""	"99°7'71"""	"Sara"	"4553"		"Guadalupe Tepeyac"		"DISTRITO FEDERAL"	"Gustavo A. Madero"	"07840"
"ACO5W1510411"	"ASTRO COMERCIAL S.A. DE C.V."	325610	"Fabricación de jabones, limpiadores y dentífricos."	"Quimica"	"5W"	"Produccion de jabones y detergentes"	"PRODUCCIÓN DE JABONES Y DETERGENTES (SÓLO SI SE PRODUCEN LAS SUSTANCIAS BÁSICAS; INCLUYE O"				"19°31'33"""	"99°12'38"""	"PROLONGACION GALEANA"	"273"		"MIGUEL HIDALGO"		"MEXICO"	"Tlalnepantla de Baz"	"54460"
"ACO7F1510411"	"ACEROS CORSA S.A. DE C.V."	331111	"Complejos siderúrgicos."	"Metalurgica (incluye la siderurgica)"	"7F"	"Laminacion primaria de hierro y acero"	"LAMINACIÓN PRIMARIA DE HIERRO Y ACERO (INCLUYE FERROALEACIONES, ACEROS COMUNES Y ESPECIALE"	"FRACCIONAMIENTO INDUSTRIAL LA PRESA"			"19°31'14"""	"100°7'26"""	"AV. DE LA PRESA"	"2"		"FRACC. INDUSTRIAL LA PRESA"		"MEXICO"	"Tlalnepantla de Baz"	"54187"
"ACOM92007911"	"COMPAÑIA ABASTECEDORA DE COMBUSTIBLE, S.A. DE C.V. PLANTA SALINA CRUZ"	434230	"Comercio al por mayor de combustibles de uso industrial."	"Petroleo y petroquimica"	"M9"	"Almacenamiento y distribucion de productos derivados del petroleo"	"COMPRA VENTA ALMACENAMIENTO Y DISTRIBUCIÓN DE COMBUSTIBLES"	"API-Salina Cruz"			"16°10'6"""	"95°11'30"""	"Calle Norte Zona Industrial Pesquera"	"sin numero"		"Cantarranas"	"Salina Cruz"	"OAXACA"	"Salina Cruz"	"70690"
"ACT7X0200311"	"ACABADOS DE CALIDAD TECATE S.A. DE C.V."	332999	"Fabricación de otros productos metálicos."	"Articulos y productos metalicos"	"7X"	"Fabricacion de articulos y productos metalicos"	"ACABADOS METALICOS PARTA CERRADURAS, ACCESORIOS DE BAÑOS/REGADERAS"	"NO ESPECIFICO"			"32°33'15"""	"116°37'26"""	"Km 3 CARRETERA TECATE ENSENADA"	"NA"		"Maclovio Herrera"	"TECATE"	"BAJA CALIFORNIA"	"Tecate"	"21490"
"ACUEE1901911"	"AUTO CAMIONES UNIVERSIDAD SA DE CV"	468112	"Comercio al por menor de automóviles y camionetas usados."	"Otros"	"EE"	"Centros distribuidores de autotransportes"	"REPARACION DE VEHICULOS AUTOMOTORES"				"25°38'30"""	"100°19'32"""	"MARIA IZQUIERDO"	"519"		"VALLE ORIENTE"	"SAN PEDRO GARZA GARCIA"	"NUEVO LEON"	"San Pedro Garza Garcia"	"66220"
"ACUKE1903911"	"AUTOPOLIS CUMBRES S.A. DE C.V."	811111	"Reparación mecánica en general de automóviles y camiones."	"Otros"	"KE"	"Reparacion y mantenimiento automotriz"	"COMPRA VENTA DE VEHICULOS NUEVOS Y SEMINUEVOS SERVICIO DE MTTO. AUTOMOTRIZ Y REFACCIONES"				"25°43'44"""	"100°22'35"""	"PASEO DE LOS TRINFADORES"	"3231"		"CUMBRES 8avo. SECTOR"	"MONTERREY"	"NUEVO LEON"	"Monterrey"	"64610"
"ACUKE1903921"	"AUTOMOTORES CUMBRES S.A. DE C.V."	811111	"Reparación mecánica en general de automóviles y camiones."	"Otros"	"KE"	"Reparacion y mantenimiento automotriz"	"COMPRA VENTA DE VEHICULOS SERVICIO DE MANTTO. Y VENTA DE REFACCIONES"				"25°43'37"""	"100°23'43"""	"AV. PASEO DE LOS LEONES"	"3200"		"BOSQUES DE CUMBRES"	"MONTERREY"	"NUEVO LEON"	"Monterrey"	"64360"
"ACUKE1904611"	"AUTO CAMIONES UNIVERSIDAD, S.A. DE C.V."	811111	"Reparación mecánica en general de automóviles y camiones."	"Otros"	"KE"	"Reparacion y mantenimiento automotriz"	"REPARACION DE VEHICULOS AUTOMOTORES"				"25°43'23"""	"100°18'26"""	"AV. ALFONSO REYES"	"1000"		"CUAUHTEMOC"	"SAN NICOLAS DE LOS GARZA"	"NUEVO LEON"	"San Nicolas de los Garza"	"66400"
"ACV5H1605311"	"ALKEMIN S. DE R.L. DE C.V."	325190	"Fabricación de otros productos químicos básicos orgánicos."	"Quimica"	"5H"	"Produccion de acidos organicos"	"PRODUCCIÓN DE ÁCIDOS, BASES Y SALES ORGÁNICAS."				"19°41'48"""	"101°12'46"""	"MARTIN MONGE"	"307"		"NUEVA VALLADOLID"	"MORELIA"	"MICHOACAN"	"Morelia"	"58190"
"ADE5P1901611"	"AGROFORMULADORA DELTA S.A. DE C.V."	325320	"Fabricación de pesticidas y otros agroquímicos, excepto fertilizantes."	"Quimica"	"5P"	"Produccion de plaguicidas y otros quimicos agricolas"	"PRODUCCIÓN DE PLAGUICIDAS Y OTROS QUÍMICOS AGRÍCOLAS (INCLUYE PRODUCTOS ORGÁNICOS E INORGÁ"	"PARQUE INDUSTRIAL DR. GONZALEZ"			"25°51'19"""	"99°57'13"""	"AV. PARQUE INDUSTRIAL S/N"	"NUN 3"	"NUM 3"	"P.  IND. DR. GONZALEZ"		"NUEVO LEON"	"Dr. Gonzalez"	"66600"
"ADH5G2901511"	"ADHESIVOS, S.A.D E C.V."	325110	"Fabricación de petroquímicos básicos del gas natural y del petróleo refinado."	"Petroleo y petroquimica"	"5G"	"Petroquimica basica"	"PETROQUÍMICA BÁSICA (INCLUYE PROCESAMIENTO DE CUALQUIER TIPO DE GAS)."	"PARQUE INDUSTRIAL"			"19°18'39"""	"98°23'38"""	"KM 6.5 CARRETERA TEXMELUCAN TLAXCALA"	"NA"	"NA"	"CORR. IND. IXTACUIXTLA"	"SAN FELIPE IXTACUIXTLA DE MARIANO MATAMOROS"	"TLAXCALA"	"Ixtacuixtla de Mariano Matamoros"	"90120"
"ADM7T2402821"	"ACEROS DM., S. A. DE C. V."	331510	"Moldeo por fundición de piezas de hierro y acero."	"Metalurgica (incluye la siderurgica)"	"7T"	"Fundicion  y moldeo de piezas de hierro y acero"	"FUNDICIÓN Y MOLDEO DE PIEZAS DE HIERRO Y ACERO."	"ZONA INDUSTRIAL DE SAN LUIS POTOSÍ"			"22°6'17"""	"100°55'7"""	"EJE 114"	"415"		"ZONA INDUSTRIAL"	"SAN LUIS POTOSÍ"	"SAN LUIS POTOSI"	"San Luis Potosi"	"78395"
"AEA910500211"	"Aparatos Electricos de Acuna S.A de C.V"	335999	"Fabricación de otros productos eléctricos."	"Equipos y articulos electronicos, electricos y domesticos"	"91"	"Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos"	"Ensamblado de Diferentes Partes que son Utilizados en la Industria Electrica"	"Parque Industrial Amistad"			"29°20'31"""	"101°2'2"""	"Carretera Presa La Amistad Km 7"	"Km 7"				"COAHUILA"	"Acuna"	"26220"
"AEE8A0901011"	"ACABADOS ELECTROLITICOS ESTELA,S.A. DE C.V."	332810	"Recubrimientos y terminados metálicos."	"Quimica"	"8A"	"Galvanoplastia"	"GALVANOPLASTIA (EN PIEZAS METÁLICAS; NO INCLUYE JOYERÍA)."				"19°22'32"""	"99°12'33"""	"15"	"30A"	"2"	"OLIVAR DEL CONDE"		"DISTRITO FEDERAL"	"Alvaro Obregon"	"01400"
"AEI6D0803711"	"ANSELL EDMONT INDUSTRIAL INC. DE MEXICO S.A. DE C.V."	326290	"Fabricación de otros productos de hule."	"Quimica"	"6D"	"Fabricacion de articulos y productos de hule"	"ENSAMBLE / MANUFACTURA / PRODUCCION DE TODA CLASE DE GUANTES Y RECUBRIMIENTOS DE HULE"	"PARQUE INDUSTRIAL A. J. BERMUDEZ"			"31°44'6"""	"106°28'42"""	"AVE. ANTONIO J. BERMUDEZ"	"1050"		"ANTONIO J BERMUDEZ"	"CD JUAREZ"	"CHIHUAHUA"	"Juarez"	"32470"
"AEL911501311"	"APPLETON ELECTRIC, S.A. DE C.V."	335999	"Fabricación de otros productos eléctricos."	"Equipos y articulos electronicos, electricos y domesticos"	"91"	"Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos"	"MANUFACTURA, ENSAMBLE Y EMPAQUE DE PRODUCTOS ELECTRICOS"				"19°33'0"""	"99°14'0"""	"ALFREDO DEL MAZO"	"9"		"ZONA INDUSTRIAL 1 Y 2"	"ATIZAPAN DE ZARAGOZA"	"MEXICO"	"Atizapan de Zaragoza"	"52968"
"AEM972803211"	"ALCOM ELECTRONICOS DE MEXICO S.A. DE C.V."	336320	"Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automotores."	"Equipos y articulos electronicos, electricos y domesticos"	"91"	"Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos"	"PRODUCCION DE EQUIPO ELECTRONICO Y ELECTRICO DE USO AUTOMOTRIZ"	"PARQUE INDUSTRIAL DEL NORTE"			"26°2'27"""	"98°21'56"""	"AVENIDA INDUSTRIAL DEL NORTE"	"LOTE 51"		"PARQUE INDUSTRIAL DEL NORTE"	"REYNOSA"	"TAMAULIPAS"	"Reynosa"	"88740"
"AEMSP0805111"	"AGNICO EAGLE MEXICO SA DE CV"	212221	"Minería de oro."	"Metalurgica (incluye la siderurgica)"	"12"	"Mineria de oro"	"EXPLORACION Y BENEFICIO DE MINERALES"	"PINOS ALTOS"			"28°16'24"""	"108°17'56"""	"CONOCIDO"	"SN"			"PINOS ALTOS"	"CHIHUAHUA"	"Ocampo"	"33321"
"AEN6A1900911"	"Asfaltos Energex, S. A. de C. V."	434230	"Comercio al por mayor de combustibles de uso industrial."	"Petroleo y petroquimica"	"6A"	"Produccion de asfalto y sus mezclas para pavimentacion"	"Reciclado de aceite usado y Distribución de derivados del petroleo"	"Zona Industrial y Comercial"			"25°34'40"""	"100°1'42"""	"Libramiento Martinez Dominguez"	"Km 0.5"		"N. A."	"Cadereyta Jimenez"	"NUEVO LEON"	"Cadereyta Jimenez"	"67450"
"AEO8A0901011"	"ACABADOS ELECTROLITICOS OLIVAR,S.A. DE C.V."	332810	"Recubrimientos y terminados metálicos."	"Quimica"	"8A"	"Galvanoplastia"	"GALVANOPLASTIA (EN PIEZAS METÁLICAS; NO INCLUYE JOYERÍA)."				"19°22'33"""	"99°12'31"""	"14"	"30 A"	"5"	"OLIVAR DDEL CONDE"		"DISTRITO FEDERAL"	"Alvaro Obregon"	"01400"
"AEP7T1306311"	"MARTIN ARREGUIN PACHECO"	331510	"Moldeo por fundición de piezas de hierro y acero."	"Metalurgica (incluye la siderurgica)"	"7T"	"Fundicion  y moldeo de piezas de hierro y acero"	"FUNDICION DE PIEZAS DE HIERRO COLADO"	"MIXTO"			"19°57'36"""	"99°16'99"""	"CARRETERA CONEJOS Y O MELCHOR"	"SN"	"SN"	"CONEJOS"	"HIDALGO"	"HIDALGO"	"Tepeji del Rio de Ocampo"	"42870"
"AEQME2802211"	"AGROQUIMICOS Y EQUIPOS S.A DE C.V"	325190	"Fabricación de otros productos químicos básicos orgánicos."	"Quimica"	"ME"	"Produccion de materias primas para fabricar plaguicidas"	"FORMULACION Y ELABORACION DE PRODUCTOS AGROQUIMICOS"	"CIUDAD INDUSTRIAL CIMA"			"25°50'9"""	"97°26'15"""	"NORTE 5 ESQ. AV. JOSE DE ESCANDON"	"SN"		"CIUDAD INDUSTRIAL"	"H. MATAMOROS"	"TAMAULIPAS"	"Matamoros"	"87499"
"AER5V1505111"	"AEROBAL SA DE CV"	325190	"Fabricación de otros productos químicos básicos orgánicos."	"Quimica"	"5V"	"Produccion de materias primas para perfumes y cosmeticos"	"PRODUCCIÓN DE MATERIAS PRIMAS PARA PERFUMES Y COSMÉTICOS."	"PARQUE INDUSTRIAL LERMA"			"19°18'6"""	"99°31'32"""	"AV. SAN RAFAEL"	"12"		"INDUSTRIAL LERMA"	"ESTADO DE MEXICO"	"MEXICO"	"Toluca"	"52000"
"AERM62700411"	"AMBIENTAL Y ENERGIA RACIONAL, S.A. DE C.V."	562111	"Manejo de residuos peligrosos y servicios de remediación a zonas dañadas por materiales o residuos peligrosos."	"Tratamiento de residuos peligrosos"	"M1"	"Otros tratamientos a residuos peligrosos"	"CENTROS INTEGRALES DE MANEJO DE RESIDUOS PELIGROSOS."	"CARRETERA VILLAHERMOSA-TEAPA KM 25"			"17°48'32"""	"92°59'8"""	"RANCHERIA ALVARADO 2DA SECCION"	"ND"		"ND"	"VILLAHERMOSA"	"TABASCO"	"Centro"	"86280"
"AES641510611"	"ACEITES ESPECIALES S.A. DE C.V."	325999	"Fabricación de otros productos químicos."	"Quimica"	"64"	"Produccion de aceites esenciales"	"FABRICACIÓN DE ACEITE VEGETAL PARA USO INDUSTRIAL"	"ZONA INDUSTRIAL"			"19°17'27"""	"99°37'25"""	"INDEPENDENCIA  ORIENTE"	"1700"		"ZONA INDUSTRIAL TOLUCA"	"TOLUCA"	"MEXICO"	"Toluca"	"50070"
