"NRA"	"NOMBRE"	"SCIAN"	"DESCRIPCIÓN SCIAN"	"SECTOR"	"CLAVE
AMBIENTAL"	"SUBSECTOR"	"PRINCIPAL ACTIVIDAD PRODUCTIVA"	"PARQUE INDUSTRIAL"	"COORDENADA
UTM X"	"COORDENADA
UTM Y"	"LATITUD NORTE"	"LONGITUD 
OESTE"	"CALLE"	"NÚM. EXT"	"NÚM. INT"	"COLONIA"	"LOCALIDAD"	"ESTADO"	"MUNICIPIO"	"C.P."
"AAZEE0900211"	"ANGAR AZCAPOTZALCO S.A. DE C.V.,ANGAR AZCAPOTZALCO"	"468111"	"Comercio al por menor de automóviles y camionetas nuevos"	"Otros"	"9G"	"Produccion de automoviles, camiones, tractocamiones y similares"	"VENTA DE AUTOMÓVILES Y TALLER AUTOMOTRIZ"		"481717.006"	"2154350.8162"	"19°29'1"""	"99°10'27"""	"Calle AV. DE LAS GRANJAS"	"NO.473 "	" "	"Colonia BARRIO JAGUEY"	"AZCAPOTZALCO"	"DISTRITO FEDERAL"	"Azcapotzalco"	"02530"
"ABA1V0200411"	"ARTESANIAS BAJA S. DE R.L. DE C.V,"	"332999"	"Fabricación de otros productos metálicos"	"Equipos y articulos electronicos, electricos y domesticos"	"91"	"Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos"	"Manufactura y ensamble de lámparas de ornato de base cristal y metal."		"502927.6403"	"3598637.5362"	"32°31'30"""	"116°58'7"""	"Calle BLVD. UNIVERSIDAD"	"#12965 "	" "	"Colonia PARQ. IND. INT. TIJ."	"TIJUANA"	"BAJA CALIFORNIA"	"Tijuana"	"22390"
"ABA1605200103"	"AGROINDUSTRIAS DEL BALSAS S.A. DE C.V.,AGROINDUSTRIAS DEL BALSAS, S.A. DE C.V."	"325310"	"Fabricación de fertilizantes"	"Quimica"	"5N"	"Produccion de fertilizantes quimicos"	"PRODUCCIÓN DE FERTILIZANTES QUIMICOS"	"CENTRO"	"799017.2929"	"1983869.6107"	"17°55'20"""	"102°10'39"""	"Calle Sin Numero"	"SIN NUMERO "	"SIN NUMERO "		"CIUDAD LAZARO CARDENAS"	"MICHOACAN"	"Lazaro Cardenas"	"60950"
"ABA621000711"	"AUSTIN BACIS S.A. DE C.V.,AUSTIN BACIS"	"325920"	"Fabricación de explosivos"	"Quimica"	"62"	"Produccion de explosivos"	"FABRICACION DE EXPLOSIVOS"		"635820.9142"	"2845202.2087"	"25°43'6"""	"103°38'46"""	"Camino DOM. CONOCIDO, DINAMITA"	"SN "	" "	"Ejido DINAMITA"	"GOMEZ PALACIO"	"DURANGO"	"Gomez Palacio"	"35100"
"ABCHM0900411"	"THE AMERICAN BRITISH COWDRAY MEDICAL CENTER I.A.P.,CENTRO MÉDICO ABC"	"622311"	"Hospitales del sector privado de otras especialidades médicas"	"Servicios de salud y de asistencia"	"HM"	"Hospitales"	"Servicios médicos y hospitalarios"		"470268.7949"	"2140333.0675"	"19°21'24"""	"99°16'59"""	"Calle CARLOS GRAEF FERANDEZ"	"154 "	" "	"Colonia TLAXALA SANTA FE"	"CUAJIMALPA DE MORELOS"	"DISTRITO FEDERAL"	"Cuajimalpa de Morelos"	"05300"
"ABCHM0901021"	"THE AMERICAN BRITISH COWDRAY MEDICAL CENTER I.A.P.,CENTRO MÉDICO ABC"	"622111"	"Hospitales generales del sector privado"	"Servicios de salud y de asistencia"	"HM"	"Hospitales"	"Servicios médicos y hospitalarios"		"478549.0421"	"2145130.6186"	"19°24'0"""	"99°12'15"""	"Calle SUR  136"	"116 "	" "	"Colonia LAS AMERICAS"	"ALVARO OBREGON"	"DISTRITO FEDERAL"	"Alvaro Obregon"	"01120"
"ABC8A0200411"	"ALUMINIO DE BAJA CALIFORNIA SA DE CV,"	"331310"	"Industria básica del aluminio"	"Quimica"	"QU"	"Anodizado de aluminio"	"INDUSTRIA DEL ALUMINIO"		"496845.0006"	"3588081.4224"	"32°25'47"""	"117°2'0"""	"Calle MONFERRATO"	"6701 "	" "	"Colonia SAN ANTONIO DE LOS BUENOS"	"PORTICOS DE SAN ANTONIO"	"BAJA CALIFORNIA"	"Tijuana"	"22563"
"ABI5J1100511"	"ALCOSA BIOTEC SA DE CV,"	"325130"	"Fabricación de pigmentos y colorantes sintéticos"	"Quimica"	"5J"	"Produccion de colorantes y pigmentos"	"PRODUCCIÓN DE PIGMENTOS Y COLORANTES "	"APASEO EL GRANDE GUANAJUATO "	"319004.7963"	"2272758.5099"	"20°32'42"""	"100°44'10"""	"Carretera Autopista 45"	"KM.36 "	" "		"APASEO EL GRANDE"	"GUANAJUATO"	"Apaseo el Grande"	"38180"
"ABI861900611"	"ABINSA SA DE CV,ABINSA S.A DE C.V. AB STEEL PLANTA PUEBLO NUEVO"	"331220"	"Fabricación de otros productos de hierro y acero"	"Articulos y productos metalicos"	"7I"	"Laminacion secundaria de hierro y acero"	"FABRICACIÓN DE OTROS PRODUCTOS DE HIERRO Y ACERO DE MATERIAL COMPRADO"	"PARQUE INDUSTRIAL MONTERREY"	"384165.297"	"2850372.0293"	"25°46'0"""	"100°9'18"""	"Calle SEPTIMA AVENIDA"	"150 "	" "		"CIUDAD APODACA"	"NUEVO LEON"	"Apodaca"	"66603"
"ABL1902600106"	"ACUITY BRANDS LIGHTING DE MEXICO S DE RL DE CV,ACUITY BRANDS LIGHTING DE MÉXICO, S. DE R.L. DE C.V."	"335110"	"Fabricación de focos"	"Equipos y articulos electronicos, electricos y domesticos"	"92"	"Produccion de focos y tubos de iluminacion"	"ENSAMBLE Y PINTURA DE COMPONENTES Y SISSTEMAS DE ILUMINACIÓN"	"PARQUE KALOS DE GUADALUPE"	"384151.6988"	"2839210.2649"	"25°39'57"""	"100°9'15"""	"Calle URANIO"	"704 "	" "		"LAS ESCOBAS"	"NUEVO LEON"	"Guadalupe"	"67205"
"ABPMC1000711"	"ADM BIO PRODUCTOS, S.A. DE C.V.,ADM BIO PRODUCTOS, S.A DE C.V."	"311110"	"Elaboración de alimentos para animales"	"Quimica"	"MC"	"Fabricacion de aceites y grasas alimenticias"	"PRODUCCION DE ACEITE Y GRASAS VEGETALES"		"652397.6267"	"2827132.419"	"25°33'13"""	"103°28'58"""	"Boulevard BLVD. MIGUEL ALEMAN"	"SN KM 11.40"	" "	"Ciudad ZONA CENTRO"	"GOMEZ PALACIO"	"DURANGO"	"Gomez Palacio"	"35000"
"ABS7T0503011"	"ALUMINIO Y BRONCES DE SALTILLO, S.A. DE C.V.,"	"331520"	"Moldeo por fundición de piezas metálicas no ferrosas"	"Metalurgica (incluye la siderurgica)"	"ND"	"Fundicion  y moldeo de piezas de metales no ferrosos"	"MOLDEO POR FUNDICION DE PIEZAS NO FERROSAS"		"299131.8522"	"2818063.5761"	"25°27'57"""	"100°59'52"""	"Calle PRIMERA"	"1000 "	" "	"Colonia NAZARIO S ORTIZ GARZA"	"SALTILLO"	"COAHUILA"	"Saltillo"	"25100"
"ACABF2102111"	"AB CALSA S.A. DE C.V.,"	"311992"	"Elaboración de levadura"	"Alimenticio y/o de consumo humano"	"2A"	"Panaderias"	"PRODUCCIÓN DE LEVADURA PARA PANIFICACIÓN"		"547151.5808"	"2050450.2697"	"18°32'39"""	"98°33'11"""	"Carretera  CARR. FEDERAL IZUCAR -ATENCINGO "	"S/N "	" "	"Colonia ATZALA"	"ATZALA"	"PUEBLA"	"Atzala"	"74590"
"ACAKE1700711"	"AUTO CAM, S.A. DE C.V.,AUTO CAM"	"468111"	"Comercio al por menor de automóviles y camionetas nuevos"	"Otros"	"EE"	"Centros distribuidores de autotransportes "	"VENTA DE VEHICULOS, Y CAMIONETAS NUEVOS"		"480184.6392"	"2091793.5837"	"18°55'5"""	"99°11'17"""	"Calle PASEO CUAUHNAHUAC"	"818 "	" "	"Colonia BUGAMBILIAS"	"CUERNAVACA"	"MORELOS"	"Cuernavaca"	"62468"
"ACAKE1903911"	"AUTOMOVILES Y CAMIONES, S.A. DE C.V.,"	"811111"	"Reparación mecánica en general de automóviles y camiones"	"Otros"	"EE"	"Centros distribuidores de autotransportes "	"VENTA DE AUTOMOVILES Y REFACCIONES Y SERVICIO DE MANTTO. AUTOMOTRIZ"		"368207.251"	"2844010.8106"	"25°42'29"""	"100°18'48"""	"Calle ALFONSO  REYES"	"3635 "	" "	"Colonia DEL NORTE"	"MONTERREY"	"NUEVO LEON"	"Monterrey"	"64500"
"ACARP2300511"	"AEROPUERTO DE CANCUN SA DE CV,AEROPUERTO DE CANCUN SA DE CV"	"488112"	"Administración de aeropuertos y helipuertos"	"Otros"	"L7"	"Servicios de administracion de aeropuertos y helipuertos"	"ADMINISTRACIÓN DE AEROPUERTOS Y HELIPUERTOS"		"513223.3439"	"2326600.0324"	"21°2'24"""	"86°52'21"""	"Carretera  CANCUN CHETUMAL"	"KM 22 "	" "	"Colonia AEROPUERTO CANCUN (INTERNACIONAL DE CANCUN)"	"CANCUN"	"QUINTANA ROO"	"Benito Juarez"	"77569"
"ACAS73005311"	"AB CALSA S.A. DE C.V.,"	"311811"	"Panificación industrial"	"Alimenticio y/o de consumo humano"	"2A"	"Panaderias"	"PRODUCCIÓN DE LEVADURA PARA PANIFICACIÓN"		"757728.3899"	"2074201.9749"	"18°44'36"""	"96°33'20"""	"Carretera  LA TINAJA-CORDOBA"	"KM 49 "	" "	"Rancho El limón"	"CUITLAHUAC"	"VERACRUZ"	"Cuitlahuac"	"94910"
"ACA0900200355"	"ALDEN CAMIONES, S.A. DE C.V.,ISUZU VALLEJO"	"811111"	"Reparación mecánica en general de automóviles y camiones"	"Otros"	"KE"	"Reparacion y mantenimiento automotriz"	"Comercio al por menor de automóviles y servicio de mantenimiento automotriz"		"483008.5498"	"2155522.1366"	"19°29'39"""	"99°9'42"""	"Calle Poniente 134"	"660 "	" "	"Colonia Industrial Vallejo"	"AZCAPOTZALCO"	"DISTRITO FEDERAL"	"Azcapotzalco"	"02300"
"ACA2300500033"	"MAYA MOTRIZ, S.A DE C.V,NISSAN COLOSIO, CANCUN"	"468111"	"Comercio al por menor de automóviles y camionetas nuevos"	"Automotriz"	"9G"	"Produccion de automoviles, camiones, tractocamiones y similares"	"Comercio de automoviles y camionetas nuevas, mantenimiento , refaccciones "		"516628.5616"	"2334117.9359"	"21°6'29"""	"86°50'23"""	"Boulevard LUIS DONALDO COLOSIO, LOTE 1 MZA 5 SUPERMANZANA 310"	"SMZA 310 MZA 5 LOTE 1 "	" "	"Supermanzana SUPERMANZANA 310"	"CANCUN"	"QUINTANA ROO"	"Benito Juarez"	"77500"
"ACA3105000082"	"MAYA MOTRIZ, S.A DE C.V,NISSAN CIRCUITO"	"468111"	"Comercio al por menor de automóviles y camionetas nuevos"	"Otros"	"KE"	"Reparacion y mantenimiento automotriz"	"Compra-Venta de vehículos nuevos, mantenimiento y refacciones"		"226896.3504"	"2324151.776"	"20°59'52"""	"89°37'37"""	"Avenida CIRCUITO COLONIAS "	"S/N "	" "	"Fraccionamiento PEDREGALES DE TANLUM"	"MERIDA"	"YUCATAN"	"Merida"	"97210"
"ACA3105000083"	"MAYA MOTRIZ, S.A DE C.V,NISSAN ALTABRISA"	"468111"	"Comercio al por menor de automóviles y camionetas nuevos"	"Otros"	"KE"	"Reparacion y mantenimiento automotriz"	"COMPRA Y VENTA DE AUTOMÓVILES Y SERVICIO AUTOMOTRIZ"		"232145.8161"	"2326867.7762"	"21°1'23"""	"89°34'37"""	"Calle 7 POR 18 Y 20"	"411 "	" "	"Fraccionamiento ALTABRISA"	"MERIDA"	"YUCATAN"	"Merida"	"97130"
"ACA8A1502411"	"ACEROS CAMESA, S.A. DE C.V.,"	"332610"	"Fabricación de alambre, productos de alambre y resortes"	"Quimica"	"7F"	"Laminacion primaria de hierro y acero"	"PRODUCCIÓN DE ALAMBRE Y CABLE"		"480818.0088"	"2173184.2009"	"19°39'13"""	"99°10'58"""	"Calle KM. 17.5 CARR. TLALNEPANTLA-CUAUTITLAN"	"S/N "	" "	"Colonia EL PILAR"	"CUAUTITLAN"	"MEXICO"	"Cuautitlan"	"54879"
"ACA910900511"	"ACEROS CAMESA, S.A. DE C.V.,CAMESA"	"332610"	"Fabricación de alambre, productos de alambre y resortes"	"Metalurgica (incluye la siderurgica)"	"7F"	"Laminacion primaria de hierro y acero"	"Fabricación de alambre, productos de alambre y resortes"		"483907.8116"	"2157014.421"	"19°30'27"""	"99°9'12"""	"Calle AV. MARGARITA MAZA DE JUAREZ"	"159 "	" "	"Colonia NUEVA INDUSTRIAL VALLEJO"	"GUSTAVO A. MADERO"	"DISTRITO FEDERAL"	"Gustavo A. Madero"	"07700"
"ACE6S2901711"	"ALPHA CERAMICA S.A.P.I DE C.V.,ALPHA CERAMICA, S.A.P.I. DE C.V."	"327112"	"Fabricación de muebles de baño"	"Cemento y Cal"	"6S"	"Produccion de muebles ceramicos"	"FABRICACION DE MUEBLES PARA BAÑO"		"585854.6461"	"2121310.4465"	"19°10'59"""	"98°11'0"""	"Calle KM.14.8 CARRETERA VIA CORTA PUEBLA SANTA"	"S/N "	" "	"Colonia CORREDOR INDUSTRIAL MALINTZI"	"MAZATECOCHCO"	"TLAXCALA"	"Mazatecochco de Jose Maria Morelos"	"90870"
"ACE7F1104411"	"ARCELORMITTAL CELAYA SA DE CV,ARCELORMITTAL CELAYA ACEROS LARGOS"	"212210"	"Minería de hierro"	"Metalurgica (incluye la siderurgica)"	"7I"	"Laminacion secundaria de hierro y acero"	"LAMINACIÓN PRIMARIA DE HIERRO Y ACERO (INCLUYE FERROALEACIONES, ACEROS COMUNES Y ESPECIALE"		"300061.2499"	"2270058.2836"	"20°31'7"""	"100°55'2"""	"Calle CARRET.PANAMERICANA KM.7.5"	"S/N "	" "	"Colonia RANCHO EL CHINACO"	"VILLAGRAN"	"GUANAJUATO"	"Villagran"	"38260"
"ACE7T2201611"	"ACERLAN MATRIX METALS S.A. DE C.V.,ACERLAN MATRIX METALS S.A. DE C.V."	"331510"	"Moldeo por fundición de piezas de hierro y acero"	"Metalurgica (incluye la siderurgica)"	"7T"	"Fundicion  y moldeo de piezas de hierro y acero"	"FUNDICION Y MOLDEO DE PIEZAS DE HIERRO Y ACERO"	"Valle de Oro"	"397704.4675"	"2258374.7802"	"20°25'15"""	"99°58'49"""	"Calle CAMINO A SAN PEDRO AHUACATLAN"	"3 "	" "		"SAN JUAN DEL RIO"	"QUERETARO"	"San Juan del Rio"	"76803"
"ACE8V2500111"	"ALAMBRADOS Y CIRCUITOS ELÉCTRICOS, S. DE R.L. DE C.V., PLANTA VII"	"336320"	"Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automotores"	"Equipos y articulos electronicos, electricos y domesticos"	"9M"	"Produccion de otras auto partes"	"Fabricación de arneses automotrices"	"Raúl Romanillo"	"701835.0965"	"2852299.5783"	"25°46'29"""	"108°59'14"""	"Boulevard Macario Gaxiola"	"1001 Sur"	" "		"LOS MOCHIS"	"SINALOA"	"Ahome"	"81285"
"ACIRP0801911"	"AEROPUERTO DE CHIHUAHUA S.A DE C.V,AEROPUERTO DE CHIHUAHUA"	"488112"	"Administración de aeropuertos y helipuertos"	"Otros"	"L7"	"Servicios de administracion de aeropuertos y helipuertos"	"Administración de Aeropuertos y Helipuertos "		"405924.9234"	"3175401.9614"	"28°42'8"""	"105°57'47"""	"Boulevard JUAN PABLO II KM. 14"	"S/N "	" "	"Colonia AEROPUERTO"	"CHIHUAHUA"	"CHIHUAHUA"	"Chihuahua"	"31390"
"ACJL70803711"	"AEROPUERTO DE CIUDAD JUÁREZ S.A. DE C.V.,AEROPUERTO INTERNACIONAL ABRAHAM GONZALEZ"	"481111"	"Transporte aéreo regular en líneas aéreas nacionales"	"Otros"	"L7"	"Servicios de administracion de aeropuertos y helipuertos"	"Administración de aeropuertos"		"363850.6641"	"3501098.719"	"31°38'13"""	"106°26'8"""	"Carretera PANAMERICANA"	"KM 18.5 "	" "	"Colonia ZONA FEDERAL"	"JUAREZ"	"CHIHUAHUA"	"Juarez"	"32661"
"ACM3L1100711"	"AVON COSMETICS MANUFACTURING  S DE RL DE CV,AVON COSMETICS MANUFACTURING S DE RL DE CV"	"325620"	"Fabricación de cosméticos, perfumes y otras preparaciones de tocador"	"Quimica"	"N6"	"Produccion de perfumes, cosmeticos y similares a base de mezclas"	"PRODUCCION Y DISTRIBUCION DE PRODUCTOS COSMETICOS"		"312139.2368"	"2266585.2465"	"20°29'18"""	"100°48'4"""	"Calle GERRERO"	"149 "	" "	"Colonia RANCHO SECO"	"CELAYA"	"GUANAJUATO"	"Celaya"	"38090"
"ACM7X2201411"	"AERNNOVA COMPONENTES MEXICO SA DE CV,AERNNOVA COMPONENTES MEXICO S.A. DE C.V."	"336410"	"Fabricación de equipo aeroespacial"	"Automotriz"	"9S"	"Industria aeroespacial"	"Fabricación, reconstrucción, ensamble y subensamble de equipo aeroespacial, incluso motore"	"Querétaro"	"351566.4873"	"2303556.029"	"20°49'33"""	"100°25'35"""	"Avenida INDUSTRIA DE LA TRANSFORMACION"	"431 "	" "		"SANTA ROSA JAUREGUI"	"QUERETARO"	"Queretaro"	"76220"
"ACO7F1510411"	"ACEROS CORSA S.A. DE C.V.,GERDAU CORSA"	"339999"	"Otras industrias manufactureras"	"Metalurgica (incluye la siderurgica)"	"7F"	"Laminacion primaria de hierro y acero"	"Fundición y Laminación de Hierro y Acero"		"486970.3885"	"2158357.6837"	"19°31'11"""	"99°7'27"""	"Calle AVENIDA LA PRESA"	"2 "	" "	"Colonia SAN JUAN IXHUATEPEC"	"TLALNEPANTLA"	"MEXICO"	"Tlalnepantla de Baz"	"54187"
"ACR7X0803711"	"ALFA CRONOS SA DE CV,ALFA CRONOS S.A. DE C.V."	"325999"	"Fabricación de otros productos químicos"	"Quimica"	"8A"	"Galvanoplastia"	"RECUBRIMIENTOS METALICOS GALVANOPLASTIA Y OTROS"	"OMEGA"	"365684.4601"	"3513358.8345"	"31°44'52"""	"106°25'5"""	"Prolongación HERMANOS ESCOBAR"	"7046 "	"8 9 Y 10 "		"JUAREZ"	"CHIHUAHUA"	"Juarez"	"32649"
"ACT7X0200311"	"ACABADOS DE CALIDAD TECATE SA DE CV,ACABADOS DE CALIDAD TECATE, S.A. DE C.V."	"332810"	"Recubrimientos y terminados metálicos"	"Quimica"	"8A"	"Galvanoplastia"	"ACABADOS DE SUPERFICIES METÁLICAS"		"535245.451"	"3601273.961"	"32°32'53"""	"116°37'28"""	"Calle KM. 3  CARR. TECATE-ENSENADA"	"S/N "	" "	"Colonia MACLOVIO HERRERA"	"TECATE"	"BAJA CALIFORNIA"	"Tecate"	"21482"
"ACUKE1903911"	"AUTOPOLIS CUMBRES, S.A. DE C.V.,NISSAN AUTOPOLIS CUMBRES"	"468111"	"Comercio al por menor de automóviles y camionetas nuevos"	"Otros"	"EE"	"Centros distribuidores de autotransportes "	"Comercio al por menor de automóviles y camionetas nuevos / Servicio de mantto. automotriz"		"360388.4875"	"2846268.5564"	"25°43'39"""	"100°23'30"""	"Calle PASEO DE LOS TRIUNFADORES"	"3231 "	" "	"Colonia LAS CUMBRES 8 SECTOR"	"MONTERREY"	"NUEVO LEON"	"Monterrey"	"64610"
"ACUKE1904811"	"AUTOPOLIS CUMBRES, S.A. DE C.V.,NISSAN AUTOPOLIS SANTA CATARINA"	"468111"	"Comercio al por menor de automóviles y camionetas nuevos"	"Otros"	"EE"	"Centros distribuidores de autotransportes "	"Venta de vehículos y refacciones, servicio de mantto. automotriz, hojalatería y pintura"		"356673.6309"	"2840431.2097"	"25°40'28"""	"100°25'41"""	"Boulevard GUSTAVO DIAZ ORDAZ"	"150 "	" "	"Colonia LA FAMA"	"CIUDAD SANTA CATARINA"	"NUEVO LEON"	"Santa Catarina"	"66100"
"ACU1903900043"	"AUTOPOLIS CUMBRES, S.A. DE C.V.,AUTOPOLIS NISSAN GONZALITOS"	"468111"	"Comercio al por menor de automóviles y camionetas nuevos"	"Otros"	"EE"	"Centros distribuidores de autotransportes "	"Comercio al por menor de automóviles y camionetas nuevos / servicio de mantto. automotriz"		"364394.9349"	"2841476.0533"	"25°41'5"""	"100°21'4"""	"Avenida JOSE ELEUTERIO GONZALEZ"	"655 NTE. "	" "	"Colonia GONZALITOS"	"MONTERREY"	"NUEVO LEON"	"Monterrey"	"64020"
"ADH5G2901511"	"ADHESIVOS, S.A. DE C.V.,"	"325999"	"Fabricación de otros productos químicos"	"Petroleo y petroquimica"	"5Q"	"Produccion de resinas sinteticas"	"La producción, venta y almacenamiento de Resinas, Formol, Hexamina y Paraformol"		"563723.6322"	"2135318.6898"	"19°18'38"""	"98°23'36"""	"Calle CARRETERA TEXMELUCAN TLAXCALA"	"KM 6.5 "	" "	"Colonia CORREDOR INDUSTRIAL IXTACUIXTLA"	"VILLA MARIANO MATAMOROS"	"TLAXCALA"	"Ixtacuixtla de Mariano Matamoros"	"90120"
"ADLSE0706211"	"ACUAGRANJAS DOS LAGOS SA DE CV,ACUAGRANJA DOS LAGOS SA DE CV"	"311110"	"Elaboración de alimentos para animales"	"Otros"	"64"	"Produccion de aceites esenciales"	"FABRICACION DE HARINA Y BIODISEL"		"447538.8616"	"1937487.6606"	"17°31'22"""	"93°29'39"""	"Camino vecinal al ejido bajo Amacohite"	"SN "	" "	"Ejido Bajo Amacohite"	"OSTUACAN"	"CHIAPAS"	"Ostuacan"	"29550"
"AEC0801900362"	"ALTEC ELECTRONICA CHIHUAHUA S.A. DE C.V.,VISTEON PLANTA CHIHUAHUA"	"339999"	"Otras industrias manufactureras"	"Equipos y articulos electronicos, electricos y domesticos"	"91"	"Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos"	"Fabricación de componentes electronicos para la industria automotriz"		"390097.4336"	"3162443.5577"	"28°35'3"""	"106°7'25"""	"Avenida SILVESTRE TERRAZAS"	"12811 "	"1 "	"Ninguno "	"CHIHUAHUA"	"CHIHUAHUA"	"Chihuahua"	"31456"
