"NRA"	"NOMBRE"	"SCIAN"	"DESCRIPCIÓN SCIAN"	"SECTOR"	"CLAVE
AMBIENTAL"	"SUBSECTOR"	"PRINCIPAL ACTIVIDAD PRODUCTIVA"	"PARQUE INDUSTRIAL"	"COORDENADA 
UTM X"	"COORDENADA 
UTM Y"	"LATITUD 
NORTE"	"LONGITUD 
OESTE"	"CALLE"	"NÚM. EXT"	"NÚM. INT"	"COLONIA"	"LOCALIDAD"	"ESTADO"	"MUNICIPIO"	"C.P."
"ACA9M2402511"	"AS Catalizadores Ambientales, S.A. de C.V."	336390	"Fabricación de otras partes para vehículos automotrices."	"Automotriz"	"9M"	"Produccion de otras auto partes"	"Fabricacion de catalizadores ambientales para la industria automotriz"	"Zona Industrial del Potosí"	0	0	"22°4'17"""	"100°53'44"""	"Eje 128 Manzana 10"	"215"		"Zona Industrial del Potosí"	"San Luis Potosí"	"SAN LUIS POTOSI"	"San Luis Potosi"	"78395"
"ACARP2300511"	"AEROPUERTO DE CANCÚN, S. A DE C. V"	488112	"Administración de aeropuertos y helipuertos."	"Otros"	"L7"	"Servicios de administracion de aeropuertos y helipuertos"	"ADMINISTRACIÓN DE AEROPUERTOS"	"AEROPUERTO"			"21°2'12"""	"86°52'37"""	"CARRETERA CANCÚN - CHETUMAL KM.22"	"NA"			"CANCÚN"	"QUINTANA ROO"	"Benito Juarez"	"77565"
"ACCQA1409711"	"ALEN DEL NORTE S. A.  DE C. V."	325610	"Fabricación de jabones, limpiadores y dentífricos."	"Quimica"	"QV"	"Fabricacion de productos quimicos para aseo en general"	"FABRICACIÓN DE PRODUCTOS DE LIMPIEZA"	"CORREDOR INDUSTRIAL"			"20°29'15"""	"103°16'5"""	"CARRETERA GUADALAJARA EL SALTO KM 24.5"	"SN"		"LA ALAMEDA"	"TLAJOMULCO DE ZUCIGA"	"JALISCO"	"Tlajomulco de Zuniga"	"44680"
"ACD521403911"	"AT CARBIDE DE MEXICO, S. DE R.L. DE C.V."	332211	"Fabricación de herramientas de mano metálicas sin motor."	"Metalurgica (incluye la siderurgica)"	"7Z"	"Produccion de herramientas de mano"	"MAQUILADORA DE MANUFACTURA Y EXPORTACION DE PRODUCTOS Y HERRAMIENTAS ROTATIVAS CORTANTES"	"ZONA INDUSTRIAL DE GUADALAJARA"	0	0	"20°37'56"""	"103°21'11"""	"CALLE 30 ENTRE LA 5 Y LA 7"	"2715"		"ZONA INDUSTRIAL"	"GUADALAJARA"	"JALISCO"	"Guadalajara"	"44940"
"ACE1I1904611"	"Acerex SA de CV"	331220	"Fabricación de otros productos de hierro y acero."	"Metalurgica (incluye la siderurgica)"	"7I"	"Laminacion secundaria de hierro y acero"	"Corte de rollos de acero en hojas y  cintas."		0	0	"25°43'34.53"""	"100°18'0.26"""	"Ave. Nogalar"	"330"		"Cuauhtemoc"		"NUEVO LEON"	"San Nicolas de los Garza"	"66452"
"ACE5H2402811"	"Adydsa del Centro S.A. DE C.V."	325190	"Fabricación de otros productos químicos básicos orgánicos."	"Quimica"	"5H"	"Produccion de acidos organicos"	"Comercialización y formulación de solventes orgánicos"	"Parque industrial"	305534.19	2449037.85	"22°53'5"""	"100°5'25"""	"Av. Industrias sn esq. Av. Ampliación"	"s n"		"Zona Industrial"	"San Luis Potosí"	"SAN LUIS POTOSI"	"San Luis Potosi"	"78395"
"ACE6E2603011"	"Alambrados y Circuitos Eléctricos S.A. de C.V."	336320	"Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automotores."	"Articulos y productos plasticos"	"6E"	"Fabricacion de productos y articulos de plastico"	"Inyección de Plástico para moldeo"	"Parque Industrial Dynatech Sur"			"28°59'27"""	"110°54'16"""	"Boulevard Fusión esq. Ave. Mercury"	"120"		"Parque Industrial"	"Hermosillo"	"SONORA"	"Hermosillo"	"83297"
"ACE7F1104411"	"ArcelorMittal celaya S.A. de C.V."	331510	"Moldeo por fundición de piezas de hierro y acero."	"Metalurgica (incluye la siderurgica)"	"7I"	"Laminacion secundaria de hierro y acero"	"LAMINACIÓN PRIMARIA DE HIERRO Y ACERO (INCLUYE FERROALEACIONES, ACEROS COMUNES Y ESPECIALE"				"20°30'57"""	"100°54'45"""	"carretera panamericana tramo Celaya-sala"	"km. 7.5"		"rancho el chinaco"	"Villagran"	"GUANAJUATO"	"Villagran"	"38110"
"ACE7T2201611"	"Acerlan S.A. de C.V."	331510	"Moldeo por fundición de piezas de hierro y acero."	"Metalurgica (incluye la siderurgica)"	"7T"	"Fundicion  y moldeo de piezas de hierro y acero"	"FUNDICIÓN Y MOLDEO DE PIEZAS DE HIERRO Y ACERO."	"Zona Industrial Valle de Oro"			20.42301	-99.98039	"CAMINO A SAN PEDRO AHUACATLAN"	"3"		"VALLE DE ORO"		"QUERETARO"	"San Juan del Rio"	"76802"
"ACE8V2500111"	"Alambrados y Circuitos Eléctricos S.A de C.V.ACE VII"	237131	"Construcción de obras de generación y conducción de energía eléctrica."	"Equipos y articulos electronicos, electricos y domesticos"	"91"	"Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos"	"Ensamble de Arneses Automotrices"				"25°46'21"""	"108°59'06"""	"Blvd. Macario Gaxiola Sur"	"1001"		"Raúl Romanillo"	"Los Mochis"	"SINALOA"	"Ahome"	"81285"
"ACE9K2201111"	"Alambrados y Circuitos Eléctricos, S.A. de C.V. P-66"	336330	"Fabricación de partes de sistemas de dirección y de suspensión para vehículos automotrices."	"Automotriz"	"9K"	"Produccion de partes para el sistema de suspension y direccion"	"Fabricación de flechas intermedias,columnas y flechas homocinéticas."	"Parque Industrial Bernardo Quintana"	0	0	20.62508	-100.43776	"Convento de la Cruz"	"12"	"NA"	"Parque Industrial  FINSA"	"El Marques"	"QUERETARO"	"El Marques"	"76246"
"ACE9K2201112"	"Alambrados y Circuitos Eléctricos, S.A. de C.V. P-65"	336330	"Fabricación de partes de sistemas de dirección y de suspensión para vehículos automotrices."	"Automotriz"	"9K"	"Produccion de partes para el sistema de suspension y direccion"	"Fabricación de Cajas de dirección Hidráulica Manual e Integral"	"Parque Industrial Bernardo Quintana"	0	0	"20°37'32"""	"100°26'16"""	"Santa Rosa de Viterbo"	"12"	"NA"	"Zona Industrial Bernardo Quintana"	"El Marques"	"QUERETARO"	"El Marques"	"76246"
"ACM9M2201111"	"Autoliv Components Mexico S. de R.L. de C.V."	336360	"Fabricación de asientos y accesorios interiores para vehículos automotores."	"Articulos y productos plasticos"	"6E"	"Fabricacion de productos y articulos de plastico"	"Costura y Ensamble de Bolsas de aire para autopartes"	"Parque Industrial Tepeyac"	372539.7054	2280118.4441	"0°0'0"""	"0°0'0"""	"Av. Tepeyac No. 1360"	"Km. 2.5"	"1360"	"El Tepeyac"	"Chichimequillas"	"QUERETARO"	"El Marques"	"76250"
"ACO5V1100711"	"AVON COSMETICS S. DE R.L. DE C.V."	325620	"Fabricación de cosméticos, perfumes y otras preparaciones de tocador."	"Quimica"	"5V"	"Produccion de materias primas para perfumes y cosmeticos"	"FABRICACION DE PERFUMERIA Y COSMETICOS."		0	0	20.4876	-100.80152	"GUERRERO No. 149"	"149"		"RANCHO SECO"	"CELAYA"	"GUANAJUATO"	"Celaya"	"38090"
"ACO5W1510411"	"ASTRO COMERCIAL S.A. DE C.V."	325610	"Fabricación de jabones, limpiadores y dentífricos."	"Quimica"	"5W"	"Produccion de jabones y detergentes"	"PRODUCCIÓN DE JABONES Y DETERGENTES (SÓLO SI SE PRODUCEN LAS SUSTANCIAS BÁSICAS; INCLUYE O"				19.52775	-99.21127	"PROLONGACION GALEANA"	"273"		"MIGUEL HIDALGO"		"MEXICO"	"Tlalnepantla de Baz"	"54460"
"ACO7F1510411"	"ACEROS CORSA S.A. DE C.V."	331111	"Complejos siderúrgicos."	"Metalurgica (incluye la siderurgica)"	"7F"	"Laminacion primaria de hierro y acero"	"LAMINACIÓN PRIMARIA DE HIERRO Y ACERO (INCLUYE FERROALEACIONES, ACEROS COMUNES Y ESPECIALE"	"FRACCIONAMIENTO INDUSTRIAL LA PRESA"			19.52053	-99.12399	"AV. DE LA PRESA"	"2"		"FRACC. INDUSTRIAL LA PRESA"		"MEXICO"	"Tlalnepantla de Baz"	"54187"
"ACO8N2803211"	"ALCO CONTROLS S.A. DE C.V."	332910	"Fabricación de válvulas metálicas."	"Articulos y productos metalicos"	"87"	"Produccion de valvulas metalicas"	"FABRICACION DE VALVULAS DE REFRIGERACION"	"PARQUE INDUSTRIAL DEL NORTE"	0	0	26.04288	-98.36888	"AVENIDA INDUSTRIAL FALCON"	"M4"	"1 a 3"	"PARQUE INDUSTRIAL DEL NORTE"	"REYNOSA"	"TAMAULIPAS"	"Reynosa"	"88730"
"ACT7X0200311"	"ACABADOS DE CALIDAD TECATE S.A. DE C.V."	332999	"Fabricación de otros productos metálicos."	"Articulos y productos metalicos"	"7X"	"Fabricacion de articulos y productos metalicos"	"ACABADOS METALICOS PARTA CERRADURAS, ACCESORIOS DE BACOS/REGADERAS"	"NO ESPECIFICO"			"32°24'02"""	"116°37'45"""	"Km 3 CARRETERA TECATE ENSENADA"	"NA"		"Maclovio Herrera"	"TECATE"	"BAJA CALIFORNIA"	"Tecate"	"21490"
"ACUEE0900311"	"Automotriz Cuicuilco S.A. de C.V."	468111	"Comercio al por menor de automóviles y camionetas nuevos."	"Otros"	"EE"	"Centros distribuidores de autotransportes"	"Compra y venta de automoviles nuevos con taller mecanico"		0	0	"19°18'24"""	"0.99°11'11"""	"Av. Insurgentes Sur"	"3195"	"NA"	"Insurgentes Cuicuilco"		"DISTRITO FEDERAL"	"Coyoacan"	"04530"
"ACURP2500611"	"AEROPUERTO DE CULIACAN S.A. DE C.V."	488112	"Administración de aeropuertos y helipuertos."	"Otros"	"L7"	"Servicios de administracion de aeropuertos y helipuertos"	"PRESTADOR DE SERVICIOS AEROPORTUARIOS"	"TERRENO CONCESIONADO PARA EXPLOTACION DE SERVICIOS AEROPORTU"	0	0	"24°45'51"""	"107°11'21"""	"CARRETERA A NAVOLATO KM 4.5"	"SN"		"BACHIGUALATO"	"CULIACAN"	"SINALOA"	"Culiacan"	"80130"
"ACV5H1605311"	"ALKEMIN S. DE R.L. DE C.V."	325190	"Fabricación de otros productos químicos básicos orgánicos."	"Quimica"	"5H"	"Produccion de acidos organicos"	"PRODUCCIÓN DE ÁCIDOS, BASES Y SALES ORGÁNICAS."				"19°41'44"""	"101°12'44"""	"MARTIN MONGE"	"307"		"NUEVA VALLADOLID"	"MORELIA"	"MICHOACAN"	"Morelia"	"58190"
"ADH5G2901511"	"ADHESIVOS, S.A.D E C.V."	325110	"Fabricación de petroquímicos básicos del gas natural y del petróleo refinado."	"Petroleo y petroquimica"	"5G"	"Petroquimica basica"	"PETROQUÍMICA BÁSICA (INCLUYE PROCESAMIENTO DE CUALQUIER TIPO DE GAS)."	"PARQUE INDUSTRIAL"			"19°18'6"""	"98°23'00"""	"KM 6.5 CARRETERA TEXMELUCAN TLAXCALA"	"NA"	"NA"	"CORR. IND. IXTACUIXTLA"	"SAN FELIPE IXTACUIXTLA DE MARIANO MATAMOROS"	"TLAXCALA"	"Ixtacuixtla de Mariano Matamoros"	"90120"
"ADM7T2402811"	"ACEROS DM., S. A. DE C. V."	331510	"Moldeo por fundición de piezas de hierro y acero."	"Metalurgica (incluye la siderurgica)"	"7T"	"Fundicion  y moldeo de piezas de hierro y acero"	"FUNDICIÓN Y MOLDEO DE PIEZAS DE HIERRO Y ACERO."	"ZONA INDUSTRIAL DE SAN LUIS POTOSÍ"	0	0	22.10455	-100.91426	"EJE 114"	"415"		"ZONA INDUSTRIAL"	"SAN LUIS POTOSÍ"	"SAN LUIS POTOSI"	"San Luis Potosi"	"78395"
"AEE8A0901011"	"ACABADOS ELECTROLITICOS ESTELA,S.A. DE C.V."	332810	"Recubrimientos y terminados metálicos."	"Quimica"	"8A"	"Galvanoplastia"	"GALVANOPLASTIA (EN PIEZAS METÁLICAS; NO INCLUYE JOYERÍA)."		0	0	19.37598	-99.20903	"15"	"30A"	"2"	"OLIVAR DEL CONDE"		"DISTRITO FEDERAL"	"Alvaro Obregon"	"01400"
"AEI6D0803711"	"ANSELL EDMONT INDUSTRIAL INC. DE MEXICO S.A. DE C.V."	326290	"Fabricación de otros productos de hule."	"Quimica"	"6D"	"Fabricacion de articulos y productos de hule"	"ENSAMBLE / MANUFACTURA / PRODUCCION DE TODA CLASE DE GUANTES Y RECUBRIMIENTOS DE HULE"	"PARQUE INDUSTRIAL A. J. BERMUDEZ"			31.71875	-106.39462	"AVE. ANTONIO J. BERMUDEZ"	"1050"		"ANTONIO J BERMUDEZ"	"CD JUAREZ"	"CHIHUAHUA"	"Juarez"	"32470"
"AEJ9M0803711"	"Autoelectronica de Juarez S.A de C.V.  Planta I"	336320	"Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automotores."	"Equipos y articulos electronicos, electricos y domesticos"	"91"	"Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos"	"Diseño y fabricacion de Productos electricos y electronicos"	"Juarez"	0	0	31.6913	-106.44813	"Av. de las Industrias"	"4250"		"NA"	"Juarez"	"CHIHUAHUA"	"Jimenez"	"32630"
"AEJ9M0803712"	"Autoelectronica de Juárez  S.A de C.V.Planta II"	336320	"Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automotores."	"Equipos y articulos electronicos, electricos y domesticos"	"91"	"Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos"	"Diseño y fabricación de productos electricos y electrónicos S.A de C.V."	"Parque Eje vial Juan Gabriel"	0	0	"31°43'9"""	"106°27'50"""	"Av. Eje vial  Juan Gabriel"	"2150"			"Cd Juarez"	"CHIHUAHUA"	"Juarez"	"32630"
"AEL911501311"	"APPLETON ELECTRIC, S.A. DE C.V."	335930	"Fabricación de enchufes, contactos, fusibles y otros accesorios para instalaciones eléctricas."	"Equipos y articulos electronicos, electricos y domesticos"	"91"	"Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos"	"MANUFACTURA, ENSAMBLE Y EMPAQUE DE PRODUCTOS ELECTRICOS"				"19°35'17.05''"	"99°16'15.97"""	"ALFREDO DEL MAZO"	"9"		"ZONA INDUSTRIAL 1 Y 2"	"ATIZAPAN DE ZARAGOZA"	"MEXICO"	"Atizapan de Zaragoza"	"52968"
"AEM8A1507011"	"ANODIZADOS ESPECIALES DE MEXICO S.A."	332810	"Recubrimientos y terminados metálicos."	"Quimica"	"8A"	"Galvanoplastia"	"GALVANOPLASTIA (EN PIEZAS METÁLICAS; NO INCLUYE JOYERÍA)."		0	0	"19°18'18"""	"98°27'42"""	"Carretera federal Mexico Puebla Camino"	"km 21"		"Los Reyes Acacquilpan"	"Los Reyes la Paz"	"MEXICO"	"La Paz"	"56400"
"AEM972803211"	"ALCOM ELECTRONICOS DE MEXICO S.A. DE C.V."	336320	"Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automotores."	"Equipos y articulos electronicos, electricos y domesticos"	"91"	"Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos"	"PRODUCCION DE EQUIPO ELECTRONICO Y ELECTRICO DE USO AUTOMOTRIZ"	"PARQUE INDUSTRIAL DEL NORTE"			"26°2'27"""	"98°21'56"""	"AVENIDA INDUSTRIAL DEL NORTE"	"LOTE 51"		"PARQUE INDUSTRIAL DEL NORTE"	"REYNOSA"	"TAMAULIPAS"	"Reynosa"	"88740"
"AEO8A0901011"	"ACABADOS ELECTROLITICOS OLIVAR,S.A. DE C.V."	332810	"Recubrimientos y terminados metálicos."	"Quimica"	"8A"	"Galvanoplastia"	"GALVANOPLASTIA (EN PIEZAS METÁLICAS; NO INCLUYE JOYERÍA)."		0	0	19.37596	-99.20882	"14"	"30 A"	"5"	"OLIVAR DDEL CONDE"		"DISTRITO FEDERAL"	"Alvaro Obregon"	"01400"
"AES8A0900511"	"ANODIZADOS ESPECIALIZADOS S.A. DE C.V."	332810	"Recubrimientos y terminados metálicos."	"Quimica"	"QU"	"Anodizado de aluminio"	"GALVANOPLASTIA (EN PIEZAS METÁLICAS; NO INCLUYE JOYERÍA)."				19.46545	-99.13119	"PRIV. SMETANA"	"15"	"E"	"VALLEJO"		"DISTRITO FEDERAL"	"Gustavo A. Madero"	"07870"
"AESL70400311"	"AEROSERVICIOS ESPECIALIZADOS S.A. DE C.V."	481210	"Transporte aéreo no regular."	"Otros"	"B0"	"Transporte de carga en general"	"SERVICIO DE TAXI AEREO"		0	0	"91°49'75"""	"18°23'22"""	"KM 2.5 CARRETERA CARMEN PUERTO REAL"	"SIN NUMERO"		"FRANCISCO I. MADERO"	"CD DEL CARMEN"	"CAMPECHE"	"Carmen"	"24119"
"AEX910803711"	"AVIO EXCELENTE S.DE R.L. DE C.V."	336320	"Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automotores."	"Equipos y articulos electronicos, electricos y domesticos"	"91"	"Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos"	"Ensamble de Componentes Electrónicos"	"Omega"	0	0	"31°44'33"""	"106°25'31"""	"Av. San Lorenzo"	"651"	"1"	"Parque Omega"	"Cd Juarez"	"CHIHUAHUA"	"Juarez"	"32310"
"AFA5T0901411"	"APLICACIONES FARMACEÚTICAS, S.A. DE C.V."	325412	"Fabricación de preparaciones farmacéuticas."	"Quimica"	"5T"	"Produccion de farmaceuticos y medicamentos"	"PRODUCCIÓN DE FARMACÉUTICOS Y MEDICAMENTOS (NO INCLUYE EMPACADO Y/O ETIQUETADO)."		0	0	"19°22'50"""	"0.99°9'43"""	"HERIBERTO FRIAS"	"1035"		"DEL VALLE"		"DISTRITO FEDERAL"	"Benito Juarez"	"03100"
"AFI7T0502711"	"ACEROS FUNDIDOS INTERNACIONALES, S. DE R.L. DE C.V."	331510	"Moldeo por fundición de piezas de hierro y acero."	"Metalurgica (incluye la siderurgica)"	"7T"	"Fundicion  y moldeo de piezas de hierro y acero"	"FUNDICIÓN Y MOLDEO DE PIEZAS DE HIERRO Y ACERO."	"PARQUE INDUSTRIAL SALTILLO - RAMOS ARIZPE"			25.56799	-100.92327	"BLV. INDUSTRIA DE LA TRANSFORMACIÓN"	"3135"		"PARQUE INDUSTRIAL SALTILLO RAMOS ARIZPE"	"RAMOS ARIZPE"	"COAHUILA"	"Ramos Arizpe"	"25900"
"AFM910500221"	"AEES Manufacturera S. de  R. L. de C.V. Localidad Acuña"	336320	"Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automotores."	"Equipos y articulos electronicos, electricos y domesticos"	"91"	"Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos"	"Procesos de Ensamble de Arneses Eléctricos y Electrónicos"	"Parque Industrial Amistad"			"29°20'28"""	"100°59'10"""	"Carretera Presa La Amistad km. 5.0"	"SN"	"SN"	"Parque Industrial Amistad"	"Ciudad Acuña"	"COAHUILA"	"Acuna"	"26220"
"AFM910500222"	"Alcoa Fujikura de México S. de R.L. de C.V. - Localidad Acuña 2"	336320	"Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automotores."	"Equipos y articulos electronicos, electricos y domesticos"	"91"	"Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos"	"Procesos de ensamble de arneses eléctricos y/o electónicos."	"Parque Industrial Amistad"	0	0	"29°20'24"""	"100°58'42"""	"Carretera Presa la Amistad Km 4.5"	"SN"	"SN"	"Parque Industrial Amistad"	"Cd Acuña"	"COAHUILA"	"Acuna"	"26220"
"AFM910502511"	"Alcoa Fujikura de Mexico S. de R.L. de C.V."	336390	"Fabricación de otras partes para vehículos automotrices."	"Equipos y articulos electronicos, electricos y domesticos"	"91"	"Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos"	"PRODUCCIÓN DE OTRAS AUTOPARTES (SI INCLUYE PROCESOS TÉRMICOS O DE FUNDICIÓN)."	"Parque Industrial Amistad"	0	0	"28°40'45"""	"100°33'23"""	"Gral.M.Perez Treviño sn"	"sin numero"			"Piedras Negras"	"COAHUILA"	"Piedras Negras"	"26070"
"AFM910503521"	"ALCOA FUJIKURA DE MEXICO S. DE R.L. DE C.V. LOCALIDAD TORREON"	336320	"Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automotores."	"Equipos y articulos electronicos, electricos y domesticos"	"91"	"Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos"	"ENSAMBLE Y MANUFACTURA DE ARNESES ELECTRICOS"	"PARQUE INDUSTRIAL LAS AMERICAS"	0	0	25.53133	-103.36242	"CARR. A MATAMOROS ENTRONQUE A MIELERAS"	"M 1 y M2"	"LOTE 4 y 5 y 22"		"TORREON"	"COAHUILA"	"Torreon"	"27277"
