"NRA"	"NOMBRE"	"SCIAN"	"DESCRIPCIÓN SCIAN"	"SECTOR"	"CLAVE
AMBIENTAL"	"SUBSECTOR"	"PRINCIPAL ACTIVIDAD PRODUCTIVA"	"PARQUE INDUSTRIAL"	"COORDENADA 
UTM X"	"COORDENADA 
UTM Y"	"LATITUD 
NORTE"	"LONGITUD 
OESTE"	"CALLE"	"NÚM. EXT"	"NÚM. INT"	"COLONIA"	"LOCALIDAD"	"ESTADO"	"MUNICIPIO"	"C.P."
"ABA1605200103"	"AGROINDUSTRIAS DEL BALSAS S.A. DE C.V.,AGROINDUSTRIAS DEL BALSAS, S.A. DE C.V."	"325310"	"Fabricación de fertilizantes"	"Quimica"	"5N"	"Produccion de fertilizantes quimicos"	"PRODUCCIÓN DE FERTILIZANTES QUIMICOS"	"CENTRO"	"799214.3149"	"1983946.6084"	"17°55'23"""	"102°10'32"""	"Ninguno Sin Numero"	"SIN NUMERO"	"SIN NUMERO"		"Ciudad Lázaro Cárdenas"	"MICHOACAN"	"Lazaro Cardenas"	"60950"
"ABA621000711"	"AUSTIN BACIS S.A. DE C.V.,AUSTIN BACIS"	"325920"	"Fabricación de explosivos"	"Quimica"	"62"	"Produccion de explosivos"	"FABRICACION DE EXPLOSIVOS"		"635820.9639"	"2845201.5687"	"25°43'6"""	"103°38'46"""	"Carretera DOM. CONOCIDO, DINAMITA"	"SN"		"Colonia DINAMITA"	"Gómez Palacio"	"DURANGO"	"Gomez Palacio"	"35100"
"ABCHM0900411"	"THE AMERICAN BRITISH COWDRAY MEDICAL CENTER I.A.P.,CENTRO MÉDICO ABC"	"622311"	"Hospitales del sector privado de otras especialidades médicas"	"Servicios de salud y de asistencia"	"HM"	"Hospitales"	"Servicios médicos y hospitalarios"		"470268.7949"	"2140333.0675"	"19°21'24"""	"99°16'59"""	"Calle CARLOS GRAEF FERANDEZ"	"154"		"Colonia TLAXALA SANTA FE"	"San Lorenzo Acopilco"	"DISTRITO FEDERAL"	"Cuajimalpa de Morelos"	"05300"
"ABCHM0901021"	"THE AMERICAN BRITISH COWDRAY MEDICAL CENTER I.A.P.,CENTRO MÉDICO ABC"	"622311"	"Hospitales del sector privado de otras especialidades médicas"	"Servicios de salud y de asistencia"	"HM"	"Hospitales"	"Servicios médicos y hospitalarios"		"478549.0421"	"2145130.6186"	"19°24'0"""	"99°12'15"""	"Calle SUR  136"	"116"		"Colonia LAS AMERICAS"	"Álvaro Obregón"	"DISTRITO FEDERAL"	"Alvaro Obregon"	"01120"
"ABC8A0200411"	"ALUMINIO DE BAJA CALIFORNIA SA DE CV,"	"331310"	"Industria básica del aluminio"	"Metalurgica (incluye la siderurgica)"	"ND"	"Fundicion  y moldeo de piezas de metales no ferrosos"	"INDUSTRIA DEL ALUMINIO"		"494735.2112"	"3587790.9669"	"32°25'37"""	"117°3'21"""	"Calle KM. 16.432 CARRET. TIJ.-ENS."	"S/N"	"S/N"	"Colonia SAN ANTONIO DE LOS BUENOS"	"Pórticos de San Antonio"	"BAJA CALIFORNIA"	"Tijuana"	"22563"
"ABI5J1100511"	"ALCOSA BIOTEC SA DE CV,"	"325130"	"Fabricación de pigmentos y colorantes sintéticos"	"Quimica"	"5J"	"Produccion de colorantes y pigmentos"	"PRODUCCIÓN DE PIGMENTOS Y COLORANTES"		"319219.864"	"2272575.4601"	"20°32'36"""	"100°44'2"""	"Calle CARRETERA QUERETARO-IRAPUATO"	"KM. 36"		"Colonia APASEO EL GRANDE CENTRO"	"Apaseo el Grande"	"GUANAJUATO"	"Apaseo el Grande"	"38160"
"ABPMC1000711"	"ADM BIO PRODUCTOS, S.A. DE C.V.,ADM BIO PRODUCTOS, S.A DE C.V."	"311222"	"Elaboración de aceites y grasas vegetales comestibles"	"Quimica"	"MC"	"Fabricacion de aceites y grasas alimenticias"	"PRODUCCION DE ACEITE Y GRASAS VEGETALES"		"652397.6267"	"2827132.419"	"25°33'13"""	"103°28'58"""	"Boulevard BLVD. MIGUEL ALEMAN"	"SN KM 11.40"		"Ciudad ZONA CENTRO"	"Gómez Palacio"	"DURANGO"	"Gomez Palacio"	"35000"
"ABS7T0503011"	"ALUMINIO Y BRONCES DE SALTILLO, S.A. DE C.V.,"	"331520"	"Moldeo por fundición de piezas metálicas no ferrosas"	"Metalurgica (incluye la siderurgica)"	"ND"	"Fundicion  y moldeo de piezas de metales no ferrosos"	"MOLDEO POR FUNDICION DE PIEZAS NO FERROSAS"		"299131.8522"	"2818063.5761"	"25°27'57"""	"100°59'52"""	"Calle PRIMERA"	"1000"		"Colonia NAZARIO S ORTIZ GARZA"	"Saltillo"	"COAHUILA"	"Saltillo"	"25100"
"ACARP2300511"	"AEROPUERTO DE CANCUN SA DE CV,AEROPUERTO DE CANCUN"	"488112"	"Administración de aeropuertos y helipuertos"	"Otros"	"L7"	"Servicios de administracion de aeropuertos y helipuertos"	"ADMINISTRACION DE AEROPUERTOS Y HELIPUERTOS"		"513039.1288"	"2326645.2295"	"21°2'26"""	"86°52'28"""	"Carretera CANCUN-CHETUMAL APTO INTERNACIONAL DE CA"	"KM 22"		"Aeropuerto CANCUN (INTERNACIONAL DE CANCUN)"	"Cancún"	"QUINTANA ROO"	"Benito Juarez"	"77569"
"ACAS73005311"	"AB CALSA S.A. DE C.V.,"	"311811"	"Panificación industrial"	"Alimenticio y/o de consumo humano"	"2A"	"Panaderias"	"PRODUCCIÓN DE LEVADURA PARA PANIFICACIÓN"		"762366.0179"	"2072998.609"	"18°43'55"""	"96°30'42"""	"Carretera  LA TINAJA-CORDOBA"	"KM 49"		"Colonia CUITLAHUAC CENTRO"	"Cuitláhuac"	"VERACRUZ"	"Cuitlahuac"	"94910"
"ACA2300500033"	"MAYA MOTRIZ, S.A DE C.V,NISSAN COLOSIO"	"468111"	"Comercio al por menor de automóviles y camionetas nuevos"	"Otros"	"KE"	"Reparacion y mantenimiento automotriz"	"Comercio de automoviles y camionetas nuevas, mantenimiento , refaccciones"		"516628.5616"	"2334117.9359"	"21°6'29"""	"86°50'23"""	"Boulevard LUIS DONALDO COLOSIO, LOTE 1 MZA 5 SUPERMANZANA 310"	"SMZA 310 MZA 5 LOTE 1"		"Supermanzana SUPERMANZANA 310"	"Cancún"	"QUINTANA ROO"	"Benito Juarez"	"77500"
"ACA2300800026"	"MAYA MOTRIZ, S.A DE C.V,NISSAN PLAYA"	"468211"	"Comercio al por menor de partes y refacciones nuevas para automóviles, camionetas y camiones"	"Otros"	"KE"	"Reparacion y mantenimiento automotriz"	"COMERCIO AL POR MENOR DE PARTES Y REFACCIONES NUEVAS PARA AUTOS , CAMIONETAS Y CAMIONES"		"492094.4221"	"2282010.0039"	"20°38'14"""	"87°4'33"""	"Carretera FEDERAL TULUM-CANCUN LOTE 1"	"MZA 104"		"Ciudad Playa del Carmen"	"Playa del Carmen"	"QUINTANA ROO"	"Solidaridad"	"77710"
"ACA3105000082"	"MAYA MOTRIZ, S.A DE C.V,NISSAN CIRCUITO"	"811111"	"Reparación mecánica en general de automóviles y camiones"	"Otros"	"KE"	"Reparacion y mantenimiento automotriz"	"Compra-Venta de vehículos nuevos, mantenimiento y refacciones"		"226896.3504"	"2324151.776"	"20°59'52"""	"89°37'37"""	"Avenida CIRCUITO COLONIAS"	"S/N"		"Fraccionamiento PEDREGALES DE TANLUM"	"Mérida"	"YUCATAN"	"Merida"	"97210"
"ACA3105000083"	"MAYA MOTRIZ, S.A DE C.V,NISSAN ALTABRISA"	"468111"	"Comercio al por menor de automóviles y camionetas nuevos"	"Otros"	"KE"	"Reparacion y mantenimiento automotriz"	"COMPRA Y VENTA DE AUTOMÓVILES Y SERVICIO AUTOMOTRIZ"		"232145.8161"	"2326867.7762"	"21°1'23"""	"89°34'37"""	"Calle 7 POR 18 Y 20"	"411"		"Fraccionamiento ALTABRISA"	"Mérida"	"YUCATAN"	"Merida"	"97130"
"ACA460801121"	"ATHLETIC DE CAMARGO SA DE CV,RUSSELL ATHLETIC DE CAMARGO"	"315229"	"Confección en serie de otra ropa exterior de materiales textiles"	"Textiles, fibras e hilos"	"46"	"Confeccion de prendas de vestir"	"Confeccion de prendas de vestir"		"559668.7241"	"3100868.0645"	"28°1'54"""	"104°23'34"""	"Calle LIBERTAD"	"2"		"Colonia ABRAHAM GONZALEZ"	"Santa Rosalía de Camargo"	"CHIHUAHUA"	"Camargo"	"33700"
"ACA8A1502411"	"ACEROS CAMESA, S.A. DE C.V.,ACEROS CAMESA"	"332610"	"Fabricación de alambre, productos de alambre y resortes"	"Articulos y productos metalicos"	"82"	"Produccion de alambre y productos de alambre"	"PRODUCCION DE ALAMBRES Y CABLES"		"480817.2887"	"2173188.4293"	"19°39'13"""	"99°10'58"""	"Calle KM. 17.5 CARR. TLALNEPANTLA-CUAUTITLAN"	"S/N"		"Colonia EL PILAR"	"Cuautitlán"	"MEXICO"	"Cuautitlan"	"54879"
"ACE7F1104411"	"ARCELORMITTAL CELAYA SA DE CV,ARCELORMITTAL CELAYA ACEROS LARGOS"	"331111"	"Complejos siderúrgicos"	"Metalurgica (incluye la siderurgica)"	"7F"	"Laminacion primaria de hierro y acero"	"LAMINACIÓN PRIMARIA DE HIERRO Y ACERO (INCLUYE FERROALEACIONES, ACEROS COMUNES Y ESPECIALE"		"300061.2499"	"2270058.2836"	"20°31'7"""	"100°55'2"""	"Calle CARRET.PANAMERICANA KM.7.5"	"S/N"		"Colonia RANCHO EL CHINACO"	"Villagrán"	"GUANAJUATO"	"Villagran"	"38260"
"ACE7T2201611"	"ACERLAN S.A. DE C.V.,ACERLAM S.A. DE C.V."	"331510"	"Moldeo por fundición de piezas de hierro y acero"	"Metalurgica (incluye la siderurgica)"	"7T"	"Fundicion  y moldeo de piezas de hierro y acero"	"FUNDICION Y MOLDEO DE PIEZAS DE HIERRO Y ACERO"	"Valle de Oro"	"397704.4675"	"2258374.7802"	"20°25'15"""	"99°58'49"""	"Calle CAMINO A SAN PEDRO AHUACATLAN"	"3"			"San Juan del Río"	"QUERETARO"	"San Juan del Rio"	"76800"
"ACE8V2500111"	"ALAMBRADOS Y CIRCUITOS ELÉCTRICOS, S. DE R.L. DE C.V., PLANTA VII"	"336320"	"Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automotores"	"Equipos y articulos electronicos, electricos y domesticos"	"91"	"Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos"	"Fabricación de arneses automotrices"	"Raúl Romanillo"	"701885.9474"	"2852258.2266"	"25°46'28"""	"108°59'12"""	"Boulevard Macario Gaxiola"	"1001 Sur"			"Los Mochis"	"SINALOA"	"Ahome"	"81285"
"ACIRP0801911"	"AEROPUERTO DE CHIHUAHUA S.A DE C.V,AEROPUERTO DE CHIHUAHUA"	"488112"	"Administración de aeropuertos y helipuertos"	"Otros"	"L7"	"Servicios de administracion de aeropuertos y helipuertos"	"Administración de Aeropuertos y Helipuertos"		"405924.9234"	"3175401.9614"	"28°42'8"""	"105°57'47"""	"Boulevard JUAN PABLO II KM. 14"	"S/N"		"Colonia AEROPUERTO"	"Chihuahua"	"CHIHUAHUA"	"Chihuahua"	"31390"
"ACM3L1100711"	"AVON COSMETICS MANUFACTURING S DE RL DE CV,AVON COMSMETICS MANUFACTURING S DE RL DE CV"	"325620"	"Fabricación de cosméticos, perfumes y otras preparaciones de tocador"	"Quimica"	"N6"	"Produccion de perfumes, cosmeticos y similares a base de mezclas"	"PRODUCCION Y DISTRIBUCION DE PRODUCTOS COSMETICOS"		"312128.6522"	"2266266.3832"	"20°29'8"""	"100°48'4"""	"Calle GERRERO"	"149"		"Colonia RANCHO SECO"	"Celaya"	"GUANAJUATO"	"Celaya"	"38090"
"ACM7X2201411"	"AERNNOVA COMPONENTES MEXICO SA DE CV,AERNNOVA COMPONENTES MEXICO S.A. DE C.V."	"336410"	"Fabricación de equipo aeroespacial"	"Automotriz"	"9S"	"Industria aeroespacial"	"Fabricación, reconstrucción, ensamble y subensamble de equipo aeroespacial, incluso motore"	"Querétaro"	"351566.4873"	"2303556.029"	"20°49'33"""	"100°25'35"""	"Avenida INDUSTRIA DE LA TRANSFORMACION"	"431"			"Santa Rosa Jáuregui"	"QUERETARO"	"Queretaro"	"76220"
"ACO7F1510411"	"ACEROS CORSA S.A. DE C.V.,GERDAU CORSA"	"331111"	"Complejos siderúrgicos"	"Metalurgica (incluye la siderurgica)"	"7F"	"Laminacion primaria de hierro y acero"	"Fundición y Laminación de Hierro y Acero"		"486974.9934"	"2158333.185"	"19°31'10"""	"99°7'26"""	"Calle AVENIDA LA PRESA"	"2"		"Colonia SAN JUAN IXHUATEPEC"	"Tlalnepantla"	"MEXICO"	"Tlalnepantla de Baz"	"54187"
"ACR7X0803711"	"ALFA CRONOS SA DE CV,ALFA CRONOS S.A. DE C.V."	"332810"	"Recubrimientos y terminados metálicos"	"Quimica"	"8A"	"Galvanoplastia"	"RECUBRIMIENTOS METALICOS GALVANOPLASTIA Y OTROS"		"365684.4601"	"3513358.8345"	"31°44'52"""	"106°25'5"""	"Calle HERMANOS ESCOBAR"	"7046"	"8 9 Y 10"	"Colonia PARQUE IND. OMEGA"	"Juárez"	"CHIHUAHUA"	"Juarez"	"32649"
"ACUKE1903911"	"AUTOPOLIS CUMBRES, S.A. DE C.V.,NISSAN AUTOPOLIS CUMBRES"	"468111"	"Comercio al por menor de automóviles y camionetas nuevos"	"Otros"	"KE"	"Reparacion y mantenimiento automotriz"	"Venta de vehículos, venta de refacciones y servicio de mantenimiento automotriz"		"360388.4875"	"2846268.5564"	"25°43'39"""	"100°23'30"""	"Calle PASEO DE LOS TRIUNFADORES"	"3231"		"Colonia LAS CUMBRES 8 SECTOR"	"Monterrey"	"NUEVO LEON"	"Monterrey"	"64610"
"ACU1903900043"	"AUTOPOLIS CUMBRES, S.A. DE C.V.,NISSAN AUTOPOLIS GONZALITOS"	"468111"	"Comercio al por menor de automóviles y camionetas nuevos"	"Otros"	"KE"	"Reparacion y mantenimiento automotriz"	"Venta de vehículos, venta de refacciones y servicio de mantenimiento automotriz."		"364394.9349"	"2841476.0533"	"25°41'5"""	"100°21'4"""	"Avenida JOSE ELEUTERIO GONZALEZ"	"655 NTE."		"Colonia GONZALITOS"	"Monterrey"	"NUEVO LEON"	"Monterrey"	"64020"
"ACV5H1605311"	"ALKEMIN, S. DE R.L. DE C.V.,"	"325190"	"Fabricación de otros productos químicos básicos orgánicos"	"Quimica"	"5H"	"Produccion de acidos organicos"	"PRODUCCIÓN DE ÁCIDOS, BASES Y SALES ORGÁNICAS"		"268038.7328"	"2179547.6628"	"19°41'51"""	"101°12'46"""	"Calle MARTIN MONGE"	"307"		"Colonia NUEVA VALLADOLID"	"Morelia"	"MICHOACAN"	"Morelia"	"58190"
"ADLSE0706211"	"ACUAGRANJAS DOS LAGOS SA DE CV,ACUAGRANJA DOS LAGOS SA DE CV"	"311110"	"Elaboración de alimentos para animales"	"Alimenticio y/o de consumo humano"	"25"	"Produccion de harinas"	"FABRICACION DE HARINA Y BIODISEL"		"447538.8616"	"1937487.6606"	"17°31'22"""	"93°29'39"""	"Camino vecinal al ejido bajo Amacohite"	"SN"		"Ejido Bajo Amacohite"	"Ostuacán"	"CHIAPAS"	"Ostuacan"	"29550"
"AEC9M0801911"	"ALTEC ELECTRONICA CHIHUAHUA S.A. DE C.V.,"	"336320"	"Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automotores"	"Equipos y articulos electronicos, electricos y domesticos"	"91"	"Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos"	"Manufactura de componentes electronicos para la industria automotriz"		"389156.5411"	"3172840.7655"	"28°40'40"""	"106°8'4"""	"Periférico PARQUE INDUSTRIAL EL SAUCITO"	"S/N NA"	"NA  NA"	"Colonia EL SAUCITO"	"Chihuahua"	"CHIHUAHUA"	"Chihuahua"	"31620"
"AEL1501300158"	"APPLETON ELECTRIC S.A DE C.V,APPLETON ELECTRIC"	"335930"	"Fabricación de enchufes, contactos, fusibles y otros accesorios para instalaciones eléctricas"	"Articulos y productos metalicos"	"86"	"Fabricacion de articulos maquinados"	"maquinados de accesorios para instalaciones electricas"		"471999.0355"	"2164281.2167"	"19°34'23"""	"99°16'1"""	"Avenida Alfredo del Mazo"	"9"		"Colonia ZONA INDUSTRIAL 1 (PROF. CRISTOBAL HIGUERA)"	"Ciudad López Mateos"	"MEXICO"	"Atizapan de Zaragoza"	"52968"
"AEMSP0805111"	"AGNICO EAGLE MEXICO SA DE CV,AGNICO EAGLE"	"212221"	"Minería de oro"	"Metalurgica (incluye la siderurgica)"	"12"	"Mineria de oro"	"EXTRACCIÓN Y BENEFICIO DE MINERAL"		"764974.4744"	"3130437.2607"	"28°16'23"""	"108°17'55"""	"Calle CONOCIDO"	"S/N"		"Colonia OCAMPO"	"Melchor Ocampo"	"CHIHUAHUA"	"Ocampo"	"33320"
"AEMSP0805112"	"AGNICO EAGLE MEXICO SA DE CV,AGNICO EAGLE MEXICO"	"212221"	"Minería de oro"	"Metalurgica (incluye la siderurgica)"	"12"	"Mineria de oro"	"Extracción y beneficio de mineral"		"759861.256"	"3136956.7682"	"28°19'59"""	"108°20'57"""	"Calle DOMICILIO CONOCIDO"	"0"		"Colonia OCAMPO"	"Melchor Ocampo"	"CHIHUAHUA"	"Ocampo"	"33320"
"AEM0900700106"	"AUTO ELECTRICOS DE MÉXICO, S.A.P.I. DE C.V.,"	"336340"	"Fabricación de partes de sistemas de frenos para vehículos automotrices"	"Automotriz"	"9L"	"Produccion de partes para el sistema de frenos automotriz"	"Fabricacion de partes automotrices (frenos)"		"491271.5511"	"2141259.9651"	"19°21'55"""	"99°4'59"""	"Avenida JAVIER ROJO GOMEZ"	"1201 A"		"Barrio SAN PEDRO"	"Iztapalapa"	"DISTRITO FEDERAL"	"Iztapalapa"	"09000"
"AEM1507000029"	"AUTO ELÉCTRICOS DE MÉXICO, S.A.P.I. DE C.V., PLANTA LOS REYES"	"336340"	"Fabricación de partes de sistemas de frenos para vehículos automotrices"	"Automotriz"	"9L"	"Produccion de partes para el sistema de frenos automotriz"	"Fabricación de forros (balatas) para frenos automotrices"		"503278.9219"	"2139976.0944"	"19°21'13"""	"98°58'7"""	"Carretera México - Texcoco Km. 19+500"	"- -"	"- -"	"Colonia Los Reyes Acaquilpan"	"Los Reyes Acaquilpan"	"MEXICO"	"La Paz"	"56400"
"AEM972803211"	"ALCOM ELECTRONICOS DE MEXICO S.A DE C.V.,"	"336320"	"Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automotores"	"Equipos y articulos electronicos, electricos y domesticos"	"91"	"Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos"	"ENSAMBLE DE PARTES PARA LA INDUSTRIA AUTOMOTRIZ"		"563565.9611"	"2879476.5264"	"26°1'58"""	"98°21'52"""	"Calle AVE. INDUSTRIAL DEL NORTE"	"M5"	"L1"	"Colonia PARQUE INDUSTRIAL DEL NORTE"	"Reynosa"	"TAMAULIPAS"	"Reynosa"	"88730"
"AERM62700411"	"AMBIENTAL Y ENERGIA RACIONAL SA DE CV,AMBYER"	"562111"	"Manejo de residuos peligrosos y servicios de remediación a zonas dañadas por materiales o residuos peligrosos"	"Tratamiento de residuos peligrosos"	"M6"	"Centros integrales de manejo de residuos peligrosos"	"CENTRO INTEGRAL DE MANEJO DE RESIDUOS PELIGROSOS"		"502540.4514"	"1972968.0379"	"17°50'39"""	"92°58'33"""	"Calle RANCHERIA ALVARADO 2 SECC."	"sn"		"Colonia ALVARADO 1A SECC [86291]"	"Playas del Rosario (Subteniente García)"	"TABASCO"	"Centro"	"86291"
"AESL70400311"	"AEROSERVICIOS ESPECIALIZADOS, S. A. DE C. V.,"	"481210"	"Transporte aéreo no regular"	"Otros"	"TG"	"Reparacion y mantenimiento de buques y aeronaves"	"TRANSPORTACION AEREA"		"626406.5685"	"2062224.519"	"18°38'50"""	"91°48'5"""	"Calle CARRETERA CARMEN-PUERTO REAL S/N"	"SN"		"Colonia FRANCISCO I. MADERO"	"Ciudad del Carmen"	"CAMPECHE"	"Carmen"	"24190"
"AET1605300706"	"ACEITES ESPECIALES TH SA DE CV,ACEITES EPECIALE TH S.A. DE C.V."	"311222"	"Elaboración de aceites y grasas vegetales comestibles"	"Quimica"	"MC"	"Fabricacion de aceites y grasas alimenticias"	"Elaboración de aceites y grasas Y vegetales comestibles"		"275069.209"	"2182838.824"	"19°43'41"""	"101°8'46"""	"Calle AV EJE NORTE SUR"	"451"		"Colonia CIUDAD INDUSTRIAL"	"Morelia"	"MICHOACAN"	"Morelia"	"58200"
"AFI7T0502711"	"CATERPILLAR RAMOS ARIZPE S. DE R.L. DE C.V.,"	"331510"	"Moldeo por fundición de piezas de hierro y acero"	"Metalurgica (incluye la siderurgica)"	"7T"	"Fundicion  y moldeo de piezas de hierro y acero"	"FUNDICION DE PIEZAS METALICAS FERROSAS"	"RAMOS ARIZPE"	"307884.3028"	"2828205.5648"	"25°33'31"""	"100°54'44"""	"Calle BLVD. INDUSTRIA DE LA TRANSFORMACION"	"3135"			"Ramos Arizpe"	"COAHUILA"	"Ramos Arizpe"	"25900"
"AFM1103200008"	"ALUMINICASTE FUNDICION DE MEXICO S DE RL DE CV,"	"331310"	"Industria básica del aluminio"	"Metalurgica (incluye la siderurgica)"	"ND"	"Fundicion  y moldeo de piezas de metales no ferrosos"	"Fundicion de aluminio"	"Parque Industrial Opcion Los Nogales"	"347769.9089"	"2329518.3271"	"21°3'36"""	"100°27'54"""	"Calle MONTES URALES"	"88"			"San José Iturbide"	"GUANAJUATO"	"San Jose Iturbide"	"37980"
