"NRA"	"NOMBRE"	"SCIAN"	"DESCRIPCIÓN SCIAN"	"SECTOR"	"CLAVE
AMBIENTAL"	"SUBSECTOR"	"PRINCIPAL ACTIVIDAD PRODUCTIVA"	"PARQUE INDUSTRIAL"	"COORDENADA 
UTM X"	"COORDENADA 
UTM Y"	"LATITUD 
NORTE"	"LONGITUD 
OESTE"	"CALLE"	"NÚM. EXT"	"NÚM. INT"	"COLONIA"	"LOCALIDAD"	"ESTADO"	"MUNICIPIO"	"C.P."
"ABE5Q1507011"	"ACABADOS BETA SA"	"325211"	"Fabricación de resinas sintéticas"	"Quimica"	"5Q"	"Produccion de resinas sinteticas"	"PRODUCCIÓN DE RESINAS SINTÉTICAS (INCLUYE PLASTIFICANTES)."				"19°21'58"""	"98°57'52"""	"FERROCARRIL MEXICO-ACAPULCO"	"350"		"LA MAGDALENA ATLICPAC"	"LOS REYES LA PAZ"	"MEXICO"	"La Paz"	"56500"
"ABL911904611"	"ACUITY BRANDS LIGHTING DE MEXICO, S. DE R.L. DE C.V. PLANTA MEZQUITAL"	"237131"	"Construcción de obras de generación y conducción de energía eléctrica"	"Equipos y articulos electronicos, electricos y domesticos"	"91"	"Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos"	"ENSAMBLE DE LUMINARIAS"	"LOS PARQUES"			"25°44'43.00"""	"100°14'21.63"""	"AVE. LOS PARQUES"	"320"		"INDUSTRIAL LOS PARQUES"		"NUEVO LEON"	"San Nicolas de los Garza"	"66445"
"ABPMC1000711"	"ADM BIO PRODUCTOS S.A. DE C.V."	"311222"	"Elaboración de aceites y grasas vegetales comestibles"	"Quimica"	"MC"	"Fabricacion de aceites y grasas alimenticias"	"PRODUCCIÓN DE ACEITES Y GRASAS CUANDO EN SU FABRICACIÓN EXISTE REACCIÓN QUÍMICA O EXTRACCI"				25.55178	-103.48431	"BLVD. MIGUEL ALEMAN"	"KM. 11.40"		"CENTRO"	"GOMEZ PALACIO"	"DURANGO"	"Gomez Palacio"	"35000"
"ABR910803711"	"AMGLO BRAVO S. DE R.L. DE C.V."	"335110"	"Fabricación de focos"	"Equipos y articulos electronicos, electricos y domesticos"	"92"	"Produccion de focos y tubos de iluminacion"	"Todo tipo  de lamparas sistemas y dispositivos de iluminacion"		"0"	"0"	"31°41'51"""	"0.106°26'36"""	"Av. Ramon Rivera Lara"	"5465"		"Acacias"	"Cd Juarez"	"CHIHUAHUA"	"Juarez"	"32618"
"ACARP2300511"	"AEROPUERTO DE CANCÚN, S. A DE C. V"	"488112"	"Administración de aeropuertos y helipuertos"	"Otros"	"L7"	"Servicios de administracion de aeropuertos y helipuertos"	"ADMINISTRACIÓN DE AEROPUERTOS"	"AEROPUERTO"			"21°2'12"""	"86°52'37"""	"CARRETERA CANCÚN - CHETUMAL KM.22"	"NA"			"CANCÚN"	"QUINTANA ROO"	"Benito Juarez"	"77565"
"ACE6E2603011"	"ALAMBRADOS Y CIRCUITOS ELÉCTRICOS S.A. DE C.V."	"336320"	"Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automotores"	"Articulos y productos plasticos"	"6E"	"Fabricacion de productos y articulos de plastico"	"Inyección de Plástico para moldeo"	"Parque Industrial Dynatech Sur"			"28°59'27"""	"110°54'16"""	"Boulevard Fusión esq. Ave. Mercury"	"120"		"Parque Industrial"	"Hermosillo"	"SONORA"	"Hermosillo"	"83297"
"ACE7F1104411"	"ARCELORMITTAL CELAYA S.A. DE C.V."	"331510"	"Moldeo por fundición de piezas de hierro y acero"	"Metalurgica (incluye la siderurgica)"	"7I"	"Laminacion secundaria de hierro y acero"	"LAMINACIÓN PRIMARIA DE HIERRO Y ACERO (INCLUYE FERROALEACIONES, ACEROS COMUNES Y ESPECIALE"				"20°30'57"""	"100°54'45"""	"carretera panamericana tramo Celaya-sala"	"km. 7.5"		"rancho el chinaco"	"Villagran"	"GUANAJUATO"	"Villagran"	"38110"
"ACE7T2201611"	"ACERLAN S.A. DE C.V."	"331510"	"Moldeo por fundición de piezas de hierro y acero"	"Metalurgica (incluye la siderurgica)"	"7T"	"Fundicion  y moldeo de piezas de hierro y acero"	"FUNDICIÓN Y MOLDEO DE PIEZAS DE HIERRO Y ACERO."	"Zona Industrial Valle de Oro"			20.42301	-99.98039	"CAMINO A SAN PEDRO AHUACATLAN"	"3"		"VALLE DE ORO"		"QUERETARO"	"San Juan del Rio"	"76802"
"ACE8V2500111"	"ALAMBRADOS Y CIRCUITOS ELÉCTRICOS S.A DE C.V.ACE VII"	"237131"	"Construcción de obras de generación y conducción de energía eléctrica"	"Equipos y articulos electronicos, electricos y domesticos"	"91"	"Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos"	"Ensamble de Arneses Automotrices"				"25°46'21"""	"108°59'06"""	"Blvd. Macario Gaxiola Sur"	"1001"		"Raúl Romanillo"	"Los Mochis"	"SINALOA"	"Ahome"	"81285"
"ACE9K2201111"	"ALAMBRADOS Y CIRCUITOS ELÉCTRICOS, S.A. DE C.V. P-66"	"336330"	"Fabricación de partes de sistemas de dirección y de suspensión para vehículos automotrices"	"Automotriz"	"9K"	"Produccion de partes para el sistema de suspension y direccion"	"Fabricación de flechas intermedias,columnas y flechas homocinéticas."	"Parque Industrial Bernardo Quintana"	"0"	"0"	20.62508	-100.43776	"Convento de la Cruz"	"12"	"NA"	"Parque Industrial  FINSA"	"El Marques"	"QUERETARO"	"El Marques"	"76246"
"ACM1M1901211"	"AVI CARNES MONTERREY S.A. DE C.V."	"311611"	"Matanza de ganado, aves y otros animales comestibles"	"Alimenticio y/o de consumo humano"	"1M"	"Matanza de ganado y aves"	"COMERCIALIZACIÓN DE POLLOS (RASTRO DE AVES)."	"AUTOPISTA MONTERREY NUEVO LAREDO"	"0"	"0"	"25°58'18"""	"100°12'5"""	"AUTOPISTA MONTERREY NUEVO LAREDO KM 34"	"KM 34"			"CIENEGA DE FLORES"	"NUEVO LEON"	"Cienega de Flores"	"65550"
"ACO5V1100711"	"AVON COSMETICS S. DE R.L. DE C.V."	"325190"	"Fabricación de otros productos químicos básicos orgánicos"	"Quimica"	"5V"	"Produccion de materias primas para perfumes y cosmeticos"	"FABRICACION DE PERFUMERIA Y COSMETICOS."		"0"	"0"	20.4876	-100.80152	"GUERRERO No. 149"	"149"		"RANCHO SECO"	"CELAYA"	"GUANAJUATO"	"Celaya"	"38090"
"ACO5W1510411"	"ASTRO COMERCIAL S.A. DE C.V."	"325610"	"Fabricación de jabones, limpiadores y dentífricos"	"Quimica"	"5W"	"Produccion de jabones y detergentes"	"PRODUCCIÓN DE JABONES Y DETERGENTES (SÓLO SI SE PRODUCEN LAS SUSTANCIAS BÁSICAS; INCLUYE O"				19.52775	-99.21127	"PROLONGACION GALEANA"	"273"		"MIGUEL HIDALGO"		"MEXICO"	"Tlalnepantla de Baz"	"54460"
"ACO7F1510411"	"ACEROS CORSA S.A. DE C.V."	"331111"	"Complejos siderúrgicos"	"Metalurgica (incluye la siderurgica)"	"7F"	"Laminacion primaria de hierro y acero"	"LAMINACIÓN PRIMARIA DE HIERRO Y ACERO (INCLUYE FERROALEACIONES, ACEROS COMUNES Y ESPECIALE"	"FRACCIONAMIENTO INDUSTRIAL LA PRESA"			19.52053	-99.12399	"AV. DE LA PRESA"	"2"		"FRACC. INDUSTRIAL LA PRESA"		"MEXICO"	"Tlalnepantla de Baz"	"54187"
"ACO8N2803211"	"ALCO CONTROLS S.A. DE C.V."	"332910"	"Fabricación de válvulas metálicas"	"Articulos y productos metalicos"	"87"	"Produccion de valvulas metalicas"	"FABRICACION DE VALVULAS DE REFRIGERACION"	"PARQUE INDUSTRIAL DEL NORTE"	"0"	"0"	26.04288	-98.36888	"AVENIDA INDUSTRIAL FALCON"	"M4"	"1 a 3"	"PARQUE INDUSTRIAL DEL NORTE"	"REYNOSA"	"TAMAULIPAS"	"Reynosa"	"88730"
"ACSMC2111411"	"ASESORIA Y COMERCIALIZACION DE SEMILLA S.A. DE C.V."	"311222"	"Elaboración de aceites y grasas vegetales comestibles"	"Quimica"	"MC"	"Fabricacion de aceites y grasas alimenticias"	"FABRICACION DE PASTAS EXTRACTADAS Y ACEITE VEGETAL"		"0"	"0"	"19°2'30"""	"98°11'48"""	"80 PONIENTE 3 NORTE Y NORTE"	"310"		"16 DE SEPTIEMBRE"		"PUEBLA"	"Puebla"	"72230"
"ACT7X0200311"	"ACABADOS DE CALIDAD TECATE S.A. DE C.V."	"332999"	"Fabricación de otros productos metálicos"	"Articulos y productos metalicos"	"7X"	"Fabricacion de articulos y productos metalicos"	"ACABADOS METALICOS PARTA CERRADURAS, ACCESORIOS DE BACOS/REGADERAS"	"NO ESPECIFICO"			"32°24'02"""	"116°37'45"""	"Km 3 CARRETERA TECATE ENSENADA"	"NA"		"Maclovio Herrera"	"TECATE"	"BAJA CALIFORNIA"	"Tecate"	"21490"
"ACUEE0900311"	"AUTOMOTRIZ CUICUILCO S.A. DE C.V."	"468111"	"Comercio al por menor de automóviles y camionetas nuevos"	"Otros"	"EE"	"Centros distribuidores de autotransportes "	"Compra y venta de automoviles nuevos con taller mecanico"		"0"	"0"	"19°18'24"""	"0.99°11'11"""	"Av. Insurgentes Sur"	"3195"	"NA"	"Insurgentes Cuicuilco"		"DISTRITO FEDERAL"	"Coyoacan"	"04530"
"ACV5H1605311"	"ALKEMIN S. DE R.L. DE C.V."	"325190"	"Fabricación de otros productos químicos básicos orgánicos"	"Quimica"	"5H"	"Produccion de acidos organicos"	"PRODUCCIÓN DE ÁCIDOS, BASES Y SALES ORGÁNICAS."				"19°41'44"""	"101°12'44"""	"MARTIN MONGE"	"307"		"NUEVA VALLADOLID"	"MORELIA"	"MICHOACAN"	"Morelia"	"58190"
"ADE5P1901611"	"AGROFORMULADORA DELTA S.A. DE C.V."	"325320"	"Fabricación de pesticidas y otros agroquímicos, excepto fertilizantes"	"Quimica"	"5P"	"Produccion de plaguicidas y otros quimicos agricolas"	"PRODUCCIÓN DE PLAGUICIDAS Y OTROS QUÍMICOS AGRÍCOLAS (INCLUYE PRODUCTOS ORGÁNICOS E INORGÁ"	"PARQUE INDUSTRIAL DR. GONZALEZ"			"25°51'19"""	"99°57'13"""	"AV. PARQUE INDUSTRIAL S/N"	"NUN 3"	"NUM 3"	"P.  IND. DR. GONZALEZ"		"NUEVO LEON"	"Dr. Gonzalez"	"66600"
"ADH5G2901511"	"ADHESIVOS, S.A.D E C.V."	"325110"	"Fabricación de petroquímicos básicos del gas natural y del petróleo refinado"	"Petroleo y petroquimica"	"5G"	"Petroquimica basica "	"PETROQUÍMICA BÁSICA (INCLUYE PROCESAMIENTO DE CUALQUIER TIPO DE GAS)."	"PARQUE INDUSTRIAL"			"19°18'6"""	"98°23'00"""	"KM 6.5 CARRETERA TEXMELUCAN TLAXCALA"	"NA"	"NA"	"CORR. IND. IXTACUIXTLA"	"SAN FELIPE IXTACUIXTLA DE MARIANO MATAMOROS"	"TLAXCALA"	"Ixtacuixtla de Mariano Matamoros"	"90120"
"AEE8A0901011"	"ACABADOS ELECTROLITICOS ESTELA,S.A. DE C.V."	"332810"	"Recubrimientos y terminados metálicos"	"Quimica"	"8A"	"Galvanoplastia"	"GALVANOPLASTIA (EN PIEZAS METÁLICAS; NO INCLUYE JOYERÍA)."		"0"	"0"	19.37598	-99.20903	"15"	"30A"	"2"	"OLIVAR DEL CONDE"		"DISTRITO FEDERAL"	"Alvaro Obregon"	"01400"
"AEI6D0803711"	"ANSELL EDMONT INDUSTRIAL INC. DE MEXICO S.A. DE C.V."	"326290"	"Fabricación de otros productos de hule"	"Quimica"	"6D"	"Fabricacion de articulos y productos de hule "	"ENSAMBLE / MANUFACTURA / PRODUCCION DE TODA CLASE DE GUANTES Y RECUBRIMIENTOS DE HULE"	"PARQUE INDUSTRIAL A. J. BERMUDEZ"			31.71875	-106.39462	"AVE. ANTONIO J. BERMUDEZ"	"1050"		"ANTONIO J BERMUDEZ"	"CD JUAREZ"	"CHIHUAHUA"	"Juarez"	"32470"
"AEL911501311"	"APPLETON ELECTRIC, S.A. DE C.V."	"335930"	"Fabricación de enchufes, contactos, fusibles y otros accesorios para instalaciones eléctricas"	"Equipos y articulos electronicos, electricos y domesticos"	"91"	"Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos"	"MANUFACTURA, ENSAMBLE Y EMPAQUE DE PRODUCTOS ELECTRICOS"				"19°35'17.05''"	"99°16'15.97"""	"ALFREDO DEL MAZO"	"9"		"ZONA INDUSTRIAL 1 Y 2"	"ATIZAPAN DE ZARAGOZA"	"MEXICO"	"Atizapan de Zaragoza"	"52968"
"AEM8A1507011"	"ANODIZADOS ESPECIALES DE MEXICO S.A."	"332810"	"Recubrimientos y terminados metálicos"	"Quimica"	"8A"	"Galvanoplastia"	"GALVANOPLASTIA (EN PIEZAS METÁLICAS; NO INCLUYE JOYERÍA)."		"0"	"0"	"19°18'18"""	"98°27'42"""	"Carretera federal Mexico Puebla Camino"	"km 21"		"Los Reyes Acacquilpan"	"Los Reyes la Paz"	"MEXICO"	"La Paz"	"56400"
"AEM972803211"	"ALCOM ELECTRONICOS DE MEXICO S.A. DE C.V."	"336320"	"Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automotores"	"Equipos y articulos electronicos, electricos y domesticos"	"91"	"Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos"	"PRODUCCION DE EQUIPO ELECTRONICO Y ELECTRICO DE USO AUTOMOTRIZ"	"PARQUE INDUSTRIAL DEL NORTE"			"26°2'27"""	"98°21'56"""	"AVENIDA INDUSTRIAL DEL NORTE"	"LOTE 51"		"PARQUE INDUSTRIAL DEL NORTE"	"REYNOSA"	"TAMAULIPAS"	"Reynosa"	"88740"
"AEM9M1503311"	"AUTO ELECTRICOS DE MEXICO, SA DE CV"	"336340"	"Fabricación de partes de sistemas de frenos para vehículos automotrices"	"Automotriz"	"9L"	"Produccion de partes para el sistema de frenos automotriz"	"FABRICACIÓN DE PARTES DE SISTEMAS DE FRENOS PARA VEHICULOS AUTOMOTRICES"		"0"	"0"	"19°57'13"""	"98°32'10"""	"ESTAÑO"	"6"		"FRACC IND. ESFUERZO NACIONAL"		"MEXICO"	"Ecatepec de Morelos"	"55320"
"AEN6A1900911"	"ASFALTOS ENERGEX, S. A. DE C. V."	"434230"	"Comercio al por mayor de combustibles de uso industrial"	"Petroleo y petroquimica"	"6A"	"Produccion de asfalto y sus mezclas para pavimentacion"	"Reciclado de aceite usado y Distribución de derivados del petroleo"	"Zona Industrial y Comercial"			"25°34'40"""	"100°1'42"""	"Libramiento Martinez Dominguez"	"Km 0.5"		"N. A."	"Cadereyta Jimenez"	"NUEVO LEON"	"Cadereyta Jimenez"	"67450"
"AEO8A0901011"	"ACABADOS ELECTROLITICOS OLIVAR,S.A. DE C.V."	"332810"	"Recubrimientos y terminados metálicos"	"Quimica"	"8A"	"Galvanoplastia"	"GALVANOPLASTIA (EN PIEZAS METÁLICAS; NO INCLUYE JOYERÍA)."		"0"	"0"	19.37596	-99.20882	"14"	"30 A"	"5"	"OLIVAR DDEL CONDE"		"DISTRITO FEDERAL"	"Alvaro Obregon"	"01400"
"AEP7T1306311"	"MARTIN ARREGUIN PACHECO"	"331510"	"Moldeo por fundición de piezas de hierro y acero"	"Metalurgica (incluye la siderurgica)"	"7T"	"Fundicion  y moldeo de piezas de hierro y acero"	"FUNDICION DE PIEZAS DE HIERRO COLADO"	"MIXTO"			"19°57'36"""	"99°16'99"""	"CARRETERA CONEJOS Y O MELCHOR"	"SN"	"SN"	"CONEJOS"	"HIDALGO"	"HIDALGO"	"Tepeji del Rio de Ocampo"	"42870"
"AER5V1505111"	"AEROBAL SA DE CV"	"325411"	"Fabricación de materias primas para la industria farmacéutica"	"Quimica"	"5V"	"Produccion de materias primas para perfumes y cosmeticos"	"PRODUCCIÓN DE MATERIAS PRIMAS PARA PERFUMES Y COSMÉTICOS."	"PARQUE INDUSTRIAL LERMA"			19.29968	-99.52658	"AV. SAN RAFAEL"	"12"		"INDUSTRIAL LERMA"	"ESTADO DE MEXICO"	"MEXICO"	"Toluca"	"52000"
"AERM62700411"	"AMBIENTAL Y ENERGIA RACIONAL, S.A. DE C.V."	"562111"	"Manejo de residuos peligrosos y servicios de remediación a zonas dañadas por materiales o residuos peligrosos"	"Tratamiento de residuos peligrosos"	"M1"	"Otros tratamientos a residuos peligrosos"	"CENTROS INTEGRALES DE MANEJO DE RESIDUOS PELIGROSOS."	"CARRETERA VILLAHERMOSA-TEAPA KM 25"			"17°48'32"""	"92°59'8"""	"RANCHERIA ALVARADO 2DA SECCION"	"ND"		"ND"	"VILLAHERMOSA"	"TABASCO"	"Centro"	"86280"
"AES641510611"	"ACEITES ESPECIALES S.A. DE C.V."	"325999"	"Fabricación de otros productos químicos"	"Quimica"	"64"	"Produccion de aceites esenciales"	"FABRICACIÓN DE ACEITE VEGETAL PARA USO INDUSTRIAL"	"ZONA INDUSTRIAL"			19.29217	-99.62428	"INDEPENDENCIA  ORIENTE"	"1700"		"ZONA INDUSTRIAL TOLUCA"	"TOLUCA"	"MEXICO"	"Toluca"	"50070"
"AEVLJ2902511"	"ANDRES ARENAS VAZQUEZ"	"331510"	"Moldeo por fundición de piezas de hierro y acero"	"Metalurgica (incluye la siderurgica)"	"LJ"	"Fundicion de chatarra de fierro, de aluminio, de bronce, de plomo y de otros materiales metalicos"	"FUNDICIÓN DE CHATARRA DE FIERRO, DE ALUMINIO, DE BRONCE, DE PLOMO Y DE OTROS MATERIALES ME"				"19°7'15"""	"98°11'4"""	"CALLE RIO JORDAN"	"58"		"BARRIO DE SAN COSME"	"VILLA VICENTE GUERRERO"	"TLAXCALA"	"San Pablo del Monte"	"90970"
"AEX910803711"	"AVIO EXCELENTE S.DE R.L. DE C.V."	"336320"	"Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automotores"	"Equipos y articulos electronicos, electricos y domesticos"	"91"	"Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos"	"Ensamble de Componentes Electrónicos"	"Omega"	"0"	"0"	"31°44'33"""	"106°25'31"""	"Av. San Lorenzo"	"651"	"1"	"Parque Omega"	"Cd Juarez"	"CHIHUAHUA"	"Juarez"	"32310"
"AFA5T0901411"	"APLICACIONES FARMACEÚTICAS, S.A. DE C.V."	"325412"	"Fabricación de preparaciones farmacéuticas"	"Quimica"	"5T"	"Produccion de farmaceuticos y medicamentos"	"PRODUCCIÓN DE FARMACÉUTICOS Y MEDICAMENTOS (NO INCLUYE EMPACADO Y/O ETIQUETADO)."		"0"	"0"	"19°22'50"""	"0.99°9'43"""	"HERIBERTO FRIAS"	"1035"		"DEL VALLE"		"DISTRITO FEDERAL"	"Benito Juarez"	"03100"
"AFE2G0710611"	"CIA AZUCARERA LA FE S.A. DE C.V."	"311311"	"Elaboración de azúcar de caña"	"Alimenticio y/o de consumo humano"	"2G"	"Ingenios azucareros"	"ELABORACION DE AZUCAR ESTANDAR, ALCOHOL Y MIEL INCRISTALIZABLE"	"CENTRO SUBURBANO"			"16°16'30"""	"92°27'13"""	"DOMICILIO CONOCIDO"	"SIN NUMERO"		"SAN FRANCISCO PUJILTIC"	"SAN FRANCISCO PUJILTIC"	"CHIAPAS"	"Venustiano Carranza"	"30310"
"AFM910500221"	"AEES MANUFACTURERA S. DE  R. L. DE C.V. LOCALIDAD ACUÑA"	"336320"	"Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automotores"	"Equipos y articulos electronicos, electricos y domesticos"	"91"	"Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos"	"Procesos de Ensamble de Arneses Eléctricos y Electrónicos"	"Parque Industrial Amistad"			"29°20'28"""	"100°59'10"""	"Carretera Presa La Amistad km. 5.0"	"SN"	"SN"	"Parque Industrial Amistad"	"Ciudad Acuña"	"COAHUILA"	"Acuna"	"26220"
"AFM910503521"	"ALCOA FUJIKURA DE MEXICO S. DE R.L. DE C.V. LOCALIDAD TORREON"	"336320"	"Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automotores"	"Equipos y articulos electronicos, electricos y domesticos"	"91"	"Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos"	"ENSAMBLE Y MANUFACTURA DE ARNESES ELECTRICOS"	"PARQUE INDUSTRIAL LAS AMERICAS"	"0"	"0"	25.53133	-103.36242	"CARR. A MATAMOROS ENTRONQUE A MIELERAS"	"M 1 y M2"	"LOTE 4 y 5 y 22"		"TORREON"	"COAHUILA"	"Torreon"	"27277"
"AFM910803713"	"AEES MANUFACTURERA S. DE R.L. DE C.V"	"336320"	"Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automotores"	"Equipos y articulos electronicos, electricos y domesticos"	"91"	"Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos"	"Manufactura y Ensamble de Arneses y Componentes Electrónicos Automotrices."	"Parque Industrial Antonio J.Bermúdez"			"31°43'19"""	"106°23'37"""	"Avenida Fresnel  No. 7650"	"7650"		"Parque Ind. Antonio J.Bermúdez"	"Cd. Juárez"	"CHIHUAHUA"	"Juarez"	"32470"
"AFR6A0803711"	"ASFALTOS DE LA FRONTERA S.A. DE C.V."	"325510"	"Fabricación de pinturas y recubrimientos"	"Pinturas y tintas"	"5U"	"Produccion de pinturas, recubrimientos e impermeabilizantes"	"FABRICACION DE PRODUCTOS IMPERMEABILIZANTES"	"CORREDOR INDUSTRIAL"	"0"	"0"	"31°39'4"""	"106°21'7"""	"MANUEL J. CLOUTHIER"	"280"		"ZARAGOZA"	"CD JUAREZ"	"CHIHUAHUA"	"Juarez"	"32700"
"AGDMC1412011"	"ACEITES GRASAS Y DERIVADOS S.A. DE C.V."	"311222"	"Elaboración de aceites y grasas vegetales comestibles"	"Quimica"	"MC"	"Fabricacion de aceites y grasas alimenticias"	"PRODUCCIÓN DE ACEITES Y GRASAS CUANDO EN SU FABRICACIÓN EXISTE REACCIÓN QUÍMICA O EXTRACCI"				20.67685	-103.40829	"AVENIDA VALLARTA"	"5106"		"SECTOR JUÁREZ"	"ZAPOPAN"	"JALISCO"	"Zapopan"	"45120"
