"NRA"	"NOMBRE"	"SCIAN"	"DESCRIPCIÓN SCIAN"	"SECTOR"	"CLAVE
AMBIENTAL"	"SUBSECTOR"	"PRINCIPAL ACTIVIDAD PRODUCTIVA"	"PARQUE INDUSTRIAL"	"COORDENADA 
UTM X"	"COORDENADA 
UTM Y"	"LATITUD 
NORTE"	"LONGITUD 
OESTE"	"CALLE"	"NÚM. EXT"	"NÚM. INT"	"COLONIA"	"LOCALIDAD"	"ESTADO"	"MUNICIPIO"	"C.P."
"ABFLJ1508111"	"Aleaciones de Bronces Finos, S.A. de C.V."	331510	"Moldeo por fundición de piezas de hierro y acero."	"Metalurgica (incluye la siderurgica)"	"LJ"	"Fundicion de chatarra de fierro, de aluminio, de bronce, de plomo y de otros materiales metalicos"	"FUNDICIÓN DE CHATARRA DE FIERRO, DE ALUMINIO, DE BRONCE, DE PLOMO Y DE OTROS MATERIALES ME"				"19°29'35"""	"99°11'51"""	"Aquiles Serdan"	"6"		"San Pedro Atzompan"	"NA"	"MEXICO"	"Tecamac"	"55770"
"ABI5J1100511"	"ALCOSA BIOTEC, S.A. DE C.V."	325130	"Fabricación de pigmentos y colorantes sintéticos."	"Quimica"	"5J"	"Produccion de colorantes y pigmentos"	"PRODUCCIÓN DE COLORANTES Y PIGMENTOS (INCLUYE ORGÁNICOS E INORGÁNICOS, SÓLO CUANDO SE PROD"	"Zona Industrial Apaseo El Grande"			"20°32'41"""	"100°44'9"""	"AUTOPISTA 45 QUERETARO-IRAPUATO KM 36"	"SN"				"GUANAJUATO"	"Apaseo el Grande"	"38180"
"ABI861900611"	"ABINSA S.A. DE C.V. AB STEEL Planta Pueblo Nuevo"	332999	"Fabricación de otros productos metálicos."	"Articulos y productos metalicos"	"7X"	"Fabricacion de articulos y productos metalicos"	"FABRICACIÓN DE OTROS PRODUCTOS DE HIERRO Y ACERO DE MATERIAL COMPRADO"	"PARQUE INDUSTRIAL MONTERREY"			"25°46'1"""	"100°9'18"""	"SEPTIMA AVENIDA"	"150"				"NUEVO LEON"	"Apodaca"	"66603"
"ABL911904611"	"ACUITY BRANDS LIGHTING DE MEXICO, S. DE R.L. DE C.V. PLANTA MEZQUITAL"	237131	"Construcción de obras de generación y conducción de energía eléctrica."	"Equipos y articulos electronicos, electricos y domesticos"	"91"	"Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos"	"ENSAMBLE DE LUMINARIAS"	"LOS PARQUES"			"25°44'47"""	"100°14'19"""	"AVE. LOS PARQUES"	"320"		"INDUSTRIAL LOS PARQUES"		"NUEVO LEON"	"San Nicolas de los Garza"	"66445"
"ABL921902611"	"ACUITY BRANDS LIGHTING DE MÉXICO, S.A DE R.L. DE C.V., PLANTA GUADALUPE"	335110	"Fabricación de focos."	"Equipos y articulos electronicos, electricos y domesticos"	"92"	"Produccion de focos y tubos de iluminacion"	"FABRICACIÓN Y ENSAMBLE DE LUMINARIOS FLUORESCENTES Y HID"	"PARQUE INDUSTRIAL LA SILLA"			"25°39'12"""	"100°10'39"""	"AVE. LA SILLA"	"7711"		"SANTA MARÍA"	"GUADALUPE"	"NUEVO LEON"	"Guadalupe"	"67190"
"ABPMC1000711"	"ADM BIO PRODUCTOS S.A. DE C.V."	311222	"Elaboración de aceites y grasas vegetales comestibles."	"Quimica"	"MC"	"Fabricacion de aceites y grasas alimenticias"	"PRODUCCIÓN DE ACEITES Y GRASAS CUANDO EN SU FABRICACIÓN EXISTE REACCIÓN QUÍMICA O EXTRACCI"				"25°33'1"""	"103°29'0"""	"BLVD. MIGUEL ALEMAN"	"KM. 11.40"		"CENTRO"	"GOMEZ PALACIO"	"DURANGO"	"Gomez Palacio"	"35000"
"ACAEE1512111"	"AUTOMOTRIZ CAMPA, S.A. DE C.V."	811199	"Otros servicios de reparación y mantenimiento de automóviles y camiones."	"Otros"	"KE"	"Reparacion y mantenimiento automotriz"	"AGENCIA DISTRIBUIDORA Y CONCESIONARIA DE AUTOMÓVILES"	"Fraccionamiento industrial Cuamatla"			"19°39'58"""	"99°11'52"""	"Autopista México Queretaro"	"km 37.5"		"Parque Industrial Cuamatla"		"MEXICO"	"Cuautitlan Izcalli"	"54730"
"ACARP2300511"	"AEROPUERTO DE CANCUN, S. A DE C. V"	488112	"Administración de aeropuertos y helipuertos."	"Otros"	"L7"	"Servicios de administracion de aeropuertos y helipuertos"	"ADMINISTRACION DE AEROPUERTOS"				"21°2'15"""	"86°52'37"""	"CARRETERA CANCUN CHETUMALKM. 22"	"NA"	"NA"	"NA"	"CANCUN"	"QUINTANA ROO"	"Benito Juarez"	"77565"
"ACAS73005311"	"AB CALSA S. A. DE C. V."	311811	"Panificación industrial."	"Alimenticio y/o de consumo humano"	"2A"	"Panaderias"	"PROCESO FERMENTATIVO PARA LA GENERACION DE CREMA DE LEVADURA"	"CARRETERA FEDERAL CORDOBA - LA TINAJA"			"18°44'38"""	"96°33'20"""	"CARRETERA FEDERAL CORDOBA - LA TINAJA"	"KM. 49"			"CUITLAHUAC"	"VERACRUZ"	"Cuitlahuac"	"0000"
"ACA2300500033"	"MAYA MOTRIZ, S.A. DE C.V.                                SUC. COLOSIO"	811111	"Reparación mecánica en general de automóviles y camiones."	"Otros"	"KE"	"Reparacion y mantenimiento automotriz"	"COMPRA-VENTA DE AUTOS NUEVOS-SEMINUEVOS, MANTENIMIENTO, REFACCIONES Y ACCESORIOS PARA AUTO"	"BLVD LUIS DONALDO COLOSIO, LOTE 1 MZA 5 SPMZA 310"			"21°6'29"""	"86°50'26"""	"AVENIDA"	"NA"			"CANCUN"	"QUINTANA ROO"	"Benito Juarez"	"77500"
"ACA2300800026"	"MAYA MOTRIZ, S.A DE C.V.                               SUCURSAL PLAYA DEL CARMEN"	811111	"Reparación mecánica en general de automóviles y camiones."	"Otros"	"KE"	"Reparacion y mantenimiento automotriz"	"COMPRA-VENTA DE AUTOS NUEVOS, REFACCCIONES Y SERVICIOS DE TALLER"				"20°37'9"""	"87°4'1"""	"CARRETERA FEDERAL TULUM-CANCUN"	"104"	"1"	"ZAZIL HA"	"PLAYA DEL CARMEN"	"QUINTANA ROO"	"Solidaridad"	"77710"
"ACA3105000082"	"MAYA MOTRIZ, S.A DE C.V.        SUC. CIRCUITO COLONIAS"	811111	"Reparación mecánica en general de automóviles y camiones."	"Otros"	"KE"	"Reparacion y mantenimiento automotriz"	"COMPRA VENTA DE AUTOS NUEVOS SEMINUEVOS,MANTENIMIENTO REFACCIONES Y ACCESORIOS PARA AUTOS"				"20°59'52"""	"89°37'36"""	"AVENIDA CIRCUITO COLONIAS"	"295"		"PEDREGALES DE TANLUM"	"MERIDA"	"YUCATAN"	"Merida"	"97210"
"ACA460801121"	"Athletic de Camargo S.A. de C.V."	315229	"Confección en serie de otra ropa exterior de materiales textiles."	"Textiles, fibras e hilos"	"46"	"Confeccion de prendas de vestir"	"Confeccion de Prendas de Vestir"				"27°41'13"""	"105°10'21"""	"C. Libertad No. 2"	"2"		"Abraham Gonzalez"	"Camargo"	"CHIHUAHUA"	"Camargo"	"33778"
"ACA8A1502411"	"ACEROS CAMESA S.A. DE C.V."	332810	"Recubrimientos y terminados metálicos."	"Quimica"	"8A"	"Galvanoplastia"	"GALVANOPLASTIA (EN PIEZAS METÁLICAS; NO INCLUYE JOYERÍA)."	"ZONA INDUSTRIAL CUAUTITLAN"			"19°31'26"""	"99°9'1"""	"Km17.5 CARRETERA TLALNEPANTLA CUAUTITLAN"	"SIN NUMERO"		"EL PILAR"	"CUATITLAN"	"MEXICO"	"Cuautitlan"	"54879"
"ACE7F1104411"	"ArcelorMittal Celaya S.A. de C.V."	331111	"Complejos siderúrgicos."	"Metalurgica (incluye la siderurgica)"	"7F"	"Laminacion primaria de hierro y acero"	"LAMINACIÓN PRIMARIA DE HIERRO Y ACERO (INCLUYE FERROALEACIONES, ACEROS COMUNES Y ESPECIALE"	"Corredor indutrial Villagran gto."			"20°30'57"""	"100°54'47"""	"Carretera Panamericana Celaya -Salamanca"	"Km"	"7.5"	"Rancho el Chinaco"	"Villagran"	"GUANAJUATO"	"Villagran"	"38110"
"ACE7T2201611"	"ACERLAN S.A. DE C.V."	331510	"Moldeo por fundición de piezas de hierro y acero."	"Metalurgica (incluye la siderurgica)"	"7T"	"Fundicion  y moldeo de piezas de hierro y acero"	"FUNDICIÓN Y MOLDEO DE PIEZAS DE HIERRO Y ACERO."	"ZONA INDUSTRIAL VALLE DE ORO"			"20°25'12"""	"99°58'51"""	"CAMINO A SAN PEDRO AHUACATLÁN"	"3"		"ZONA INDUSTRIAL VALLE DE ORO"		"QUERETARO"	"San Juan del Rio"	"76802"
"ACE8V2500111"	"Alambrados y Circuitos Eléctricos S.A de C.V.       ACE VII"	336320	"Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automotores."	"Equipos y articulos electronicos, electricos y domesticos"	"91"	"Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos"	"Ensamble de Arneses Automotrices"				"25°46'21"""	"108°59'6"""	"Blvd. Macario Gaxiola Sur"	"1001"		"Raúl Romanillo"	"Los Mochis"	"SINALOA"	"Ahome"	"81285"
"ACFKE1904611"	"AUTO CAMIONES LA FE S.A. DE C.V."	811111	"Reparación mecánica en general de automóviles y camiones."	"Otros"	"KE"	"Reparacion y mantenimiento automotriz"	"SERVICIO REPARACION Y MANTENIMIENTO AUTOMOTRIZ"				"25°21'46"""	"100°9'51"""	"AV MIGUEL ALEMAN"	"103"		"LA FE"	"SAN NICOLAS DE LOS GARZA"	"NUEVO LEON"	"San Nicolas de los Garza"	"66477"
"ACIRP0801911"	"AEROPUERTO DE CHIHUAHUA S.A. DE C.V."	488112	"Administración de aeropuertos y helipuertos."	"Otros"	"L7"	"Servicios de administracion de aeropuertos y helipuertos"	"PRESTADOR DE SERVICIOS AEROPORTUARIOS"	"Aeropuerto"			"28°42'8"""	"105°57'47"""	"Blvd. Juan Pablo II km 14"	"SN"		"Aeropuerto"	"Chihuahua"	"CHIHUAHUA"	"Chihuahua"	"31390"
"ACI3L1509511"	"AMB ACCION CARRIZAL INDUSTRIAL PARK S. DE R.L. DE C.V"	493120	"Almacenamiento con refrigeración."	"Alimenticio y/o de consumo humano"	"QD"	"Almacenes de productos congelados y en refrigeracion"	"BODEGA DE ALMACENAMIENTO DE PRODUCTOS PERECEDEROS Y NO PERECEDEROS"				"19°42'46"""	"99°11'56"""	"CIRCUNVALACION"	"20"		"BARRIO TEXCACOA"		"MEXICO"	"Tepotzotlan"	"54605"
"ACJL70803711"	"AEROPUERTO DE CD. JUÁREZ, S.A. DE C.V."	488112	"Administración de aeropuertos y helipuertos."	"Otros"	"L7"	"Servicios de administracion de aeropuertos y helipuertos"	"ADMINISTRACIÓN DE AEROPUERTO"	"KM. 18.5 S/N"			"31°38'59"""	"106°26'59"""	"CARRETERA PANAMERICANA KM. 18.5 S/N[BARR"	"KM 18.5"				"CHIHUAHUA"	"Juarez"	"32609"
"ACM3L1100711"	"AVON COSMETICS MANUFACTURING S DE RL DE CV"	325620	"Fabricación de cosméticos, perfumes y otras preparaciones de tocador."	"Quimica"	"N6"	"Produccion de perfumes, cosmeticos y similares a base de mezclas"	"PRODUCCION Y DISTRIBUCION DE PRODUCTOS COSMETICOS"				"20°29'5"""	"100°47'59"""	"GUERRERO"	"149"		"RANCHO SECO"	"cELAYA"	"GUANAJUATO"	"Celaya"	"38090"
"ACM690900511"	"ASHLAND CHEMICAL DE MEXICO S.A DE D.C.V."	325999	"Fabricación de otros productos químicos."	"Quimica"	"MB"	"Produccion de substancias quimicas a partir de mezclas"	"FABRICACION DE ADITIVOS PARA PAPEL A PARTIR DE MEZCLAS CON Y SIN REACCION QUIMICA."				"19°28'43"""	"99°7'59"""	"Sara"	"4553"		"Guadalupe Tepeyac"		"DISTRITO FEDERAL"	"Gustavo A. Madero"	"07840"
"ACO5W1510411"	"ASTRO COMERCIAL S.A. DE C.V."	325610	"Fabricación de jabones, limpiadores y dentífricos."	"Quimica"	"5W"	"Produccion de jabones y detergentes"	"PRODUCCIÓN DE JABONES Y DETERGENTES (SÓLO SI SE PRODUCEN LAS SUSTANCIAS BÁSICAS; INCLUYE O"				"19°31'33"""	"99°12'38"""	"PROLONGACION GALEANA"	"273"		"MIGUEL HIDALGO"		"MEXICO"	"Tlalnepantla de Baz"	"54460"
"ACO7F1510411"	"ACEROS CORSA S.A. DE C.V."	331111	"Complejos siderúrgicos."	"Metalurgica (incluye la siderurgica)"	"7F"	"Laminacion primaria de hierro y acero"	"LAMINACIÓN PRIMARIA DE HIERRO Y ACERO (INCLUYE FERROALEACIONES, ACEROS COMUNES Y ESPECIALE"	"FRACCIONAMIENTO INDUSTRIAL LA PRESA"			"19°31'14"""	"99°7'26"""	"AV. LA PRESA"	"2"		"FRACC. INDUSTRIAL LA PRESA"		"MEXICO"	"Tlalnepantla de Baz"	"54187"
"ACR7X0803711"	"ALFA CRONOS, S.A. DE C.V."	332810	"Recubrimientos y terminados metálicos."	"Quimica"	"8A"	"Galvanoplastia"	"RECUBRIMIENTOS METALICOS GALVANOPLASTIA Y OTROS"	"PARQUE INDUSTRIAL OMEGA"			"31°44'51"""	"106°25'6"""	"PROLONGACION HERMANOS ESCOBAR"	"7046 local 8, 9 y 10"		"PARQUE INDUSTRIAL OMEGA"	"CIUDAD JUAREZ"	"CHIHUAHUA"	"Juarez"	"32649"
"ACT7X0200311"	"ACABADOS DE CALIDAD TECATE S.A. DE C.V."	332999	"Fabricación de otros productos metálicos."	"Articulos y productos metalicos"	"7X"	"Fabricacion de articulos y productos metalicos"	"ACABADOS METALICOS PARTA CERRADURAS, ACCESORIOS DE BAÑOS/REGADERAS"	"NO ESPECIFICO"			"32°33'15"""	"116°37'26"""	"Km 3 CARRETERA TECATE ENSENADA"	"NA"		"Maclovio Herrera"	"TECATE"	"BAJA CALIFORNIA"	"Tecate"	"21490"
"ACUEE1901911"	"AUTO CAMIONES UNIVERSIDAD SA DE CV"	468112	"Comercio al por menor de automóviles y camionetas usados."	"Otros"	"EE"	"Centros distribuidores de autotransportes"	"REPARACION DE VEHICULOS AUTOMOTORES"				"25°59'30"""	"100°19'32"""	"AV MARIA IZQUIERDO"	"519"		"VALLE ORIENTE"	"SAN PEDRO"	"NUEVO LEON"	"San Pedro Garza Garcia"	"66220"
"ACUKE1904611"	"AUTO CAMIONES UNIVERSIDAD SA DE CV"	811111	"Reparación mecánica en general de automóviles y camiones."	"Otros"	"KE"	"Reparacion y mantenimiento automotriz"	"REPARACION DE VEHICULOS AUTOMOTORES"				"25°43'23"""	"100°18'26"""	"AV.ALFONSO REYES"	"1000"		"CUAUHTEMOC"	"SAN NICOLAS DE LOS GARZA"	"NUEVO LEON"	"San Nicolas de los Garza"	"66400"
"ACUKE1904811"	"AUTOPOLIS CUMBRES S.A. DE C.V.  SANTA CATARINA"	811111	"Reparación mecánica en general de automóviles y camiones."	"Otros"	"KE"	"Reparacion y mantenimiento automotriz"	"COMPRA VENTA DE VEHICULOS Y REFACCIONES Y SERVICIO DE MANTENIMIENTO AUTOMOTRIZ"				"25°40'28"""	"100°25'40"""	"BLVD. DIAZ ORDAZ"	"150 PTE."		"LA FAMA"	"SANTA CATARINA"	"NUEVO LEON"	"Santa Catarina"	"66100"
"ACURP2500611"	"AEROPUERTO DE CULIACAN, S.A. DE C.V."	488112	"Administración de aeropuertos y helipuertos."	"Otros"	"L7"	"Servicios de administracion de aeropuertos y helipuertos"	"TERMINAL AEROPORTUARIA"				"24°45'59"""	"107°28'13"""	"CARRETERA A NAVOLATO"	"KM. 4.5"	"SN"	"BACHIGUALATO"	"CULIACAN"	"SINALOA"	"Culiacan"	"80130"
"ACU1903900043"	"AUTOPOLIS CUMBRES S.A. DE C.V.  GONZALITOS"	811111	"Reparación mecánica en general de automóviles y camiones."	"Otros"	"KE"	"Reparacion y mantenimiento automotriz"	"COMPRA VENTA DE VEHICULOS SERVICIO DE MANTENIMIENTO Y VENTA DE REFACCIONES"				"25°41'5"""	"100°21'6"""	"AV. JOSE ELEUTERIO GONZALEZ"	"655 NTE."		"FRACC. GONZALITOS"	"MONTERREY"	"NUEVO LEON"	"Monterrey"	"64020"
"ACU191512111"	"AUTOMOTRIZ CUAUTITLAN S.A. DE C.V."	811111	"Reparación mecánica en general de automóviles y camiones."	"Otros"	"KE"	"Reparacion y mantenimiento automotriz"	"COMPRA-VENTA DE AUTOS NUEVOS Y USADOS REFACCIONES Y SERVICIO"	"PARQUE INDUSTRIAL CUAMATLA"			"19°40'50"""	"99°12'25"""	"AUTOPISTA MEXICO-QUERETARO"	"KM 38"		"PARQUE INDUSTRIAL CUAMATLA"	"CUAUTITLAN"	"MEXICO"	"Cuautitlan"	"54730"
"ACV5H1605311"	"ALKEMIN S. DE R.L. DE C.V."	325190	"Fabricación de otros productos químicos básicos orgánicos."	"Quimica"	"5H"	"Produccion de acidos organicos"	"PRODUCCIÓN DE ÁCIDOS, BASES Y SALES ORGÁNICAS."				"19°41'48"""	"101°12'46"""	"MARTIN MONGE"	"307"		"NUEVA VALLADOLID"	"MORELIA"	"MICHOACAN"	"Morelia"	"58190"
"ADC0501800005"	"ALMACEN Y DISTRIBUIDORA DE COAHUILA, S.DE R.L."	562112	"Manejo de desechos no peligrosos y servicios de remediación a zonas dañadas por desechos no peligrosos."	"Otros"	"B8"	"Recoleccion y transporte de residuos no peligrosos"	"TRANSPORTE, ALMACENAMIENTO Y CO PROCESAMIENTO DE RESIDUOS DE MANEJO ESPECIAL"	"INDUSTRIAL  AHMSA 2"			"26°53'13"""	"101°26'16"""	"AVENIDA INDUSTRIAL"	"1002"		"BRAULIO FERNANDEZ"	"MONCLOVA"	"COAHUILA"	"Monclova"	"25700"
"ADEN22201411"	"AVERY DENNISON S.A. DE C.V."	322220	"Fabricación de bolsas de papel y productos celulósicos recubiertos y tratados."	"Celulosa y papel"	"N2"	"Produccion de papeles recubiertos y sus productos"	"MANUFACTURA DE PAPEL AUTOADHERIBLE"	"PARQUE INDUSTRIAL QUERÉTARO"			"20°45'28"""	"100°26'33"""	"AVENIDA SAN PEDRITO"	"126"		"PARQUE INDUSTRIAL QUERÉTARO"	"SANTA ROSA JAUREGUI"	"QUERETARO"	"Queretaro"	"76220"
"ADH5G2901511"	"ADHESIVOS, S.A. DE C.V."	325110	"Fabricación de petroquímicos básicos del gas natural y del petróleo refinado."	"Petroleo y petroquimica"	"5G"	"Petroquimica basica"	"PETROQUÍMICA BÁSICA"	"CORREDOR INDUSTRIAL IXTACUIXTLA"			"19°18'39"""	"98°23'38"""	"KM 6.5 CARRETERA TEXMELUCAN-TLAXCALA"	"NA"	"NA"	"CORREDOR INDUSTRIAL IXTACUIXTLA"	"TLAXCALA"	"TLAXCALA"	"Ixtacuixtla de Mariano Matamoros"	"90120"
