"NRA"	"NOMBRE"	"SCIAN"	"DESCRIPCIÓN SCIAN"	"SECTOR"	"CLAVE
AMBIENTAL"	"SUBSECTOR"	"PRINCIPAL ACTIVIDAD PRODUCTIVA"	"PARQUE INDUSTRIAL"	"COORDENADA 
UTM X"	"COORDENADA 
UTM Y"	"LATITUD 
NORTE"	"LONGITUD 
OESTE"	"CALLE"	"NÚM. EXT"	"NÚM. INT"	"COLONIA"	"LOCALIDAD"	"ESTADO"	"MUNICIPIO"	"C.P."
"ABC8A0200411"	"ALUMINIO DE BAJA CALIFORNIA SA DE CV,"	"331310"	"Industria básica del aluminio"	"Metalurgica (incluye la siderurgica)"	"ND"	"Fundicion  y moldeo de piezas de metales no ferrosos"	"INDUSTRIA DEL ALUMINIO"				"32°25'37"""	"117°3'21"""	"Calle KM. 16.432 CARRET. TIJ.-ENS."	"S/N "	"S/N "	"Colonia SAN ANTONIO DE LOS BUENOS"	"Pórticos de San Antonio"	"BAJA CALIFORNIA"	"Tijuana"	"22563"
"ABI5J1100511"	"ALCOSA BIOTEC SA DE CV,"	"325130"	"Fabricación de pigmentos y colorantes sintéticos"	"Quimica"	"5J"	"Produccion de colorantes y pigmentos"	"PRODUCCIÓN DE PIGMENTOS Y COLORANTES "				"20°32'36"""	"100°44'2"""	"Calle CARRETERA QUERETARO-IRAPUATO"	"KM. 36 "	" "	"Colonia APASEO EL GRANDE CENTRO"	"Apaseo el Grande"	"GUANAJUATO"	"Apaseo el Grande"	"38160"
"ABI861900611"	"ABINSA SA DE CV,ABINSA S.A DE C.V. AB STEEL PLANTA PUEBLO NUEVO"	"331220"	"Fabricación de otros productos de hierro y acero"	"Articulos y productos metalicos"	"7X"	"Fabricacion de articulos y productos metalicos"	"FABRICACIÓN DE OTROS PRODUCTOS DE HIERRO Y ACERO DE MATERIAL COMPRADO"				"25°46'0"""	"100°9'18"""	"Calle SEPTIMA AVENIDA"	"150 "	" "	"Colonia PARQUE INDUSTRIAL MONTERREY"	"Ciudad Apodaca"	"NUEVO LEON"	"Apodaca"	"66603"
"ABPMC1000711"	"ADM BIO PRODUCTOS, S.A. DE C.V.,ADM BIO PRODUCTOS, S.A DE C.V."	"311222"	"Elaboración de aceites y grasas vegetales comestibles"	"Quimica"	"MC"	"Fabricacion de aceites y grasas alimenticias"	"PRODUCCION DE ACEITE Y GRASAS VEGETALES"				"25°33'5"""	"103°28'58"""	"Boulevard BLVD. MIGUEL ALEMAN"	"SN KM 11.40"	" "	"Ciudad ZONA CENTRO"	"Gómez Palacio"	"DURANGO"	"Gomez Palacio"	"35000"
"ABS7T0503011"	"ALUMINIO Y BRONCES DE SALTILLO, S.A. DE C.V.,"	"331520"	"Moldeo por fundición de piezas metálicas no ferrosas"	"Metalurgica (incluye la siderurgica)"	"ND"	"Fundicion  y moldeo de piezas de metales no ferrosos"	"MOLDEO POR FUNDICION DE PIEZAS NO FERROSAS"				"25°27'57"""	"100°59'52"""	"Calle PRIMERA"	"1000 "	" "	"Colonia NAZARIO S ORTIZ GARZA"	"Saltillo"	"COAHUILA"	"Saltillo"	"25100"
"ACARP2300511"	"AEROPUERTO DE CANCUN SA DE CV,AEROPUERTO DE CANCUN"	"488112"	"Administración de aeropuertos y helipuertos"	"Otros"	"L7"	"Servicios de administracion de aeropuertos y helipuertos"	"ADMINISTRACION DE AEROPUERTOS Y HELIPUERTOS"				"21°2'26"""	"86°52'28"""	"Carretera CANCUN-CHETUMAL APTO INTERNACIONAL DE CA"	"KM 22 "	" "	"Aeropuerto CANCUN (INTERNACIONAL DE CANCUN)"	"Cancún"	"QUINTANA ROO"	"Benito Juarez"	"77569"
"ACAS73005311"	"AB CALSA S.A. DE C.V.,"	"311811"	"Panificación industrial"	"Alimenticio y/o de consumo humano"	"2A"	"Panaderias"	"PRODUCCIÓN DE LEVADURA PARA PANIFICACIÓN"				"18°43'55"""	"96°30'42"""	"Carretera  LA TINAJA-CORDOBA"	"KM 49 "	" "	"Colonia CUITLAHUAC CENTRO"	"Cuitláhuac"	"VERACRUZ"	"Cuitlahuac"	"94910"
"ACA3105000082"	"MAYA MOTRIZ, S.A DE C.V,NISSAN CIRCUITO"	"811111"	"Reparación mecánica en general de automóviles y camiones"	"Otros"	"KE"	"Reparacion y mantenimiento automotriz"	"Compra-Venta de vehículos nuevos, mantenimiento y refacciones"				"20°59'52"""	"89°37'37"""	"Avenida CIRCUITO COLONIAS "	"S/N "	" "	"Fraccionamiento PEDREGALES DE TANLUM"	"Mérida"	"YUCATAN"	"Merida"	"97210"
"ACA3105000083"	"MAYA MOTRIZ, S.A DE C.V,NISSAN ALTABRISA"	"468111"	"Comercio al por menor de automóviles y camionetas nuevos"	"Otros"	"KE"	"Reparacion y mantenimiento automotriz"	"COMPRA Y VENTA DE AUTOMÓVILES Y SERVICIO AUTOMOTRIZ"				"21°1'23"""	"89°34'37"""	"Calle 7 POR 18 Y 20"	"411 "	" "	"Fraccionamiento ALTABRISA"	"Mérida"	"YUCATAN"	"Merida"	"97130"
"ACA910900511"	"ACEROS CAMESA, S.A. DE C.V.,"	"335920"	"Fabricación de cables de conducción eléctrica"	"Metalurgica (incluye la siderurgica)"	"7I"	"Laminacion secundaria de hierro y acero"	"FABRICACION Y VENTA DE CABLE DE ACERO MECANICO Y ELECTROMECANICO"				"19°30'32"""	"99°9'0"""	"Calle MARGARITA MAZA DE JUAREZ"	"154 "	" "	"Colonia NUEVA INDUSTRIAL VALLEJO"	"Gustavo A. Madero"	"DISTRITO FEDERAL"	"Gustavo A. Madero"	"07700"
"ACCUB1802011"	"ASOCIACIÓN DE CONDÓMINOS DEL CONDOMINIO MAESTRO LOS FLAMINGOS, A.C.,CONDOMINIO MAESTRO LOS FLAMINGOS"	"531319"	"Otros servicios relacionados con los servicios inmobiliarios"	"Otros"	"3U"	"Descarga de aguas residuales de servicios"	"ADMINISTRACIÓN DE RÉGIMEN DE PROPIEDAD EN CONDOMINIO"				"20°44'17"""	"105°19'4"""	"Calle BLVD. COSTERO"	"900 SUR "	" "	"Colonia CONDOMINIO MAESTRO LOS FLAMINGOS"	"Bucerías"	"NAYARIT"	"Bahia de Banderas"	"63732"
"ACE7F1104411"	"ARCELORMITTAL CELAYA SA DE CV,ARCELORMITTAL CELAYA S.A. DE C.V."	"331111"	"Complejos siderúrgicos"	"Metalurgica (incluye la siderurgica)"	"7F"	"Laminacion primaria de hierro y acero"	"Laminación Primaria de Hierro y Acero"				"20°30'56"""	"100°54'59"""	"Corredor Celaya- villagran"	"km 7.5"	" "	"Colonia Rancho el Chinaco"	"Villagrán"	"GUANAJUATO"	"Villagran"	"38260"
"ACE7T2201611"	"ACERLAN S.A. DE C.V.,"	"331510"	"Moldeo por fundición de piezas de hierro y acero"	"Metalurgica (incluye la siderurgica)"	"7T"	"Fundicion  y moldeo de piezas de hierro y acero"	"FUNDICIÓN Y MOLDEO DE PIEZAS DE HIERRO Y ACERO"	"Valle de Oro"			"20°25'15"""	"99°58'49"""	"Calle CAMINO A SAN PEDRO AHUACATLAN"	"3 "	" "		"San Juan del Río"	"QUERETARO"	"San Juan del Rio"	"76800"
"ACE8V2500111"	"ALAMBRADOS Y CIRCUITOS ELÉCTRICOS, S. DE R.L. DE C.V., PLANTA VII"	"336320"	"Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automotores"	"Equipos y articulos electronicos, electricos y domesticos"	"91"	"Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos"	"Fabricación de arneses automotrices"	"Raúl Romanillo"			"25°46'28"""	"108°59'12"""	"Boulevard Macario Gaxiola"	"1001 Sur"	" "		"Los Mochis"	"SINALOA"	"Ahome"	"81285"
"ACIRP0801911"	"AEROPUERTO DE CHIHUAHUA S.A DE C.V,AEROPUERTO DE CHIHUAHUA"	"488112"	"Administración de aeropuertos y helipuertos"	"Otros"	"L7"	"Servicios de administracion de aeropuertos y helipuertos"	"Administración de Aeropuertos y Helipuertos "				"28°42'8"""	"105°57'47"""	"Boulevard JUAN PABLO II KM. 14"	"S/N "	" "	"Colonia AEROPUERTO"	"Chihuahua"	"CHIHUAHUA"	"Chihuahua"	"31390"
"ACJL70803711"	"AEROPUERTO DE CIUDAD JUAREZ S.A. DE C.V.,"	"488112"	"Administración de aeropuertos y helipuertos"	"Otros"	"L7"	"Servicios de administracion de aeropuertos y helipuertos"	"Administracion de Aeropuertos y Helipuertos"				"31°38'21"""	"106°25'43"""	"Carretera PANAMERICANA"	"KM 18.5 "	" "	"Colonia AEROPUERTO INFONAVIT"	"Juárez"	"CHIHUAHUA"	"Juarez"	"32661"
"ACM1903900209"	"ATLAS COPCO MEXICANA S.A. DE C.V,ATLAS COPCO"	"532491"	"Alquiler de maquinaria y equipo agropecuario, pesquero y para la industria manufacturera"	"Otros"	"B2"	"Alquiler, renta o venta de equipos,aparatos, instrumentos  y otros"	"RENTA Y VENTA DE EQUIPO Y MAQUINARIA PESADA"				"25°41'30"""	"100°16'6"""	"Avenida Churubusco"	"748 "	" "	"Colonia VENUSTIANO CARRANZA"	"Monterrey"	"NUEVO LEON"	"Monterrey"	"64560"
"ACM3L1100711"	"AVON COSMETICS MANUFACTURING S DE RL DE CV,AVON COMSMETICS MANUFACTURING S DE RL DE CV"	"325620"	"Fabricación de cosméticos, perfumes y otras preparaciones de tocador"	"Quimica"	"N6"	"Produccion de perfumes, cosmeticos y similares a base de mezclas"	"PRODUCCION Y DISTRIBUCION DE PRODUCTOS COSMETICOS "				"20°29'8"""	"100°48'4"""	"Calle GERRERO"	"149 "	" "	"Colonia RANCHO SECO"	"Celaya"	"GUANAJUATO"	"Celaya"	"38090"
"ACRKE2111411"	"AUTOMÓVILES Y CAMIONES RIVERA S.A. DE C.V.,AUTOMÓVILES Y CAMIONES RIVERA S.A. DE C.V."	"468211"	"Comercio al por menor de partes y refacciones nuevas para automóviles, camionetas y camiones"	"Otros"	"KE"	"Reparacion y mantenimiento automotriz"	"Compra venta de autos y camiones nuevos y usados servicio refacciones y accesorios"				"19°5'58"""	"98°13'58"""	"Carretera AUTOPISTA MEXICO-PUEBLA"	"7520 "	" "	"Exhacienda EXRANCHO MORATILLA"	"Heróica Puebla de Zaragoza"	"PUEBLA"	"Puebla"	"72110"
"ACR7X0803711"	"ALFA CRONOS SA DE CV,ALFA CRONOS S.A. DE C.V."	"332810"	"Recubrimientos y terminados metálicos"	"Quimica"	"8A"	"Galvanoplastia"	"RECUBRIMIENTOS METALICOS GALVANOPLASTIA Y OTROS"				"31°44'52"""	"106°25'5"""	"Calle HERMANOS ESCOBAR"	"7046 "	"8 9 Y 10 "	"Colonia PARQUE IND. OMEGA"	"Juárez"	"CHIHUAHUA"	"Juarez"	"32649"
"ACURP2500611"	"AEROPUERTO DE CULIACAN SA DE CV,"	"488112"	"Administración de aeropuertos y helipuertos"	"Otros"	"L7"	"Servicios de administracion de aeropuertos y helipuertos"	"PRESTACIÓN DE SERVICIOS AEROPORTUARIOS"				"24°45'53"""	"107°28'23"""	"Carretera CARR. NAVOLATO KM. 4.5"	"S/N "	" "	"Colonia BACHIGUALATO [80130]"	"Culiacán Rosales"	"SINALOA"	"Culiacan"	"80130"
"ACV5H1605311"	"ALKEMIN, S. DE R.L. DE C.V.,"	"325190"	"Fabricación de otros productos químicos básicos orgánicos"	"Quimica"	"5H"	"Produccion de acidos organicos"	"PRODUCCIÓN DE ÁCIDOS, BASES Y SALES ORGÁNICAS"				"19°41'51"""	"101°12'46"""	"Calle MARTIN MONGE"	"307 "	" "	"Colonia NUEVA VALLADOLID"	"Morelia"	"MICHOACAN"	"Morelia"	"58190"
"ADH5G2901511"	"ADHESIVOS, S.A. DE C.V.,ADHESIVOS, S.A. DE C.V."	"325211"	"Fabricación de resinas sintéticas"	"Quimica"	"5Q"	"Produccion de resinas sinteticas"	"La producción, venta y almacenamiento de  resinas, formol, hexametilentetramina y paraform"				"19°18'39"""	"98°23'38"""	"Calle CARRETERA TEXMELUCAN TLAXCALA"	"KM 6 MAS 5 "	" "	"Colonia CORREDOR INDUSTRIAL IXTACUIXTLA"	"Villa Mariano Matamoros"	"TLAXCALA"	"Ixtacuixtla de Mariano Matamoros"	"90120"
"ADLSE0706211"	"ACUAGRANJAS DOS LAGOS SA DE CV,ACUAGRANJA DOS LAGOS SA DE CV"	"311110"	"Elaboración de alimentos para animales"	"Alimenticio y/o de consumo humano"	"25"	"Produccion de harinas"	"FABRICACION DE HARINA Y BIODISEL"				"17°31'22"""	"93°29'39"""	"Camino vecinal al ejido bajo Amacohite"	"SN "	" "	"Ejido Bajo Amacohite"	"Ostuacán"	"CHIAPAS"	"Ostuacan"	"29550"
"AEC9M0801911"	"ALTEC ELECTRONICA CHIHUAHUA S.A. DE C.V.,"	"336320"	"Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automotores"	"Equipos y articulos electronicos, electricos y domesticos"	"91"	"Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos"	"Manufactura de componentes electronicos para la industria automotriz"				"28°40'40"""	"106°8'4"""	"Calle PARQUE INDUSTRIAL EL SAUCITO"	"S/N NA"	"NA  NA"	"Colonia EL SAUZ"	"Chihuahua"	"CHIHUAHUA"	"Chihuahua"	"31620"
"AEMLS1502011"	"AGGREKO ENERGY MEXICO S.A. DE C.V.,"	"532491"	"Alquiler de maquinaria y equipo agropecuario, pesquero y para la industria manufacturera"	"Otros"	"B2"	"Alquiler, renta o venta de equipos,aparatos, instrumentos  y otros"	"Renta de energía temporal y aire acondicionado"				"19°38'12"""	"99°6'45"""	"Calle CARRETERA COACALCO-TULTEPEC"	"8 "	" "	"Colonia LOS PERIODISTAS"	"San Francisco Coacalco"	"MEXICO"	"Coacalco de Berriozabal"	"55717"
"AEMSP0805111"	"AGNICO EAGLE MEXICO SA DE CV,AGNICO EAGLE"	"212221"	"Minería de oro"	"Metalurgica (incluye la siderurgica)"	"12"	"Mineria de oro"	"EXTRACCIÓN Y BENEFICIO DE MINERAL"				"28°16'23"""	"108°17'55"""	"Calle CONOCIDO"	"S/N "	" "	"Colonia OCAMPO"	"Melchor Ocampo"	"CHIHUAHUA"	"Ocampo"	"33320"
"AEMSP0805112"	"AGNICO EAGLE MEXICO SA DE CV,AGNICO EAGLE MEXICO"	"212221"	"Minería de oro"	"Metalurgica (incluye la siderurgica)"	"12"	"Mineria de oro"	"Extracción y beneficio de mineral"				"28°19'59"""	"108°20'57"""	"Calle DOMICILIO CONOCIDO"	"0 "	" "	"Colonia OCAMPO"	"Melchor Ocampo"	"CHIHUAHUA"	"Ocampo"	"33320"
"AEM0900700106"	"AUTO ELECTRICOS DE MÉXICO, S.A.P.I. DE C.V.,"	"336340"	"Fabricación de partes de sistemas de frenos para vehículos automotrices"	"Automotriz"	"9L"	"Produccion de partes para el sistema de frenos automotriz"	"Fabricacion de partes automotrices (frenos)"				"19°21'55"""	"99°4'59"""	"Avenida JAVIER ROJO GOMEZ"	"1201-A "	" "	"Barrio SAN PEDRO"	"Iztapalapa"	"DISTRITO FEDERAL"	"Iztapalapa"	"09360"
"AEM1507000029"	"AUTO ELÉCTRICOS DE MÉXICO, S.A.P.I. DE C.V., PLANTA LOS REYES"	"336340"	"Fabricación de partes de sistemas de frenos para vehículos automotrices"	"Automotriz"	"9L"	"Produccion de partes para el sistema de frenos automotriz"	"Fabricación de forros (balatas) para frenos automotrices"				"19°21'13"""	"98°58'7"""	"Carretera México - Texcoco Km. 19+500"	"- -"	"- -"	"Colonia Los Reyes Acaquilpan"	"Los Reyes Acaquilpan"	"MEXICO"	"La Paz"	"56400"
"AEM972803211"	"ALCOM ELECTRONICOS DE MEXICO S.A DE C.V.,"	"336320"	"Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automotores"	"Equipos y articulos electronicos, electricos y domesticos"	"91"	"Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos"	"ENSAMBLE DE PARTES PARA LA INDUSTRIA AUTOMOTRIZ"				"26°1'58"""	"98°21'52"""	"Calle AVE. INDUSTRIAL DEL NORTE"	"M5 "	"L1 "	"Colonia PARQUE INDUSTRIAL DEL NORTE"	"Reynosa"	"TAMAULIPAS"	"Reynosa"	"88730"
"AERM62700411"	"AMBIENTAL Y ENERGIA RACIONAL SA DE CV,AMBYER"	"562111"	"Manejo de residuos peligrosos y servicios de remediación a zonas dañadas por materiales o residuos peligrosos"	"Tratamiento de residuos peligrosos"	"M6"	"Centros integrales de manejo de residuos peligrosos"	"CENTRO INTEGRAL DE MANEJO DE RESIDUOS PELIGROSOS"				"17°50'39"""	"92°58'33"""	"Calle RANCHERIA ALVARADO 2 SECC."	"sn "	" "	"Colonia ALVARADO 1A SECC [86291]"	"Playas del Rosario (Subteniente García)"	"TABASCO"	"Centro"	"86291"
"AESL70400311"	"AEROSERVICIOS ESPECIALIZADOS, S. A. DE C. V.,"	"481210"	"Transporte aéreo no regular"	"Otros"	"TG"	"Reparacion y mantenimiento de buques y aeronaves"	"TRANSPORTACION AEREA"				"18°38'50"""	"91°48'5"""	"Calle CARRETERA CARMEN-PUERTO REAL S/N"	"SN "	" "	"Colonia FRANCISCO I. MADERO"	"Ciudad del Carmen"	"CAMPECHE"	"Carmen"	"24190"
"AET1605300706"	"ACEITES ESPECIALES TH SA DE CV,ACEITES EPECIALE TH S.A. DE C.V."	"311222"	"Elaboración de aceites y grasas vegetales comestibles"	"Quimica"	"MC"	"Fabricacion de aceites y grasas alimenticias"	"Elaboración de aceites y grasas Y vegetales comestibles "				"19°43'41"""	"101°8'46"""	"Calle AV EJE NORTE SUR"	"451 "	" "	"Colonia CIUDAD INDUSTRIAL"	"Morelia"	"MICHOACAN"	"Morelia"	"58200"
"AFI7T0502711"	"CATERPILLAR RAMOS ARIZPE S. DE R.L. DE C.V.,"	"331510"	"Moldeo por fundición de piezas de hierro y acero"	"Metalurgica (incluye la siderurgica)"	"7T"	"Fundicion  y moldeo de piezas de hierro y acero"	"FUNDICION DE PIEZAS METALICAS FERROSAS"	"RAMOS ARIZPE"			"25°33'31"""	"100°54'44"""	"Calle BLVD. INDUSTRIA DE LA TRANSFORMACION"	"3135 "	" "		"Ramos Arizpe"	"COAHUILA"	"Ramos Arizpe"	"25900"
"AFM1103200008"	"ALUMINICASTE FUNDICION DE MEXICO S DE RL DE CV,"	"331310"	"Industria básica del aluminio"	"Metalurgica (incluye la siderurgica)"	"ND"	"Fundicion  y moldeo de piezas de metales no ferrosos"	"Fundicion de aluminio"	"Parque Industrial Opcion Los Nogales"			"21°3'50"""	"100°27'50"""	"Calle MONTES URALES"	"88 "	" "		"San José Iturbide"	"GUANAJUATO"	"San Jose Iturbide"	"37980"
"AFM910500221"	"AEES MANUFACTURERA S DE RL DE CV,"	"336320"	"Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automotores"	"Equipos y articulos electronicos, electricos y domesticos"	"91"	"Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos"	"Ensamble de arneses electricos y/o electronicos"	"PARQUE INDUSTRIAL AMISTAD"			"29°20'36"""	"100°59'53"""	"Carretera  PRESA LA AMISTAD"	"KM. 5.0 "	" "		"Ciudad Acuña"	"COAHUILA"	"Acuna"	"26220"
"AFM910503511"	"AEES MANUFACTURERA S DE RL DE CV,"	"326192"	"Fabricación de autopartes de plástico con y sin reforzamiento"	"Articulos y productos plasticos"	"6E"	"Fabricacion de productos y articulos de plastico"	"FABRICACION DE AUTOPARTES DE PLASTICO CON Y SIN REFORZAMIENTO"	"IND. LAS AMERICAS"			"25°31'44"""	"103°21'35"""	"Boulevard CARRETERA A  MATAMOROS ENTRONQUE CON MIELERAS LOTE 11 Y 12 "	"S/N "	"S/N "		"Torreón"	"COAHUILA"	"Torreon"	"27277"
"AFM910803713"	"AEES MANUFACTURERA S DE RL DE CV,"	"336320"	"Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automotores"	"Equipos y articulos electronicos, electricos y domesticos"	"91"	"Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos"	"Manufactura y Ensamble de Arneses y Componentes Electrónicos Automotrices"				"31°43'28"""	"106°23'45"""	"Calle FRESNEL"	"7650 "	" "	"Colonia PARQUE IND. A.J. BERMUDEZ"	"Juárez"	"CHIHUAHUA"	"Juarez"	"32470"
"AFS1I0500211"	"ALCOA FASTENING SYSTEMS (MEXICO I), S. DE R.L. DE C.V.,"	"332720"	"Fabricación de tornillos, tuercas, remaches y similares"	"Articulos y productos metalicos"	"83"	"Produccion de tornillos, clavos, tuercas y similares"	"Fabricación de otros productos metálicos"	"PARQUE INDUSTRIAL AMISTAD"			"29°20'33"""	"100°59'51"""	"Calle HIDALGO"	"120 "	" "		"Ciudad Acuña"	"COAHUILA"	"Acuna"	"26220"
