"NRA"	"NOMBRE"	"SCIAN"	"DESCRIPCIÓN SCIAN"	"SECTOR"	"CLAVE
AMBIENTAL"	"SUBSECTOR"	"PRINCIPAL ACTIVIDAD PRODUCTIVA"	"PARQUE INDUSTRIAL"	"COORDENADA 
UTM X"	"COORDENADA 
UTM Y"	"LATITUD 
NORTE"	"LONGITUD 
OESTE"	"CALLE"	"NÚM. EXT"	"NÚM. INT"	"COLONIA"	"LOCALIDAD"	"ESTADO"	"MUNICIPIO"	"C.P."
"ABA1605200103"	"AGROINDUSTRIAS DEL BALSAS S.A. DE C.V.,AGROINDUSTRIAS DEL BALSAS, S.A. DE C.V."	"325310"	"Fabricación de fertilizantes"	"Quimica"	"5N"	"Produccion de fertilizantes quimicos"	"PRODUCCIÓN DE FERTILIZANTES QUIMICOS"	"CENTRO"	"799214.3149"	"1983946.6084"	"17°55'23"""	"102°10'32"""	"Ninguno Sin Numero"	"SIN NUMERO"	"SIN NUMERO"		"Ciudad Lázaro Cárdenas"	"MICHOACAN"	"Lazaro Cardenas"	"60950"
"ABA621000711"	"AUSTIN BACIS S.A. DE C.V.,AUSTIN BACIS"	"325920"	"Fabricación de explosivos"	"Quimica"	"62"	"Produccion de explosivos"	"FABRICACION DE EXPLOSIVOS"		"635820.9639"	"2845201.5687"	"25°43'6"""	"103°38'46"""	"Carretera DOM. CONOCIDO, DINAMITA"	"SN"		"Colonia DINAMITA"	"Gómez Palacio"	"DURANGO"	"Gomez Palacio"	"35100"
"ABCHM0900411"	"THE AMERICAN BRITISH COWDRAY MEDICAL CENTER I.A.P.,CENTRO MÉDICO ABC"	"622311"	"Hospitales del sector privado de otras especialidades médicas"	"Servicios de salud y de asistencia"	"HM"	"Hospitales"	"Servicios médicos y hospitalarios"		"470268.7949"	"2140333.0675"	"19°21'24"""	"99°16'59"""	"Calle CARLOS GRAEF FERANDEZ"	"154"		"Colonia TLAXALA SANTA FE"	"Cuajimalpa de Morelos"	"DISTRITO FEDERAL"	"Cuajimalpa de Morelos"	"05300"
"ABCHM0901021"	"THE AMERICAN BRITISH COWDRAY MEDICAL CENTER I.A.P.,CENTRO MÉDICO ABC"	"622311"	"Hospitales del sector privado de otras especialidades médicas"	"Servicios de salud y de asistencia"	"HM"	"Hospitales"	"Servicios médicos y hospitalarios"		"478549.0421"	"2145130.6186"	"19°24'0"""	"99°12'15"""	"Calle SUR  136"	"116"		"Colonia LAS AMERICAS"	"Álvaro Obregón"	"DISTRITO FEDERAL"	"Alvaro Obregon"	"01120"
"ABPMC1000711"	"ADM BIO PRODUCTOS, S.A. DE C.V.,ADM BIO PRODUCTOS, S.A DE C.V."	"311110"	"Elaboración de alimentos para animales"	"Quimica"	"MC"	"Fabricacion de aceites y grasas alimenticias"	"PRODUCCION DE ACEITE Y GRASAS VEGETALES"		"652397.6267"	"2827132.419"	"25°33'13"""	"103°28'58"""	"Boulevard BLVD. MIGUEL ALEMAN"	"SN KM 11.40"		"Ciudad ZONA CENTRO"	"Gómez Palacio"	"DURANGO"	"Gomez Palacio"	"35000"
"ABS7T0503011"	"ALUMINIO Y BRONCES DE SALTILLO, S.A. DE C.V.,"	"331520"	"Moldeo por fundición de piezas metálicas no ferrosas"	"Metalurgica (incluye la siderurgica)"	"ND"	"Fundicion  y moldeo de piezas de metales no ferrosos"	"MOLDEO POR FUNDICION DE PIEZAS NO FERROSAS"		"299131.8522"	"2818063.5761"	"25°27'57"""	"100°59'52"""	"Calle PRIMERA"	"1000"		"Colonia NAZARIO S ORTIZ GARZA"	"Saltillo"	"COAHUILA"	"Saltillo"	"25100"
"ACARP2300511"	"AEROPUERTO DE CANCUN SA DE CV,AEROPUERTO DE CANCUN SA DE CV"	"488112"	"Administración de aeropuertos y helipuertos"	"Otros"	"L7"	"Servicios de administracion de aeropuertos y helipuertos"	"ADMINISTRACION DE AEROPUERTOS Y HELIPUERTOS"		"513116.4051"	"2326576.6634"	"21°2'23"""	"86°52'25"""	"Carretera CANCUN-CHETUMAL APTO INTERNACIONAL DE CA"	"KM 22"		"Colonia CANCUN (INTERNACIONAL DE CANCUN)"	"Cancún"	"QUINTANA ROO"	"Benito Juarez"	"77569"
"ACAS73005311"	"AB CALSA S.A. DE C.V.,"	"311811"	"Panificación industrial"	"Alimenticio y/o de consumo humano"	"2A"	"Panaderias"	"PRODUCCIÓN DE LEVADURA PARA PANIFICACIÓN"		"757728.3899"	"2074201.9749"	"18°44'36"""	"96°33'20"""	"Carretera  LA TINAJA-CORDOBA"	"KM 49"		"Rancho El limón"	"Cuitláhuac"	"VERACRUZ"	"Cuitlahuac"	"94910"
"ACA2300500033"	"MAYA MOTRIZ, S.A DE C.V,NISSAN COLOSIO"	"468111"	"Comercio al por menor de automóviles y camionetas nuevos"	"Otros"	"EE"	"Centros distribuidores de autotransportes "	"Comercio de automoviles y camionetas nuevas, mantenimiento , refaccciones"		"516628.5616"	"2334117.9359"	"21°6'29"""	"86°50'23"""	"Boulevard LUIS DONALDO COLOSIO, LOTE 1 MZA 5 SUPERMANZANA 310"	"SMZA 310 MZA 5 LOTE 1"		"Supermanzana SUPERMANZANA 310"	"Cancún"	"QUINTANA ROO"	"Benito Juarez"	"77500"
"ACA3105000082"	"MAYA MOTRIZ, S.A DE C.V,NISSAN CIRCUITO"	"468111"	"Comercio al por menor de automóviles y camionetas nuevos"	"Otros"	"KE"	"Reparacion y mantenimiento automotriz"	"Compra-Venta de vehículos nuevos, mantenimiento y refacciones"		"226896.3504"	"2324151.776"	"20°59'52"""	"89°37'37"""	"Avenida CIRCUITO COLONIAS"	"S/N"		"Fraccionamiento PEDREGALES DE TANLUM"	"Mérida"	"YUCATAN"	"Merida"	"97210"
"ACA8A1502411"	"ACEROS CAMESA S.A. DE C.V.,"	"332610"	"Fabricación de alambre, productos de alambre y resortes"	"Articulos y productos metalicos"	"82"	"Produccion de alambre y productos de alambre"	"PRODUCCIÓN DE ALAMBRE Y CABLE"		"480814.1918"	"2173184.9969"	"19°39'13"""	"99°10'58"""	"Calle KM. 17.5 CARR. TLALNEPANTLA-CUAUTITLAN"	"S/N"		"Colonia EL PILAR"	"Cuautitlán"	"MEXICO"	"Cuautitlan"	"54879"
"ACCUB1802011"	"ASOCIACIÓN DE CONDÓMINOS DEL CONDOMINIO MAESTRO LOS FLAMINGOS, A.C.,CONDOMINIO MAESTRO LOS FLAMINGOS"	"531319"	"Otros servicios relacionados con los servicios inmobiliarios"	"Otros"	"3U"	"Descarga de aguas residuales de servicios"	"ADMINISTRACIÓN DE RÉGIMEN DE PROPIEDAD EN CONDOMINIO"		"466905.2366"	"2293223.288"	"20°44'18"""	"105°19'4"""	"Calle BLVD. COSTERO"	"900 SUR"		"Colonia CONDOMINIO MAESTRO LOS FLAMINGOS"	"Bucerías"	"NAYARIT"	"Bahia de Banderas"	"63732"
"ACE7F1104411"	"ARCELORMITTAL CELAYA SA DE CV,ARCELORMITTAL CELAYA ACEROS LARGOS"	"212210"	"Minería de hierro"	"Metalurgica (incluye la siderurgica)"	"7I"	"Laminacion secundaria de hierro y acero"	"LAMINACIÓN PRIMARIA DE HIERRO Y ACERO (INCLUYE FERROALEACIONES, ACEROS COMUNES Y ESPECIALE"		"300061.2499"	"2270058.2836"	"20°31'7"""	"100°55'2"""	"Calle CARRET.PANAMERICANA KM.7.5"	"S/N"		"Colonia RANCHO EL CHINACO"	"Villagrán"	"GUANAJUATO"	"Villagran"	"38260"
"ACE7T2201611"	"ACERLAN S.A. DE C.V.,ACERLAN S.A. DE C.V."	"331510"	"Moldeo por fundición de piezas de hierro y acero"	"Metalurgica (incluye la siderurgica)"	"7T"	"Fundicion  y moldeo de piezas de hierro y acero"	"FUNDICION Y MOLDEO DE PIEZAS DE HIERRO Y ACERO"	"Valle de Oro"	"397704.4675"	"2258374.7802"	"20°25'15"""	"99°58'49"""	"Calle CAMINO A SAN PEDRO AHUACATLAN"	"3"			"San Juan del Río"	"QUERETARO"	"San Juan del Rio"	"76803"
"ACE8V2500111"	"ALAMBRADOS Y CIRCUITOS ELÉCTRICOS, S. DE R.L. DE C.V., PLANTA VII"	"336320"	"Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automotores"	"Automotriz"	"9M"	"Produccion de otras auto partes"	"Fabricación de arneses automotrices"	"Raúl Romanillo"	"701885.9474"	"2852258.2266"	"25°46'28"""	"108°59'12"""	"Boulevard Macario Gaxiola"	"1001 Sur"			"Los Mochis"	"SINALOA"	"Ahome"	"81285"
"ACIRP0801911"	"AEROPUERTO DE CHIHUAHUA S.A DE C.V,AEROPUERTO DE CHIHUAHUA"	"488112"	"Administración de aeropuertos y helipuertos"	"Otros"	"L7"	"Servicios de administracion de aeropuertos y helipuertos"	"Administración de Aeropuertos y Helipuertos"		"405924.9234"	"3175401.9614"	"28°42'8"""	"105°57'47"""	"Boulevard JUAN PABLO II KM. 14"	"S/N"		"Colonia AEROPUERTO"	"Chihuahua"	"CHIHUAHUA"	"Chihuahua"	"31390"
"ACM3L1100711"	"AVON COSMETICS MANUFACTURING S DE RL DE CV,AVON COSMETICOS"	"325620"	"Fabricación de cosméticos, perfumes y otras preparaciones de tocador"	"Quimica"	"N6"	"Produccion de perfumes, cosmeticos y similares a base de mezclas"	"FABRICACION Y DISTRIBUCION DE PRODUCTOS COSMETICOS"		"312132.1839"	"2266588.8323"	"20°29'19"""	"100°48'4"""	"Calle GERRERO"	"149"		"Colonia RANCHO SECO"	"Celaya"	"GUANAJUATO"	"Celaya"	"38090"
"ACM7X2201411"	"AERNNOVA COMPONENTES MEXICO SA DE CV,AERNNOVA COMPONENTES MEXICO S.A. DE C.V."	"336410"	"Fabricación de equipo aeroespacial"	"Automotriz"	"9S"	"Industria aeroespacial"	"Fabricación, reconstrucción, ensamble y subensamble de equipo aeroespacial, incluso motore"	"Querétaro"	"351566.4873"	"2303556.029"	"20°49'33"""	"100°25'35"""	"Avenida INDUSTRIA DE LA TRANSFORMACION"	"431"			"Santa Rosa Jáuregui"	"QUERETARO"	"Queretaro"	"76220"
"ACO7F1510411"	"ACEROS CORSA S.A. DE C.V.,GERDAU CORSA"	"339999"	"Otras industrias manufactureras"	"Metalurgica (incluye la siderurgica)"	"7T"	"Fundicion  y moldeo de piezas de hierro y acero"	"Fundición y Laminación de Hierro y Acero"		"486974.9934"	"2158333.185"	"19°31'10"""	"99°7'26"""	"Calle AVENIDA LA PRESA"	"2"		"Colonia SAN JUAN IXHUATEPEC"	"Tlalnepantla"	"MEXICO"	"Tlalnepantla de Baz"	"54187"
"ACR7X0803711"	"ALFA CRONOS SA DE CV,ALFA CRONOS S.A. DE C.V."	"325999"	"Fabricación de otros productos químicos"	"Quimica"	"8A"	"Galvanoplastia"	"RECUBRIMIENTOS METALICOS GALVANOPLASTIA Y OTROS"		"365684.4601"	"3513358.8345"	"31°44'52"""	"106°25'5"""	"Calle HERMANOS ESCOBAR"	"7046"	"8 9 Y 10"	"Colonia PARQUE IND. OMEGA"	"Juárez"	"CHIHUAHUA"	"Juarez"	"32649"
"ACT7X0200311"	"ACABADOS DE CALIDAD TECATE SA DE CV,ACABADOS DE CALIDAD TECATE, S.A. DE C.V."	"332810"	"Recubrimientos y terminados metálicos"	"Quimica"	"8A"	"Galvanoplastia"	"ACABADOS DE SUPERFICIES METÁLICAS"		"535315.5194"	"3601467.2935"	"32°33'0"""	"116°37'25"""	"Calle KM. 3  CARR. TECATE-ENSENADA"	"S/N"		"Colonia MACLOVIO HERRERA"	"Tecate"	"BAJA CALIFORNIA"	"Tecate"	"21482"
"ACURP2500611"	"AEROPUERTO DE CULIACAN SA DE CV,"	"488112"	"Administración de aeropuertos y helipuertos"	"Otros"	"L7"	"Servicios de administracion de aeropuertos y helipuertos"	"PRESTACIÓN DE SERVICIOS AEROPORTUARIOS"		"249899.8469"	"2741177.7419"	"24°45'53"""	"107°28'23"""	"Carretera CARR. NAVOLATO KM. 4.5"	"S/N"		"Colonia BACHIGUALATO [80130]"	"Culiacán Rosales"	"SINALOA"	"Culiacan"	"80130"
"ACV5H1605311"	"ALKEMIN, S. DE R.L. DE C.V.,"	"325190"	"Fabricación de otros productos químicos básicos orgánicos"	"Quimica"	"5H"	"Produccion de acidos organicos"	"PRODUCCIÓN DE ÁCIDOS, BASES Y SALES ORGÁNICAS"		"268038.7328"	"2179547.6628"	"19°41'51"""	"101°12'46"""	"Calle MARTIN MONGE"	"307"		"Colonia NUEVA VALLADOLID"	"Morelia"	"MICHOACAN"	"Morelia"	"58190"
"ADH5G2901511"	"ADHESIVOS, S.A. DE C.V.,"	"325999"	"Fabricación de otros productos químicos"	"Quimica"	"5Q"	"Produccion de resinas sinteticas"	"La produccion, venta y almacenamiento de Resinas, Formol, Hexamina y Paraformol"	"Corredor  Industrial Ixtacuixtla"	"563597.5116"	"2135308.4781"	"19°18'38"""	"98°23'40"""	"Calle Carretera Texmelucan-Tlaxcala"	"6.5 km"			"Villa Mariano Matamoros"	"TLAXCALA"	"Ixtacuixtla de Mariano Matamoros"	"90120"
"ADLSE0706211"	"ACUAGRANJAS DOS LAGOS SA DE CV,ACUAGRANJA DOS LAGOS SA DE CV"	"311110"	"Elaboración de alimentos para animales"	"Otros"	"2W"	"Produccion de alimentos para animales"	"FABRICACION DE HARINA Y BIODISEL"		"447538.8616"	"1937487.6606"	"17°31'22"""	"93°29'39"""	"Camino vecinal al ejido bajo Amacohite"	"SN"		"Ejido Bajo Amacohite"	"Ostuacán"	"CHIAPAS"	"Ostuacan"	"29550"
"AEMSP0805111"	"AGNICO EAGLE MEXICO SA DE CV,AGNICO EAGLE"	"212221"	"Minería de oro"	"Metalurgica (incluye la siderurgica)"	"12"	"Mineria de oro"	"EXTRACCIÓN Y BENEFICIO DE MINERAL"		"764974.4744"	"3130437.2607"	"28°16'23"""	"108°17'55"""	"Calle CONOCIDO"	"S/N"		"Colonia OCAMPO"	"Melchor Ocampo"	"CHIHUAHUA"	"Ocampo"	"33320"
"AEMSP0805112"	"AGNICO EAGLE MEXICO SA DE CV,AGNICO EAGLE MEXICO"	"212221"	"Minería de oro"	"Metalurgica (incluye la siderurgica)"	"12"	"Mineria de oro"	"Extracción y beneficio de mineral"		"759861.256"	"3136956.7682"	"28°19'59"""	"108°20'57"""	"Calle DOMICILIO CONOCIDO"	"0"		"Colonia OCAMPO"	"Melchor Ocampo"	"CHIHUAHUA"	"Ocampo"	"33320"
"AEM0900700106"	"AUTO ELECTRICOS DE MÉXICO, S.A.P.I. DE C.V.,"	"336340"	"Fabricación de partes de sistemas de frenos para vehículos automotrices"	"Automotriz"	"9L"	"Produccion de partes para el sistema de frenos automotriz"	"Fabricacion de partes automotrices (frenos)"		"491271.5511"	"2141259.9651"	"19°21'55"""	"99°4'59"""	"Avenida JAVIER ROJO GOMEZ"	"1201 A"		"Barrio SAN PEDRO"	"Iztapalapa"	"DISTRITO FEDERAL"	"Iztapalapa"	"09000"
"AEM1507000029"	"AUTO ELÉCTRICOS DE MÉXICO, S.A.P.I. DE C.V., PLANTA LOS REYES"	"339999"	"Otras industrias manufactureras"	"Automotriz"	"9L"	"Produccion de partes para el sistema de frenos automotriz"	"Fabricación de forros (balatas) para frenos automotrices"		"503278.9219"	"2139976.0944"	"19°21'13"""	"98°58'7"""	"Carretera México - Texcoco Km. 19+500"	"- -"	"- -"	"Colonia Los Reyes Acaquilpan"	"Los Reyes Acaquilpan"	"MEXICO"	"La Paz"	"56400"
"AEM972803211"	"ALCOM ELECTRONICOS DE MEXICO S.A DE C.V.,"	"339999"	"Otras industrias manufactureras"	"Equipos y articulos electronicos, electricos y domesticos"	"91"	"Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos"	"Ensamble de componentes Electronicos para la industria Automotriz"	"PARQUE INDUSTRIAL DEL NORTE"	"563603.1332"	"2879460.8747"	"26°1'57"""	"98°21'51"""	"Avenida AVE. INDUSTRIAL DEL NORTE"	"M5"	"L1"		"Reynosa"	"TAMAULIPAS"	"Reynosa"	"88730"
"AEP2107400033"	"ASOCIACIÓN DE EMPRESARIOS DEL PARQUE INDUSTRIAL CIUDAD TEXTIL DE PUEBLA AC,"	"813110"	"Asociaciones, organizaciones y cámaras de productores, comerciantes y prestadores de servicios"	"Otros"	"3C"	"Aprovechamiento de aguas subterraneas"	"SERVICIO DE APOYO A LOS NEGOCIOS"	"REAL DE HUEJOTZINGO"	"562407.5146"	"2118366.2367"	"19°9'27"""	"98°24'23"""	"Carretera KM 2.9 ENTRONQUE DE LA  FEDERAL MEXICO PUEBLA"	"SN"			"Huejotzingo"	"PUEBLA"	"Huejotzingo"	"74160"
"AES8A1403911"	"ABRILLANTADOS ESPECIALES S.A. DE C.V.,"	"331310"	"Industria básica del aluminio"	"Quimica"	"8A"	"Galvanoplastia"	"galvanoplastia"		"671187.0476"	"2284893.3342"	"20°39'19"""	"103°21'24"""	"Calle MIRLO"	"1232"		"Colonia MORELOS"	"Guadalajara"	"JALISCO"	"Guadalajara"	"44910"
"AET1605300706"	"ACEITES ESPECIALES TH SA DE CV,ACEITES EPECIALE TH S.A. DE C.V."	"311222"	"Elaboración de aceites y grasas vegetales comestibles"	"Quimica"	"MC"	"Fabricacion de aceites y grasas alimenticias"	"Elaboración de aceites y grasas Y vegetales comestibles"		"275069.209"	"2182838.824"	"19°43'41"""	"101°8'46"""	"Calle AV EJE NORTE SUR"	"451"		"Colonia CIUDAD INDUSTRIAL"	"Morelia"	"MICHOACAN"	"Morelia"	"58200"
"AFI7T0502711"	"CATERPILLAR RAMOS ARIZPE S. DE R.L. DE C.V.,"	"332999"	"Fabricación de otros productos metálicos"	"Metalurgica (incluye la siderurgica)"	"7T"	"Fundicion  y moldeo de piezas de hierro y acero"	"FUNDICION DE PIEZAS METALICAS FERROSAS"	"RAMOS ARIZPE"	"307884.3028"	"2828205.5648"	"25°33'31"""	"100°54'44"""	"Calle BLVD. INDUSTRIA DE LA TRANSFORMACION"	"3135"			"Ramos Arizpe"	"COAHUILA"	"Ramos Arizpe"	"25900"
"AFM1103200008"	"ALUMINICASTE FUNDICION DE MEXICO S DE RL DE CV,ALUMINICASTE FUNDICION DE MEXICO S. DE R.L. DE C.V."	"332999"	"Fabricación de otros productos metálicos"	"Metalurgica (incluye la siderurgica)"	"LJ"	"Fundicion de chatarra de fierro, de aluminio, de bronce, de plomo y de otros materiales metalicos"	"Fundición de aluminio"	"Parque Opcion"	"348070.1881"	"2329524.809"	"21°3'37"""	"100°27'44"""	"Avenida MONTES URALES"	"88"			"San José Iturbide"	"GUANAJUATO"	"San Jose Iturbide"	"37998"
"AFM910500221"	"AEES MANUFACTURERA S DE RL DE CV,"	"336320"	"Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automotores"	"Equipos y articulos electronicos, electricos y domesticos"	"91"	"Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos"	"Ensamble de arneses electricos y/o electronicos"	"PARQUE INDUSTRIAL AMISTAD"	"306011.4933"	"3247690.1942"	"29°20'36"""	"100°59'53"""	"Carretera  PRESA LA AMISTAD"	"KM. 5.0"			"Ciudad Acuña"	"COAHUILA"	"Acuna"	"26220"
"AFM910503511"	"AEES MANUFACTURERA S DE RL DE CV,"	"326192"	"Fabricación de autopartes de plástico con y sin reforzamiento"	"Articulos y productos plasticos"	"6E"	"Fabricacion de productos y articulos de plastico"	"FABRICACION DE AUTOPARTES DE PLASTICO CON Y SIN REFORZAMIENTO"	"IND. LAS AMERICAS"	"664806.7053"	"2824533.0378"	"25°31'44"""	"103°21'35"""	"Boulevard CARRETERA A  MATAMOROS ENTRONQUE CON MIELERAS LOTE 11 Y 12"	"S/N"	"S/N"		"Torreón"	"COAHUILA"	"Torreon"	"27277"
"AFM910803713"	"AEES MANUFACTURERA S DE RL DE CV,"	"336320"	"Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automotores"	"Equipos y articulos electronicos, electricos y domesticos"	"91"	"Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos"	"Manufactura y Ensamble de Arneses y Componentes Electrónicos Automotrices"		"367736.8191"	"3510750.2213"	"31°43'28"""	"106°23'45"""	"Calle FRESNEL"	"7650"		"Colonia PARQUE IND. A.J. BERMUDEZ"	"Juárez"	"CHIHUAHUA"	"Juarez"	"32470"
"AFRLN0803711"	"ASFALTOS DE LA FRONTERA SA DE CV,ASFALTOS DE LA FRONTERA S.A. DE C.V."	"324120"	"Fabricación de productos de asfalto"	"Petroleo y petroquimica"	"6A"	"Produccion de asfalto y sus mezclas para pavimentacion"	"FABRICACION DE PRODUCTOS BASE ASFALTO"		"365112.0592"	"3503441.3668"	"31°39'29"""	"106°25'21"""	"Calle AVE. MANUEL J. CLOUTHIER"	"280"		"Colonia ZARAGOZA"	"Juárez"	"CHIHUAHUA"	"Juarez"	"32551"
"AFS1I0500211"	"ARCONIC FASTENING SYSTEMS & RINGS (MEXICO I), S. DE R.L. DE C.V.,ARCONIC FASTENING SYSTEMS & RINGS (MEXICO I), S. DE R.L. DE C.V"	"332720"	"Fabricación de tornillos, tuercas, remaches y similares"	"Articulos y productos metalicos"	"83"	"Produccion de tornillos, clavos, tuercas y similares"	"Fabricación de otros productos metálicos"	"PARQUE INDUSTRIAL AMISTAD"	"306042.336"	"3247604.5485"	"29°20'33"""	"100°59'51"""	"Calle HIDALGO"	"120"			"Ciudad Acuña"	"COAHUILA"	"Acuna"	"26220"
