"NRA"	"NOMBRE"	"SCIAN"	"DESCRIPCIÓN SCIAN"	"SECTOR"	"CLAVE
AMBIENTAL"	"SUBSECTOR"	"PRINCIPAL ACTIVIDAD PRODUCTIVA"	"PARQUE INDUSTRIAL"	"COORDENADA 
UTM X"	"COORDENADA 
UTM Y"	"LATITUD 
NORTE"	"LONGITUD 
OESTE"	"CALLE"	"NÚM. EXT"	"NÚM. INT"	"COLONIA"	"LOCALIDAD"	"ESTADO"	"MUNICIPIO"	"C.P."
"ABA6E1505111"	"ABA S.A DE C.V."	"326110"	"Fabricación de bolsas y películas de plástico flexible"	"Articulos y productos plasticos"	"ZA"	"Produccion de telas y laminados plasticos"	"PELICULAS PLASTICAS"				"19°17'11"""	"99°30'40"""	"ALAMO SN"	"SN"		"LA ESTACION"	"LERMA"	"MEXICO"	"Lerma"	"52000"
"ABC8A0200411"	"ALUMINIO DE BAJA CALIFORNIA, S.A DE C.V."	"332810"	"Recubrimientos y terminados metálicos"	"Quimica"	"QU"	"Anodizado de aluminio"	"EXTRUSION, ANODIZADO Y PINTURA DE PERFILES DE ALUMINIO"				"32°25'44"""	"117°1'52"""	"KM. 16,432 CARRETERA LIBRE TIJUANA-ENSEN"	"0"		"SAN ANTONIO DE LOS BUENOS"	"TIJUANA"	"BAJA CALIFORNIA"	"Tijuana"	"22563"
"ABE5Q1507011"	"ACABADOS BETA SA"	"325211"	"Fabricación de resinas sintéticas"	"Quimica"	"5Q"	"Produccion de resinas sinteticas"	"PRODUCCIÓN DE RESINAS SINTÉTICAS (INCLUYE PLASTIFICANTES)."				"19°21'58"""	"98°57'52"""	"FERROCARRIL MEXICO-ACAPULCO"	"350"		"LA MAGDALENA ATLICPAC"	"LOS REYES LA PAZ"	"MEXICO"	"La Paz"	"56500"
"ABFLJ1508111"	"ALEACIONES DE BRONCES FINOS, S.A. DE C.V."	"331510"	"Moldeo por fundición de piezas de hierro y acero"	"Metalurgica (incluye la siderurgica)"	"LJ"	"Fundicion de chatarra de fierro, de aluminio, de bronce, de plomo y de otros materiales metalicos"	"FUNDICIÓN DE CHATARRA DE FIERRO, DE ALUMINIO, DE BRONCE, DE PLOMO Y DE OTROS MATERIALES ME"				"19°29'35"""	"99°11'51"""	"Aquiles Serdan"	"6"		"San Pedro Atzompan"	"NA"	"MEXICO"	"Tecamac"	"55770"
"ABL911904611"	"ACUITY BRANDS LIGHTING DE MEXICO, S. DE R.L. DE C.V. PLANTA MEZQUITAL"	"237131"	"Construcción de obras de generación y conducción de energía eléctrica"	"Equipos y articulos electronicos, electricos y domesticos"	"91"	"Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos"	"ENSAMBLE DE LUMINARIAS"	"LOS PARQUES"			"25°44'47"""	"100°14'19"""	"AVE. LOS PARQUES"	"320"		"INDUSTRIAL LOS PARQUES"		"NUEVO LEON"	"San Nicolas de los Garza"	"66445"
"ABL921902611"	"ACUITY BRANDS LIGHTING DE MÉXCIO, S. DE R.L. DE C.V."	"335110"	"Fabricación de focos"	"Equipos y articulos electronicos, electricos y domesticos"	"92"	"Produccion de focos y tubos de iluminacion"	"FEBRICACIÓN Y NSAMBLE DE LUMINARIOS FLUORESCENTES Y HID"	"PARQUE INDUSTRIAL LA SILLA"			"25°39'12"""	"100°10'39"""	"AVE. LA SILLA"	"7711"		"SANTA MARÍA"	"GUADALUPE"	"NUEVO LEON"	"Guadalupe"	"67190"
"ABPMC1000711"	"ADM BIO PRODUCTOS S.A. DE C.V."	"311222"	"Elaboración de aceites y grasas vegetales comestibles"	"Quimica"	"MC"	"Fabricacion de aceites y grasas alimenticias"	"PRODUCCIÓN DE ACEITES Y GRASAS CUANDO EN SU FABRICACIÓN EXISTE REACCIÓN QUÍMICA O EXTRACCI"				"25°33'1"""	"103°29'0"""	"BLVD. MIGUEL ALEMAN"	"KM. 11.40"		"CENTRO"	"GOMEZ PALACIO"	"DURANGO"	"Gomez Palacio"	"35000"
"ABRLJ1505111"	"ARTE EN BRONCE, S.A. DE C.V."	"331520"	"Moldeo por fundición de piezas metálicas no ferrosas"	"Metalurgica (incluye la siderurgica)"	"LJ"	"Fundicion de chatarra de fierro, de aluminio, de bronce, de plomo y de otros materiales metalicos"	"FUNDICIÓN DE CHATARRA DE FIERRO, DE ALUMINIO, DE BRONCE, DE PLOMO Y DE OTROS MATERIALES ME"	"PARQUE INDUSTRIAL EL CERRILLO"			"19°17'51"""	"261°32'10"""	"ALFREDO DEL MAZO 15 C"	"15"	"C"	"PARQUE INDUSRIAL EL CERRILLO"	"LERMA"	"MEXICO"	"Lerma"	"52000"
"ABS7T0503011"	"ALUMINIO Y BRONCES DE SALTILLO, S.A. DE C.V."	"331310"	"Industria básica del aluminio"	"Metalurgica (incluye la siderurgica)"	"7Q"	"Afinacion y laminacion de aluminio"	"Fundicion de Aluminio"				"25°27'57"""	"100°59'52"""	"Calle Primera"	"1000"		"Nazario Ortiz Garza"	"Saltillo"	"COAHUILA"	"Saltillo"	"25100"
"ACA8A1502411"	"ACEROS CAMESA S.A. DE C.V."	"332810"	"Recubrimientos y terminados metálicos"	"Quimica"	"8A"	"Galvanoplastia"	"GALVANOPLASTIA (EN PIEZAS METÁLICAS; NO INCLUYE JOYERÍA)."	"ZONA INDUSTRIAL CUAUTITLAN"			"19°31'26"""	"99°9'1"""	"Km17.5 CARRETERA TLALNEPANTLA CUAUTITLAN"	"SIN NUMERO"		"EL PILAR"	"CUATITLAN"	"MEXICO"	"Cuautitlan"	"54879"
"ACAKE1903911"	"AUTOMOVILES Y CAMIONES S.A. DE C.V."	"811111"	"Reparación mecánica en general de automóviles y camiones"	"Otros"	"KE"	"Reparacion y mantenimiento automotriz"	"VENTA DE AUTOS NUEVOS Y SEMINUEVOS SERVICIO DE MANTENIMIENTO Y VENTA DE REFACCIONES"				"25°42'33"""	"100°18'43"""	"AV. ALFONSO REYES"	"3635"		"DEL NORTE"		"NUEVO LEON"	"Monterrey"	"64500"
"ACAKE2300811"	"AUTOMOTORES DE CANCUN, S.A. DE C.V.   PLAYA DEL CARMEN"	"811111"	"Reparación mecánica en general de automóviles y camiones"	"Otros"	"KE"	"Reparacion y mantenimiento automotriz"	"COMPRA VENTA DE AUTOS NUEVOS, REFACCIONES Y SERVICIOS DE TALLER"				"20°37'9"""	"87°4'1"""	"CARRETERA FEDERAL TULUM- CANCUN"	"104"	"1"	"ZAZIL HA"	"PLAYA DEL CARMEN"	"QUINTANA ROO"	"Solidaridad"	"77710"
"ACARP2300511"	"AEROPUERTO DE CANCÚN, S. A DE C. V"	"488112"	"Administración de aeropuertos y helipuertos"	"Otros"	"L7"	"Servicios de administracion de aeropuertos y helipuertos"	"ADMINISTRACIÓN DE AEROPUERTOS"	"AEROPUERTO"			"21°2'15"""	"86°52'37"""	"CARRETERA CANCÚN CHETUMAL KM. 22"	"NA"			"CANCÚN"	"QUINTANA ROO"	"Benito Juarez"	"77565"
"ACCEE1903921"	"AUTOMOTRIZ CONTRY COMERCIAL S.A. DE C.V."	"811111"	"Reparación mecánica en general de automóviles y camiones"	"Otros"	"EE"	"Centros distribuidores de autotransportes "	"VENTA DE AUTOS NUEVOS Y SEMINUEVOS SERVICIO DE MANTTO. Y REFACCIONES"				"25°37'59"""	"100°16'57"""	"AV. EUGENIO GARZA SADA"	"3832 SUR"		"MAS PALOMAS"	"MONTERREY"	"NUEVO LEON"	"Monterrey"	"64780"
"ACCQA1409711"	"ALEN DEL NORTE S. A.  DE C. V."	"325610"	"Fabricación de jabones, limpiadores y dentífricos"	"Quimica"	"QV"	"Fabricacion de productos quimicos para aseo en general"	"FABRICACIÓN DE PRODUCTOS DE LIMPIEZA"	"CORREDOR INDUSTRIAL"			"20°29'15"""	"103°16'5"""	"CARRETERA GUADALAJARA EL SALTO KM 24.5"	"SN"		"LA ALAMEDA"	"TLAJOMULCO DE ZUCIGA"	"JALISCO"	"Tlajomulco de Zuniga"	"44680"
"ACE6E2603011"	"ALAMBRADOS Y CIRCUITOS ELÉCTRICOS S.A. DE C.V."	"326199"	"Fabricación de otros productos de plástico sin reforzamiento"	"Articulos y productos plasticos"	"6E"	"Fabricacion de productos y articulos de plastico"	"Inyección de Plástico para moldeo"	"Parque Industrial Dynatech Sur"			"28°59'27"""	"110°54'16"""	"Boulevard Fusión esq. Ave. Mercury"	"120"		"Parque Industrial"	"Hermosillo"	"SONORA"	"Hermosillo"	"83297"
"ACE7F1104411"	"ARCELORMITTAL CELAYA S.A. DE C.V."	"331111"	"Complejos siderúrgicos"	"Metalurgica (incluye la siderurgica)"	"7F"	"Laminacion primaria de hierro y acero"	"LAMINACIÓN PRIMARIA DE HIERRO Y ACERO (INCLUYE FERROALEACIONES, ACEROS COMUNES Y ESPECIALE"				"20°30'57"""	"100°54'45"""	"carretera panamericana tramo Celaya-sala"	"km. 7.5"		"rancho el chinaco"	"Villagran"	"GUANAJUATO"	"Villagran"	"38110"
"ACE7T2201611"	"ACERLAN S.A. DE C.V."	"331510"	"Moldeo por fundición de piezas de hierro y acero"	"Metalurgica (incluye la siderurgica)"	"7T"	"Fundicion  y moldeo de piezas de hierro y acero"	"FUNDICIÓN Y MOLDEO DE PIEZAS DE HIERRO Y ACERO."	"Zona Industrial Valle de Oro"			"20°25'12"""	"99°58'51"""	"CAMINO A SAN PEDRO AHUACATLAN"	"3"		"VALLE DE ORO"		"QUERETARO"	"San Juan del Rio"	"76802"
"ACE8V2500111"	"ALAMBRADOS Y CIRCUITOS ELÉCTRICOS S.A DE C.V.ACE VII"	"336320"	"Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automotores"	"Equipos y articulos electronicos, electricos y domesticos"	"91"	"Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos"	"Ensamble de Arneses Automotrices"				"25°46'21"""	"108°59'6"""	"Blvd. Macario Gaxiola Sur"	"1001"		"Raúl Romanillo"	"Los Mochis"	"SINALOA"	"Ahome"	"81285"
"ACI3L1509511"	"AMB ACCION CARRIZAL INDUSTRIAL PARK S DE R.L DE C.V"	"493120"	"Almacenamiento con refrigeración"	"Alimenticio y/o de consumo humano"	"QD"	"Almacenes de productos congelados y en refrigeracion"	"BODEGA DE ALMACEDNAMIENTO DE PRODUCTOS PERECEDEROS Y NO PERECEDEROS"				"19°42'46"""	"99°11'56"""	"CIRCUNVALACIÓN"	"20"		"BARRIO TEXCACOA"		"MEXICO"	"Tepotzotlan"	"54605"
"ACM3L1100711"	"AVON COSMETICS MANUFACTURING S DE RL DE CV"	"325620"	"Fabricación de cosméticos, perfumes y otras preparaciones de tocador"	"Quimica"	"N6"	"Produccion de perfumes, cosmeticos y similares a base de mezclas"	"FABRICACION Y DISTRIBUCION DE PRODUCTOS COSMETICOS"				"20°29'5"""	"100°47'59"""	"GUERRERO"	"149"		"RANCHO SECO"		"GUANAJUATO"	"Celaya"	"38090"
"ACM690900511"	"ASHLAND CHEMICAL DE MEXICO S.A DE D.C.V."	"325999"	"Fabricación de otros productos químicos"	"Quimica"	"MB"	"Produccion de substancias quimicas a partir de mezclas "	"FABRICACION DE ADITIVOS PARA PAPEL A PARTIR DE MEZCLAS CON Y SIN REACCION QUIMICA."				"19°28'43"""	"99°7'71"""	"Sara"	"4553"		"Guadalupe Tepeyac"		"DISTRITO FEDERAL"	"Gustavo A. Madero"	"07840"
"ACO5W1510411"	"ASTRO COMERCIAL S.A. DE C.V."	"325610"	"Fabricación de jabones, limpiadores y dentífricos"	"Quimica"	"5W"	"Produccion de jabones y detergentes"	"PRODUCCIÓN DE JABONES Y DETERGENTES (SÓLO SI SE PRODUCEN LAS SUSTANCIAS BÁSICAS; INCLUYE O"				"19°31'33"""	"99°12'38"""	"PROLONGACION GALEANA"	"273"		"MIGUEL HIDALGO"		"MEXICO"	"Tlalnepantla de Baz"	"54460"
"ACO7F1510411"	"ACEROS CORSA S.A. DE C.V."	"331111"	"Complejos siderúrgicos"	"Metalurgica (incluye la siderurgica)"	"7F"	"Laminacion primaria de hierro y acero"	"LAMINACIÓN PRIMARIA DE HIERRO Y ACERO (INCLUYE FERROALEACIONES, ACEROS COMUNES Y ESPECIALE"	"FRACCIONAMIENTO INDUSTRIAL LA PRESA"			"19°31'14"""	"99°7'26"""	"AV. DE LA PRESA"	"2"		"FRACC. INDUSTRIAL LA PRESA"		"MEXICO"	"Tlalnepantla de Baz"	"54187"
"ACOLJ1403911"	"ALUMINIO CONESA, S.A. DE C.V."	"331520"	"Moldeo por fundición de piezas metálicas no ferrosas"	"Metalurgica (incluye la siderurgica)"	"LJ"	"Fundicion de chatarra de fierro, de aluminio, de bronce, de plomo y de otros materiales metalicos"	"FUNDICION Y EXTRUSION DE ALUMINIO."				"20°37'20"""	"103°20'15"""	"ANTIGUA CARRETERA A CHAPALA"	"3345"		"ALAMO INDUSTRIAL"	"GUADALAJARA"	"JALISCO"	"Guadalajara"	"44470"
"ACOTE2800311"	"COMPAÑIA ABASTECEDORA DE COMBUSTIBLE, S.A. DE C.V. PLANTA CIUDAD MADERO"	"468411"	"Comercio al por menor de gasolina y diesel"	"Otros"	"C2"	"Comercializacion, almacenamiento y distribucion de productos derivados del petroleo a usuarios finales"	"COMPRA-VENTA ALMACENAMIENTO Y DISTRIBUCIÓN DE COMBUSTIBLES"	"Corredor Regional Zona Industrial"			"22°17'24"""	"97°38'30"""	"Carretera Tampico Mante Km. 17.2"	"sin numero"		"Laguna de la Puerta"	"Altamira"	"TAMAULIPAS"	"Altamira"	"89608"
"ACT7X0200311"	"ACABADOS DE CALIDAD TECATE S.A. DE C.V."	"332999"	"Fabricación de otros productos metálicos"	"Articulos y productos metalicos"	"7X"	"Fabricacion de articulos y productos metalicos"	"ACABADOS METALICOS PARTA CERRADURAS, ACCESORIOS DE BACOS/REGADERAS"	"NO ESPECIFICO"			"32°33'15"""	"116°37'26"""	"Km 3 CARRETERA TECATE ENSENADA"	"NA"		"Maclovio Herrera"	"TECATE"	"BAJA CALIFORNIA"	"Tecate"	"21490"
"ACUEE1901911"	"AUTO CAMIONES UNIVERSIDAD S.A DE C.V"	"468112"	"Comercio al por menor de automóviles y camionetas usados"	"Otros"	"EE"	"Centros distribuidores de autotransportes "	"REPARACION DE VEHICULOS AUTOMOTORES"				"25°38'30"""	"100°19'32"""	"MARIA IZQUIERDO"	"519"		"VALLE ORIENTE"	"SAN PEDRO GARZA GARCIA"	"NUEVO LEON"	"San Pedro Garza Garcia"	"66220"
"ACUKE1903911"	"AUTOPOLIS CUMBRES S.A. DE C.V."	"811111"	"Reparación mecánica en general de automóviles y camiones"	"Otros"	"KE"	"Reparacion y mantenimiento automotriz"	"COMPRA VENTA DE VEHICULOS NUEVOS Y SEMINUEVOS SERVICIO DE MTTO. AUTOMOTRIZ Y REFACCIONES"				"25°43'44"""	"100°22'35"""	"PASEO DE LOS TRINFADORES"	"3231"		"CUMBRES 8avo. SECTOR"	"MONTERREY"	"NUEVO LEON"	"Monterrey"	"64610"
"ACUKE1903921"	"AUTOMOTORES CUMBRES S.A. DE C.V."	"811111"	"Reparación mecánica en general de automóviles y camiones"	"Otros"	"KE"	"Reparacion y mantenimiento automotriz"	"COMPRA VENTA DE VEHICULOS SERVICIO DE MANTTO. Y VENTA DE REFACCIONES"				"25°43'37"""	"100°23'43"""	"AV. PASEO DE LOS LEONES"	"3200"		"BOSQUES DE CUMBRES"	"MONTERREY"	"NUEVO LEON"	"Monterrey"	"64360"
"ACUKE1904611"	"AUTO CAMIONES UNIVERSIDAD SA DE CV"	"811111"	"Reparación mecánica en general de automóviles y camiones"	"Otros"	"KE"	"Reparacion y mantenimiento automotriz"	"REPARACION DE VEHICULOS AUTOMOTORES"				"25°43'23"""	"100°18'26"""	"AV. ALFONSO REYES"	"1000"		"CUAUHTEMOC"	"SAN NICOLAS DE LOS GARZA"	"NUEVO LEON"	"San Nicolas de los Garza"	"66400"
"ACV5H1605311"	"ALKEMIN S. DE R.L. DE C.V."	"325190"	"Fabricación de otros productos químicos básicos orgánicos"	"Quimica"	"5H"	"Produccion de acidos organicos"	"PRODUCCIÓN DE ÁCIDOS, BASES Y SALES ORGÁNICAS."				"19°41'48"""	"101°12'46"""	"MARTIN MONGE"	"307"		"NUEVA VALLADOLID"	"MORELIA"	"MICHOACAN"	"Morelia"	"58190"
"ADE5P1901611"	"AGROFORMULADORA DELTA, S. A. DE C. V."	"325320"	"Fabricación de pesticidas y otros agroquímicos, excepto fertilizantes"	"Quimica"	"5P"	"Produccion de plaguicidas y otros quimicos agricolas"	"PRODUCCIÓN DE PLAGUICIDAS Y OTROS QUÍMICOS AGRÍCOLAS (INCLUYE PRODUCTOS ORGÁNICOS E INORGÁ"	"PARQUE INDUSTRIAL DE  DR. GOMZALEZ"			"25°51'19"""	"99°57'13"""	"AV. PARQUE INDUSTRIAL S/N°"	"Num 3"	"Num 3"	"P. IND. DR. GONZXALEZ"	"DR. GONZALEZ"	"NUEVO LEON"	"Dr. Gonzalez"	"66600"
"ADH5G2901511"	"ADHESIVOS, S.A.D E C.V."	"325110"	"Fabricación de petroquímicos básicos del gas natural y del petróleo refinado"	"Petroleo y petroquimica"	"5G"	"Petroquimica basica "	"PETROQUÍMICA BÁSICA (INCLUYE PROCESAMIENTO DE CUALQUIER TIPO DE GAS)."	"PARQUE INDUSTRIAL"			"19°18'39"""	"98°23'38"""	"KM 6.5 CARRETERA TEXMELUCAN TLAXCALA"	"NA"	"NA"	"CORR. IND. IXTACUIXTLA"	"SAN FELIPE IXTACUIXTLA DE MARIANO MATAMOROS"	"TLAXCALA"	"Ixtacuixtla de Mariano Matamoros"	"90120"
"ADIKE1503711"	"AUTOMOVILES DINAMICOS S. DE R.L. DE C.V."	"811111"	"Reparación mecánica en general de automóviles y camiones"	"Otros"	"EE"	"Centros distribuidores de autotransportes "	"VENTA DE AUTOMOVILES NUEVOS AL CONSUMIDOR  CON SERVICIO AUTOMOTRIZ"				"19°24'10"""	"99°16'20"""	"Blvd. Magnocentro"	"17"		"Centro Urbano San Fernando La Herradura"		"MEXICO"	"Huixquilucan"	"52760"
"ADM7T2402821"	"ACEROS DM., S. A. DE C. V."	"331510"	"Moldeo por fundición de piezas de hierro y acero"	"Metalurgica (incluye la siderurgica)"	"7T"	"Fundicion  y moldeo de piezas de hierro y acero"	"FUNDICIÓN Y MOLDEO DE PIEZAS DE HIERRO Y ACERO."	"ZONA INDUSTRIAL DE SAN LUIS POTOSÍ"			"22°6'17"""	"100°55'7"""	"EJE 114"	"415"		"ZONA INDUSTRIAL"	"SAN LUIS POTOSÍ"	"SAN LUIS POTOSI"	"San Luis Potosi"	"78395"
"AEA910500211"	"APARATOS ELECTRICOS DE ACUÑA S.A DE C.V"	"335999"	"Fabricación de otros productos eléctricos"	"Equipos y articulos electronicos, electricos y domesticos"	"91"	"Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos"	"Ensamblado de Diferentes Partes que son Utilizadas en la Industria Electrica"	"Parque Industrial Amistad"			"29°20'31"""	"101°2'2"""	"Carretera Presa La Amistad"	"Km. 7"				"COAHUILA"	"Acuna"	"26220"
"AEEBU0900712"	"ALUMINIO EXTRUIDO EXTRAL, S.A. DE C.V.  400"	"331310"	"Industria básica del aluminio"	"Metalurgica (incluye la siderurgica)"	"7Q"	"Afinacion y laminacion de aluminio"	"FABRICACION DE PERFILES DE ALUM INIO"				"19°20'31"""	"99°5'22"""	"ESPACA"	"400"		"GRANJAS ESTRELLA"		"DISTRITO FEDERAL"	"Gustavo A. Madero"	"09850"
"AEI6D0803711"	"ANSELL EDMONT INDUSTRIAL INC. DE MEXICO S.A. DE C.V."	"326290"	"Fabricación de otros productos de hule"	"Quimica"	"6D"	"Fabricacion de articulos y productos de hule "	"ENSAMBLE / MANUFACTURA / PRODUCCION DE TODA CLASE DE GUANTES Y RECUBRIMIENTOS DE HULE"	"PARQUE INDUSTRIAL A. J. BERMUDEZ"			"31°44'6"""	"106°28'42"""	"AVE. ANTONIO J. BERMUDEZ"	"1050"		"ANTONIO J BERMUDEZ"	"CD JUAREZ"	"CHIHUAHUA"	"Juarez"	"32470"
"AEL911501311"	"APPLETON ELECTRIC, S.A. DE C.V."	"335999"	"Fabricación de otros productos eléctricos"	"Equipos y articulos electronicos, electricos y domesticos"	"91"	"Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos"	"MANUFACTURA, ENSAMBLE Y EMPAQUE DE PRODUCTOS ELECTRICOS"				"19°33'0"""	"99°14'0"""	"ALFREDO DEL MAZO"	"9"		"ZONA INDUSTRIAL 1 Y 2"	"ESTADO DE MEXICO"	"MEXICO"	"Atizapan de Zaragoza"	"52968"
"AEM972803211"	"ALCOM ELECTRONICOS DE MEXICO S.A. DE MEXICO"	"336320"	"Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automotores"	"Equipos y articulos electronicos, electricos y domesticos"	"91"	"Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos"	"PRODUCCION DE EQUIPO ELECTRICO Y ELECTRONICO DE USO AUTOMOTRIZ"	"Parque Industrial del Norte"			"26°2'27"""	"98°21'56"""	"Avenida Industrial Lote 5 y 1 SN"	"SN"			"REYNOSA"	"TAMAULIPAS"	"Reynosa"	"88736"
"AEMSP0805111"	"AGNICO EAGLE MEXICO SA DE CV"	"212221"	"Minería de oro"	"Metalurgica (incluye la siderurgica)"	"12"	"Mineria de oro"	"EXPLORACION Y BENEFICIO DE MINERALES"	"PINOS ALTOS"			"28°16'24"""	"108°17'56"""	"CONOCIDO"	"SN"			"PINOS ALTOS"	"CHIHUAHUA"	"Ocampo"	"33321"
"AEN6A1900911"	"ASFALTOS ENERGEX, S. A. DE C. V."	"434230"	"Comercio al por mayor de combustibles de uso industrial"	"Petroleo y petroquimica"	"6A"	"Produccion de asfalto y sus mezclas para pavimentacion"	"Reciclado de aceite usado y Distribución de derivados del petroleo"	"Zona Industrial y Comercial"			"25°34'40"""	"100°1'42"""	"Libramiento Martinez Dominguez"	"Km 0.5"		"N. A."	"Cadereyta Jimenez"	"NUEVO LEON"	"Cadereyta Jimenez"	"67450"
"AEP7T1306311"	"MARTIN ARREGUIN PACHECO"	"331510"	"Moldeo por fundición de piezas de hierro y acero"	"Metalurgica (incluye la siderurgica)"	"7T"	"Fundicion  y moldeo de piezas de hierro y acero"	"FUNDICION DE PIEZAS DE HIERRO COLADO"	"MIXTO"			"19°57'36"""	"99°16'99"""	"CARRETERA CONEJOS Y O MELCHOR"	"SN"	"SN"	"CONEJOS"	"HIDALGO"	"HIDALGO"	"Tepeji del Rio de Ocampo"	"42870"
