actprincipal	actsemarnat	anio	calle	claveambiental	codigopostal	colonia	descscian	entrec1	entrec2	establecimiento	estado	latitudnorte	localidad	longitudoeste	municipio	nra	numexterior	numinterior	parqueindustrial	scian	sector	subsector	utmx	utmy
FABRICACION Y VENTAS DE RESINAS SINTETICAS	Atributo no considerado en este año	2012	Av. del Marques	5Q	76246.0	Parque Industrial Bernardo Quintana	Fabricación de resinas sintéticas.	Av. del Marques	Esquina Carreterra Los Cues	WYN DE MEXICO PRODUCTOS QUIMICOS	QUERETARO	"20°34'10"""	El Marques	"100°24'30"""	El Marques	WMP5Q2201111	13		Parque Indusrial Bernardo Quintana	325211	Quimica	Atributo no considerado en este año	Atributo no considerado en este año	Atributo no considerado en este año
FABRICACION DE ENVASES DE CARTON	Atributo no considerado en este año	2012	PRINCIPAL	58	54475.0	LA COLMENA	Fabricación de envases de cartón.	DE LAS HUERTAS	PROGRESO	INTERNATIONAL PAPER EMPAQUES INDUSTRIALES DE MEXICO, S. DE R.L. DE C.V.	MEXICO	"19°36'20"""	NICOLAS ROMERO	"99°17'33"""	Nicolas Romero	WNEHI1506011	SN			322210	Celulosa y papel	Atributo no considerado en este año	Atributo no considerado en este año	Atributo no considerado en este año
RECOLECCION TRANSPORTE Y TRATAMIENTO DE RESIDUOS PELIGROSOS BIOLOGICO INFECCIOSOS E INDUST	Atributo no considerado en este año	2012	VENADO	LT	52300.0	PARQUE INDUSTRIAL TENANGO	Manejo de residuos peligrosos y servicios de remediación a zonas dañadas por materiales o residuos peligrosos.	LLAMA	LINCE	WASTE SERVICES, S.A. DE C.V.	MEXICO	"19°9'59"""	TENANGO	"99°31'59"""	Tenango del Valle	WSERE1509011	111		PARQUE INDUSTRIAL TENANGO	562111	Tratamiento de residuos peligrosos	Atributo no considerado en este año	Atributo no considerado en este año	Atributo no considerado en este año
PRODUCCIÓN DE BOTELLAS, ENVASES Y SIMILARES DE VIDRIO (SÓLO CUANDO SE ELABORA EL VIDRIO; N	Atributo no considerado en este año	2012	Boulevard Antonino Fernández Rodríguez	6Z	95180.0	La Victoria	Fabricación de envases y ampolletas de vidrio.	No aplica	No aplica	Vidriera de Tierra Blanca, S.A. de C.V.	VERACRUZ	"18°27'36"""	Tierra Blanca	"96°19'51"""	Tierra Blanca	VTB6Z3017411	101			327213	vidrio	Atributo no considerado en este año	Atributo no considerado en este año	Atributo no considerado en este año
PRODUCCIÓN DE BOTELLAS, ENVASES Y SIMILARES DE VIDRIO (SÓLO CUANDO SE ELABORA EL VIDRIO; N	Atributo no considerado en este año	2012	CARRETERA MEXICO TOLUCA KM 57.5	6Z	50200.0	EL COECILLO	Fabricación de envases y ampolletas de vidrio.	PASEO TOLLOCAN	AVENIDA TECNOLOGICO	VIDRIERA TOLUCA S.A. DE C.V.	MEXICO	"19°17'14"""		"99°34'25"""	Toluca	VTO6Z1510611	SN	SN	PARQUE INDUSTRIAL EL COECILLO	327213	vidrio	Atributo no considerado en este año	Atributo no considerado en este año	Atributo no considerado en este año
FUNDICION DE CHATARRA DE BRONCE Y FABRICACION DE VALVULAS	Atributo no considerado en este año	2012	DR. R. MICHEL	LJ	44940.0	ZONA INDUSTRIAL	Moldeo por fundición de piezas metálicas no ferrosas.	GABINO BARREDA	JAZMIN	VALVULAS URREA, S.A. DE C.V.	JALISCO	"20°39'3"""		"103°20'32"""	Guadalajara	VURLJ1403911	825			331520	Metalurgica (incluye la siderurgica)	Atributo no considerado en este año	Atributo no considerado en este año	Atributo no considerado en este año
PRODUCCIÓN DE VIDRIO PLANO, LISO Y LABRADO (INCLUYE SUS PRODUCTOS SÓLO CUANDO SE ELABORA E	Atributo no considerado en este año	2012		6W	66000.0		Fabricación de vidrio.			Vitro Vidrio y Cristal S.A. De C.V.	NUEVO LEON	"24°46'0"""	GARCIA	"100°34'0"""	Garcia	VVC6W1901811			CARRETERA A GARCIA KM 10	327211	vidrio	Atributo no considerado en este año	Atributo no considerado en este año	Atributo no considerado en este año
CORTE Y LAVADO DE PANTALONES DE MEZCLILLA	Atributo no considerado en este año	2012	INTERIOR	3K	33000.0		Acabado de productos textiles.			WRANGLER DE CHIHUAHUA SA DE CV	CHIHUAHUA	"28°10'43"""	DELICIAS	"105°26'54"""	Delicias	WCI3K0802111	UNO		PARQUE INDUSTRIAL FAMA	313310	Textiles, fibras e hilos	Atributo no considerado en este año	Atributo no considerado en este año	Atributo no considerado en este año
Fabricación de compuestos para la construcción	Atributo no considerado en este año	2012	Isidro Fabela SN	MB	52600.0		Fabricación de otros productos químicos.	Isidro Fabela	Benito Juárez	W.R. Grace Holdings S.A. de C.V.	MEXICO	"19°10'8"""	Santiago Tianguistenco	"99°28'1"""	Tianguistenco	WGHMB1510111	SN		Parque Industrial Santiago Tianguistenco	325999	Quimica	Atributo no considerado en este año	Atributo no considerado en este año	Atributo no considerado en este año
FABRICACION DE MUEBLES DE MADERA	Atributo no considerado en este año	2012	BLVD. GONZALEZ DE LA VEGA	4T	35078.0	PARQ. IND. LAGUNERO	Fabricación de otros productos de madera.	MAPIMI	POANAS	WOODCRAFTERS HOME PRODUCTS S. DE R.L. DE C.V.	DURANGO	"25°33'47"""	GOMEZ PALACIO	"103°28'12"""	Gomez Palacio	WHPAN1000711	353		PARQUE INDUSTRIAL LAGUNERO	321999	Madera y Productos	Atributo no considerado en este año	Atributo no considerado en este año	Atributo no considerado en este año
FABRICACIÓN DE LAVADORAS	Atributo no considerado en este año	2012	Empresas	9C	66634.0	El Milagro	Fabricación de aparatos de línea blanca.	Danfoss	Metalsa	WHIRLPOOL INTERNACIONAL S. DE R.L. DE CV PLANTA HORIZON	NUEVO LEON	"25°45'11"""	Apodaca	"100°12'18"""	Apodaca	WIN9C1900611	Km	16.13	Parque Industrial Acros Whirlpool	335220	Equipos y articulos electronicos, electricos y domesticos	Atributo no considerado en este año	Atributo no considerado en este año	Atributo no considerado en este año
FABRICACION DE MUEBLES DE ALUMINIO	Atributo no considerado en este año	2012	MANUEL GUTIERREZ NAJERA Y EJE VIAL J. G.	7X	32250.0	SAN ANTONIO	Fabricación de otros productos metálicos.	MANUEL GUTIERREZ NAJERA	EJE VIAL JUAN GABRIEL	WINSTON JUAREZ, S. DE R.L. DE C.V.	CHIHUAHUA	"31°42'53"""		"106°27'52"""	Juarez	WJU7Q0803711	9315		FUERA DE PARQUES	332999	Articulos y productos metalicos	Atributo no considerado en este año	Atributo no considerado en este año	Atributo no considerado en este año
PRODUCCIÓN DE TODO TIPO DE PINTURAS, RECUBRIMIENTOS E IMPERMEABILIZANTES (EXCLUYE PRODUCTO	Atributo no considerado en este año	2012	AV. CIRCUITO DE LA INDUSTRIA SUR	5U	52000.0	PARQUE INDUSTRIAL LERMA	Fabricación de pinturas y recubrimientos.	AV. SANTA ROSA	AV. CIRCUITO DE LA INDUSTRIA	VITRACOAT PINTURAS EN POLVO, S.A. DE C.V.	MEXICO	"19°28'10"""	LERMA	"99°19'15"""	Lerma	VPP5U1505111	284		PARQUE INDUSTRIAL LERMA	325510	Pinturas y tintas	Atributo no considerado en este año	Atributo no considerado en este año	Atributo no considerado en este año
FABRICACION DE ENVASES DE VIDRIO	Atributo no considerado en este año	2012	COAHUILA	6Z	76130.0	OBRERA	Fabricación de envases y ampolletas de vidrio.	5 DE FEBRERO	ESPUELA DEL FERROCARRIL	VIDRIERA QUERETARO S.A DE C.V	QUERETARO	"20°36'57"""	SANTIAGO DE QUERETARO	"100°25'31"""	Queretaro	VQU6Z2201411	5		PARQUE INDUSTRIAL BENITO JUAREZ	327213	vidrio	Atributo no considerado en este año	Atributo no considerado en este año	Atributo no considerado en este año
FUNDICIÓN DE CHATARRA DE FIERRO, DE ALUMINIO, DE BRONCE, DE PLOMO Y DE OTROS MATERIALES	Atributo no considerado en este año	2012	MOLDEADORES	LJ	43800.0	PARQUE INDUSTRIAL	Moldeo por fundición de piezas de hierro y acero.	ORIENTE 5	MOLDEADORES	VAN RANKIN S.A. DE C.V.	HIDALGO	"19°49'12"""	TIZAYUCA	"98°58'16"""	Pachuca de Soto	VRALJ1306911	MZA. 8	LOTE 4	PARQUE INDUSTRIAL TIZAYUCA	331510	Metalurgica (incluye la siderurgica)	Atributo no considerado en este año	Atributo no considerado en este año	Atributo no considerado en este año
PRODUCCION DE SIDRA Y OTRAS BEBIDAS ALCOHOLICAS FERMENTADAS	Atributo no considerado en este año	2012	CARRETERA A CALVILLO KM. 6.5	30	20315.0	VIÑEDOS VALLE REDONDO	Elaboración de otras bebidas destiladas.	BLVD JUAN PABLO II		VALLE REDONDO, S.A. DE C.V.	AGUASCALIENTES	"21°52'43"""	AGUASCALIENTES	"102°21'17"""	Aguascalientes	VRE300100111				312149	Bebidas y tabaco	Atributo no considerado en este año	Atributo no considerado en este año	Atributo no considerado en este año
FABRICACIÓN DE ENVASES DE VIDRIO	Atributo no considerado en este año	2012	AV. PRESIDENTE JUAREZ	6Z	54090.0	LOS REYES IZTACALA	Fabricación de envases y ampolletas de vidrio.	AV. DEL TRABAJO	VIAS DE FFCC	VIDRIERA LOS REYES S.A. DE C.V.	MEXICO	"19°32'10"""	TLALNEPANTLA	"99°11'39"""	Tlalnepantla de Baz	VRE6Z1510411	2039		TLALNEPANTLA	327213	vidrio	Atributo no considerado en este año	Atributo no considerado en este año	Atributo no considerado en este año
FABRICACION ENSAMBLE VENTA Y DISTRIBUCION DE PARTES AUTOMOTRICES	Atributo no considerado en este año	2012	AVENIDA 16 DE SEPTIEMBRE	9M	88780.0	PARQUE IND. REYNOSA	Fabricación de otras partes para vehículos automotrices.	PRIMERO DE MAYO	BRECHA E 99	VELVAC DE REYNOSA S. DE R.L. DE C.V.	TAMAULIPAS	"26°0'37"""	REYNOSA	"98°12'52"""	Reynosa	VRE9M2803211	SN		PARQUE INDUSTRIAL REYNOSA	336390	Automotriz	Atributo no considerado en este año	Atributo no considerado en este año	Atributo no considerado en este año
DISEÑO Y FABRICACION DE INTERCAMBIADORES DE CALOR PARA LA INDUSTRIA AUTOMOTRIZ	Atributo no considerado en este año	2012	EJE 130 ESQ. AV. CFE	9M	78090.0	ZONA INDUSTRIAL DEL POTOSI	Fabricación de otras partes para vehículos automotrices.			VALEO SISTEMAS ELECTRICOS S.A DE C.V DIVISION TERMICO	SAN LUIS POTOSI	"22°4'23"""	SAN LUIS POTOSI	"100°53'11"""	San Luis Potosi	VSE9M2402812	SN		ZONA INDUSTRIAL DEL POTOSI	336390	Automotriz	Atributo no considerado en este año	Atributo no considerado en este año	Atributo no considerado en este año
Manufactura y ensamble de Switches, Sistemas de Deteccion y modulos para automovil	Atributo no considerado en este año	2012	Carretera Matamoros Mazatlan Km.99	91	88920.0	Celanese	Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automotores.	Carretera matamoros	Brecha 115	Valeo Sistemas Electronicos S de R.L de C.V	TAMAULIPAS	"25°58'28"""	Rio Bravo	"98°3'32"""	Rio Bravo	VSE9M2803311	sn	sn		336320	Equipos y articulos electronicos, electricos y domesticos	Atributo no considerado en este año	Atributo no considerado en este año	Atributo no considerado en este año
FABRICACIÓN DE PARTES PARA EL SISTEMA DE TRANSMICIÓN DE AUTOMOVILES Y CAMIONES	Atributo no considerado en este año	2012	Avenida Central	9J	78395.0	Parque Industrial Logistic	Fabricación de partes de sistemas de transmisión para vehículos automotores.	Av Real	Av Central	Valeo Sistemas Eléctricos, S.A.. de C.V.	SAN LUIS POTOSI	"22°2'25"""	San Luis Potosí	"100°53'45"""	San Luis Potosi	VSEQF2402821	505		Parque Industrial Logistico	336350	Automotriz	Atributo no considerado en este año	Atributo no considerado en este año	Atributo no considerado en este año
