actprincipal	actsemarnat	anio	calle	claveambiental	codigopostal	colonia	descscian	entrec1	entrec2	establecimiento	estado	latitudnorte	localidad	longitudoeste	municipio	nra	numexterior	numinterior	parqueindustrial	scian	sector	subsector	utmx	utmy
COMPRA VENTA DE AUTOS NUEVOS Y MANTENIMIENTO AUTOMOTRIZ	Atributo no considerado en este año	2013	AVENIDA DE LAS GRANJAS	EE	2530.0	BARRIO DEL JAGUEY	Reparación mecánica en general de automóviles y camiones.	Atributo no considerado en este año	Atributo no considerado en este año	ANGAR AZCAPOTZALCO, S.A. DE C.V.	DISTRITO FEDERAL	"19°28'58"""		"99°10'28"""	Azcapotzalco	AAZEE0900211	473			811111.0	Otros	Centros distribuidores de autotransportes		
PRODUCCIÓN  DE FERTILIZANTES QUÍMICOS (SÓLO INCLUYE SU PRODUCCIÓN MEDIANTE REACCIONES QUÍM	Atributo no considerado en este año	2013	ISLA DE ENMEDIO	5N	60950.0		Fabricación de fertilizantes.	Atributo no considerado en este año	Atributo no considerado en este año	Agroindustrias del Balsas, S.A. de C.V.	MICHOACAN	"17°55'0"""	LAZARO CARDENAS	"102°12'0"""	Lazaro Cardenas	ABA5N1605311	SN		RECINTO PORTUARIO	325310.0	Quimica	Produccion de fertilizantes quimicos		
FABRICACION PELICULA PLASTICA	Atributo no considerado en este año	2013	ALMAMO SN	ZA	52000.0	LA ESTACION	Fabricación de bolsas y películas de plástico flexible.	Atributo no considerado en este año	Atributo no considerado en este año	ABA S.A. DE C.V.	MEXICO	"19°17'11"""	LERMA	"99°30'40"""	Lerma	ABA6E1505111	SN			326110.0	Articulos y productos plasticos	Produccion de telas y laminados plasticos		
PRODUCCIÓN DE EXPLOSIVOS (NO INCLUYE FUEGOS ARTIFICIALES).	Atributo no considerado en este año	2013	DOMICILIO CONOCIDO	62	35100.0		Fabricación de explosivos.	Atributo no considerado en este año	Atributo no considerado en este año	AUSTIN BACIS S.A. DE C.V.	DURANGO	"25°43'40"""	DINAMITA	"103°38'24"""	Gomez Palacio	ABA621000711	SN		ÁREA RURAL	325920.0	Quimica	Produccion de explosivos		
ATENCION MEDICA Y HOSPITALARIA	Atributo no considerado en este año	2013	Graef Fernndez	HM	5300.0	Tlaxala	Hospitales generales del sector privado.	Atributo no considerado en este año	Atributo no considerado en este año	THE AMERICAN BRITISH COWDRAY MEDICAL CENTER I.A.P.    UNIDAD SANTA FE	DISTRITO FEDERAL	"19°21'25"""		"99°16'56"""	Cuajimalpa de Morelos	ABCHM0900411	154			622111.0	Servicios de salud y de asistencia	Hospitales		
ATENCIÓN MÉDICA Y HOSPITALARIA	Atributo no considerado en este año	2013	SUR 136	HM	1120.0	LAS AMÉRICAS	Hospitales generales del sector privado.	Atributo no considerado en este año	Atributo no considerado en este año	THE AMERICAN BRITISH COWDRAY MEDICAL CENTER I. A. P. UNIDAD OBSERVATORIO	DISTRITO FEDERAL	"19°20'0"""		"99°12'14"""	Alvaro Obregon	ABCHM0901021	116			622111.0	Servicios de salud y de asistencia	Hospitales		
GALVANOPLASTIA (EN PIEZAS METÁLICAS; NO INCLUYE JOYERÍA).	Atributo no considerado en este año	2013	KM.16.432 CARRETERA LIBRE TIJUANA-ENSENA	QU	22563.0	SAN ANTONIO DE LOS BUENOS	Recubrimientos y terminados metálicos.	Atributo no considerado en este año	Atributo no considerado en este año	ALUMINIO DE BAJA CALIFORNIA S.A. DE C.V.	BAJA CALIFORNIA	"32°25'44"""	TIJUANA	"117°1'52"""	Tijuana	ABC8A0200411	0	0		332810.0	Quimica	Anodizado de aluminio		
PRODUCCIÓN DE RESINAS SINTÉTICAS (INCLUYE PLASTIFICANTES).	Atributo no considerado en este año	2013	FERROCARRIL MEXICO - ACAPULCO-RIO FRIO	5Q	56500.0	LA MAGDALENA ATLICPAC	Fabricación de resinas sintéticas.	Atributo no considerado en este año	Atributo no considerado en este año	ACABADOS BETA S.A	MEXICO	"19°21'58"""	LOS REYES LA PAZ	"98°57'52"""	La Paz	ABE5Q1507011	350			325211.0	Quimica	Produccion de resinas sinteticas		
FUNDICIÓN DE CHATARRA DE FIERRO, DE ALUMINIO, DE BRONCE, DE PLOMO Y DE OTROS MATERIALES ME	Atributo no considerado en este año	2013	Aquiles Serdan	LJ	55770.0	San Pedro Atzompan	Moldeo por fundición de piezas de hierro y acero.	Atributo no considerado en este año	Atributo no considerado en este año	Aleaciones de Bronces Finos, S.A. de C.V.	MEXICO	"19°29'35"""		"99°11'51"""	Tecamac	ABFLJ1508111	6			331510.0	Metalurgica (incluye la siderurgica)	Fundicion de chatarra de fierro, de aluminio, de bronce, de plomo y de otros materiales metalicos		
PRODUCCIÓN DE COLORANTES Y PIGMENTOS (INCLUYE ORGÁNICOS E INORGÁNICOS, SÓLO CUANDO SE PROD	Atributo no considerado en este año	2013	AUTOPISTA 45 QUERETARO-IRAPUATO KM 36	5J	38180.0		Fabricación de pigmentos y colorantes sintéticos.	Atributo no considerado en este año	Atributo no considerado en este año	ALCOSA BIOTEC, S.A. DE C.V.	GUANAJUATO	"20°32'41"""		"100°44'9"""	Apaseo el Grande	ABI5J1100511	SN		Zona Industrial Apaseo El Grande	325130.0	Quimica	Produccion de colorantes y pigmentos		
FABRICACIÓN DE OTROS PRODUCTOS DE HIERRO Y ACERO DE MATERIAL COMPRADO	Atributo no considerado en este año	2013	SEPTIMA AVENIDA	7X	66603.0		Fabricación de otros productos metálicos.	Atributo no considerado en este año	Atributo no considerado en este año	ABINSA S.A. DE C.V. AB STEEL Planta Pueblo Nuevo	NUEVO LEON	"25°46'1"""		"100°9'18"""	Apodaca	ABI861900611	150		PARQUE INDUSTRIAL MONTERREY	332999.0	Articulos y productos metalicos	Fabricacion de articulos y productos metalicos		
ENSAMBLE DE LUMINARIAS	Atributo no considerado en este año	2013	AVE. LOS PARQUES	91	66445.0	INDUSTRIAL LOS PARQUES	Construcción de obras de generación y conducción de energía eléctrica.	Atributo no considerado en este año	Atributo no considerado en este año	ACUITY BRANDS LIGHTING DE MEXICO, S. DE R.L. DE C.V. PLANTA MEZQUITAL	NUEVO LEON	"25°44'47"""		"100°14'19"""	San Nicolas de los Garza	ABL911904611	320		LOS PARQUES	237131.0	Equipos y articulos electronicos, electricos y domesticos	Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos		
FABRICACIÓN Y ENSAMBLE DE LUMINARIOS FLUORESCENTES Y HID	Atributo no considerado en este año	2013	AVE. LA SILLA	92	67190.0	SANTA MARÍA	Fabricación de focos.	Atributo no considerado en este año	Atributo no considerado en este año	ACUITY BRANDS LIGHTING DE MÉXICO, S.A DE R.L. DE C.V., PLANTA GUADALUPE	NUEVO LEON	"25°39'12"""	GUADALUPE	"100°10'39"""	Guadalupe	ABL921902611	7711		PARQUE INDUSTRIAL LA SILLA	335110.0	Equipos y articulos electronicos, electricos y domesticos	Produccion de focos y tubos de iluminacion		
PRODUCCIÓN DE ACEITES Y GRASAS CUANDO EN SU FABRICACIÓN EXISTE REACCIÓN QUÍMICA O EXTRACCI	Atributo no considerado en este año	2013	BLVD. MIGUEL ALEMAN	MC	35000.0	CENTRO	Elaboración de aceites y grasas vegetales comestibles.	Atributo no considerado en este año	Atributo no considerado en este año	ADM BIO PRODUCTOS S.A. DE C.V.	DURANGO	"25°33'1"""	GOMEZ PALACIO	"103°29'0"""	Gomez Palacio	ABPMC1000711	KM. 11.40			311222.0	Quimica	Fabricacion de aceites y grasas alimenticias		
AGENCIA DISTRIBUIDORA Y CONCESIONARIA DE AUTOMÓVILES	Atributo no considerado en este año	2013	Autopista México Queretaro	KE	54730.0	Parque Industrial Cuamatla	Otros servicios de reparación y mantenimiento de automóviles y camiones.	Atributo no considerado en este año	Atributo no considerado en este año	AUTOMOTRIZ CAMPA, S.A. DE C.V.	MEXICO	"19°39'58"""		"99°11'52"""	Cuautitlan Izcalli	ACAEE1512111	km 37.5		Fraccionamiento industrial Cuamatla	811199.0	Otros	Reparacion y mantenimiento automotriz		
ADMINISTRACION DE AEROPUERTOS	Atributo no considerado en este año	2013	CARRETERA CANCUN CHETUMALKM. 22	L7	77565.0		Administración de aeropuertos y helipuertos.	Atributo no considerado en este año	Atributo no considerado en este año	AEROPUERTO DE CANCUN, S. A DE C. V	QUINTANA ROO	"21°2'15"""	CANCUN	"86°52'37"""	Benito Juarez	ACARP2300511				488112.0	Otros	Servicios de administracion de aeropuertos y helipuertos		
PROCESO FERMENTATIVO PARA LA GENERACION DE CREMA DE LEVADURA	Atributo no considerado en este año	2013	CARRETERA FEDERAL CORDOBA - LA TINAJA	2A	0.0		Panificación industrial.	Atributo no considerado en este año	Atributo no considerado en este año	AB CALSA S. A. DE C. V.	VERACRUZ	"18°44'38"""	CUITLAHUAC	"96°33'20"""	Cuitlahuac	ACAS73005311	KM. 49		CARRETERA FEDERAL CORDOBA - LA TINAJA	311811.0	Alimenticio y/o de consumo humano	Panaderias		
COMPRA-VENTA DE AUTOS NUEVOS-SEMINUEVOS, MANTENIMIENTO, REFACCIONES Y ACCESORIOS PARA AUTO	Atributo no considerado en este año	2013	AVENIDA	KE	77500.0		Reparación mecánica en general de automóviles y camiones.	Atributo no considerado en este año	Atributo no considerado en este año	MAYA MOTRIZ, S.A. DE C.V.                                SUC. COLOSIO	QUINTANA ROO	"21°6'29"""	CANCUN	"86°50'26"""	Benito Juarez	ACA2300500033			BLVD LUIS DONALDO COLOSIO, LOTE 1 MZA 5 SPMZA 310	811111.0	Otros	Reparacion y mantenimiento automotriz		
COMPRA-VENTA DE AUTOS NUEVOS, REFACCCIONES Y SERVICIOS DE TALLER	Atributo no considerado en este año	2013	CARRETERA FEDERAL TULUM-CANCUN	KE	77710.0	ZAZIL HA	Reparación mecánica en general de automóviles y camiones.	Atributo no considerado en este año	Atributo no considerado en este año	MAYA MOTRIZ, S.A DE C.V.                               SUCURSAL PLAYA DEL CARMEN	QUINTANA ROO	"20°37'9"""	PLAYA DEL CARMEN	"87°4'1"""	Solidaridad	ACA2300800026	104	1		811111.0	Otros	Reparacion y mantenimiento automotriz		
COMPRA VENTA DE AUTOS NUEVOS SEMINUEVOS,MANTENIMIENTO REFACCIONES Y ACCESORIOS PARA AUTOS	Atributo no considerado en este año	2013	AVENIDA CIRCUITO COLONIAS	KE	97210.0	PEDREGALES DE TANLUM	Reparación mecánica en general de automóviles y camiones.	Atributo no considerado en este año	Atributo no considerado en este año	MAYA MOTRIZ, S.A DE C.V.        SUC. CIRCUITO COLONIAS	YUCATAN	"20°59'52"""	MERIDA	"89°37'36"""	Merida	ACA3105000082	295			811111.0	Otros	Reparacion y mantenimiento automotriz		
Confeccion de Prendas de Vestir	Atributo no considerado en este año	2013	C. Libertad No. 2	46	33778.0	Abraham Gonzalez	Confección en serie de otra ropa exterior de materiales textiles.	Atributo no considerado en este año	Atributo no considerado en este año	Athletic de Camargo S.A. de C.V.	CHIHUAHUA	"27°41'13"""	Camargo	"105°10'21"""	Camargo	ACA460801121	2			315229.0	Textiles, fibras e hilos	Confeccion de prendas de vestir		
GALVANOPLASTIA (EN PIEZAS METÁLICAS; NO INCLUYE JOYERÍA).	Atributo no considerado en este año	2013	Km17.5 CARRETERA TLALNEPANTLA CUAUTITLAN	8A	54879.0	EL PILAR	Recubrimientos y terminados metálicos.	Atributo no considerado en este año	Atributo no considerado en este año	ACEROS CAMESA S.A. DE C.V.	MEXICO	"19°31'26"""	CUATITLAN	"99°9'1"""	Cuautitlan	ACA8A1502411	SIN NUMERO		ZONA INDUSTRIAL CUAUTITLAN	332810.0	Quimica	Galvanoplastia		
LAMINACIÓN PRIMARIA DE HIERRO Y ACERO (INCLUYE FERROALEACIONES, ACEROS COMUNES Y ESPECIALE	Atributo no considerado en este año	2013	Carretera Panamericana Celaya -Salamanca	7F	38110.0	Rancho el Chinaco	Complejos siderúrgicos.	Atributo no considerado en este año	Atributo no considerado en este año	ArcelorMittal Celaya S.A. de C.V.	GUANAJUATO	"20°30'57"""	Villagran	"100°54'47"""	Villagran	ACE7F1104411	Km	7.5	Corredor indutrial Villagran gto.	331111.0	Metalurgica (incluye la siderurgica)	Laminacion primaria de hierro y acero		
FUNDICIÓN Y MOLDEO DE PIEZAS DE HIERRO Y ACERO.	Atributo no considerado en este año	2013	CAMINO A SAN PEDRO AHUACATLÁN	7T	76802.0	ZONA INDUSTRIAL VALLE DE ORO	Moldeo por fundición de piezas de hierro y acero.	Atributo no considerado en este año	Atributo no considerado en este año	ACERLAN S.A. DE C.V.	QUERETARO	"20°25'12"""		"99°58'51"""	San Juan del Rio	ACE7T2201611	3		ZONA INDUSTRIAL VALLE DE ORO	331510.0	Metalurgica (incluye la siderurgica)	Fundicion  y moldeo de piezas de hierro y acero		
Ensamble de Arneses Automotrices	Atributo no considerado en este año	2013	Blvd. Macario Gaxiola Sur	91	81285.0	Raúl Romanillo	Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automotores.	Atributo no considerado en este año	Atributo no considerado en este año	Alambrados y Circuitos Eléctricos S.A de C.V.       ACE VII	SINALOA	"25°46'21"""	Los Mochis	"108°59'6"""	Ahome	ACE8V2500111	1001			336320.0	Equipos y articulos electronicos, electricos y domesticos	Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos		
SERVICIO REPARACION Y MANTENIMIENTO AUTOMOTRIZ	Atributo no considerado en este año	2013	AV MIGUEL ALEMAN	KE	66477.0	LA FE	Reparación mecánica en general de automóviles y camiones.	Atributo no considerado en este año	Atributo no considerado en este año	AUTO CAMIONES LA FE S.A. DE C.V.	NUEVO LEON	"25°21'46"""	SAN NICOLAS DE LOS GARZA	"100°9'51"""	San Nicolas de los Garza	ACFKE1904611	103			811111.0	Otros	Reparacion y mantenimiento automotriz		
PRESTADOR DE SERVICIOS AEROPORTUARIOS	Atributo no considerado en este año	2013	Blvd. Juan Pablo II km 14	L7	31390.0	Aeropuerto	Administración de aeropuertos y helipuertos.	Atributo no considerado en este año	Atributo no considerado en este año	AEROPUERTO DE CHIHUAHUA S.A. DE C.V.	CHIHUAHUA	"28°42'8"""	Chihuahua	"105°57'47"""	Chihuahua	ACIRP0801911	SN		Aeropuerto	488112.0	Otros	Servicios de administracion de aeropuertos y helipuertos		
BODEGA DE ALMACENAMIENTO DE PRODUCTOS PERECEDEROS Y NO PERECEDEROS	Atributo no considerado en este año	2013	CIRCUNVALACION	QD	54605.0	BARRIO TEXCACOA	Almacenamiento con refrigeración.	Atributo no considerado en este año	Atributo no considerado en este año	AMB ACCION CARRIZAL INDUSTRIAL PARK S. DE R.L. DE C.V	MEXICO	"19°42'46"""		"99°11'56"""	Tepotzotlan	ACI3L1509511	20			493120.0	Alimenticio y/o de consumo humano	Almacenes de productos congelados y en refrigeracion		
ADMINISTRACIÓN DE AEROPUERTO	Atributo no considerado en este año	2013	CARRETERA PANAMERICANA KM. 18.5 S/N[BARR	L7	32609.0		Administración de aeropuertos y helipuertos.	Atributo no considerado en este año	Atributo no considerado en este año	AEROPUERTO DE CD. JUÁREZ, S.A. DE C.V.	CHIHUAHUA	"31°38'59"""		"106°26'59"""	Juarez	ACJL70803711	KM 18.5		KM. 18.5 S/N	488112.0	Otros	Servicios de administracion de aeropuertos y helipuertos		
PRODUCCION Y DISTRIBUCION DE PRODUCTOS COSMETICOS	Atributo no considerado en este año	2013	GUERRERO	N6	38090.0	RANCHO SECO	Fabricación de cosméticos, perfumes y otras preparaciones de tocador.	Atributo no considerado en este año	Atributo no considerado en este año	AVON COSMETICS MANUFACTURING S DE RL DE CV	GUANAJUATO	"20°29'5"""	cELAYA	"100°47'59"""	Celaya	ACM3L1100711	149			325620.0	Quimica	Produccion de perfumes, cosmeticos y similares a base de mezclas		
FABRICACION DE ADITIVOS PARA PAPEL A PARTIR DE MEZCLAS CON Y SIN REACCION QUIMICA.	Atributo no considerado en este año	2013	Sara	MB	7840.0	Guadalupe Tepeyac	Fabricación de otros productos químicos.	Atributo no considerado en este año	Atributo no considerado en este año	ASHLAND CHEMICAL DE MEXICO S.A DE D.C.V.	DISTRITO FEDERAL	"19°28'43"""		"99°7'59"""	Gustavo A. Madero	ACM690900511	4553			325999.0	Quimica	Produccion de substancias quimicas a partir de mezclas		
PRODUCCIÓN DE JABONES Y DETERGENTES (SÓLO SI SE PRODUCEN LAS SUSTANCIAS BÁSICAS; INCLUYE O	Atributo no considerado en este año	2013	PROLONGACION GALEANA	5W	54460.0	MIGUEL HIDALGO	Fabricación de jabones, limpiadores y dentífricos.	Atributo no considerado en este año	Atributo no considerado en este año	ASTRO COMERCIAL S.A. DE C.V.	MEXICO	"19°31'33"""		"99°12'38"""	Tlalnepantla de Baz	ACO5W1510411	273			325610.0	Quimica	Produccion de jabones y detergentes		
LAMINACIÓN PRIMARIA DE HIERRO Y ACERO (INCLUYE FERROALEACIONES, ACEROS COMUNES Y ESPECIALE	Atributo no considerado en este año	2013	AV. LA PRESA	7F	54187.0	FRACC. INDUSTRIAL LA PRESA	Complejos siderúrgicos.	Atributo no considerado en este año	Atributo no considerado en este año	ACEROS CORSA S.A. DE C.V.	MEXICO	"19°31'14"""		"99°7'26"""	Tlalnepantla de Baz	ACO7F1510411	2		FRACCIONAMIENTO INDUSTRIAL LA PRESA	331111.0	Metalurgica (incluye la siderurgica)	Laminacion primaria de hierro y acero		
RECUBRIMIENTOS METALICOS GALVANOPLASTIA Y OTROS	Atributo no considerado en este año	2013	PROLONGACION HERMANOS ESCOBAR	8A	32649.0	PARQUE INDUSTRIAL OMEGA	Recubrimientos y terminados metálicos.	Atributo no considerado en este año	Atributo no considerado en este año	ALFA CRONOS, S.A. DE C.V.	CHIHUAHUA	"31°44'51"""	CIUDAD JUAREZ	"106°25'6"""	Juarez	ACR7X0803711	7046 local 8, 9 y 10		PARQUE INDUSTRIAL OMEGA	332810.0	Quimica	Galvanoplastia		
ACABADOS METALICOS PARTA CERRADURAS, ACCESORIOS DE BAÑOS/REGADERAS	Atributo no considerado en este año	2013	Km 3 CARRETERA TECATE ENSENADA	7X	21490.0	Maclovio Herrera	Fabricación de otros productos metálicos.	Atributo no considerado en este año	Atributo no considerado en este año	ACABADOS DE CALIDAD TECATE S.A. DE C.V.	BAJA CALIFORNIA	"32°33'15"""	TECATE	"116°37'26"""	Tecate	ACT7X0200311			NO ESPECIFICO	332999.0	Articulos y productos metalicos	Fabricacion de articulos y productos metalicos		
REPARACION DE VEHICULOS AUTOMOTORES	Atributo no considerado en este año	2013	AV MARIA IZQUIERDO	EE	66220.0	VALLE ORIENTE	Comercio al por menor de automóviles y camionetas usados.	Atributo no considerado en este año	Atributo no considerado en este año	AUTO CAMIONES UNIVERSIDAD SA DE CV	NUEVO LEON	"25°59'30"""	SAN PEDRO	"100°19'32"""	San Pedro Garza Garcia	ACUEE1901911	519			468112.0	Otros	Centros distribuidores de autotransportes		
REPARACION DE VEHICULOS AUTOMOTORES	Atributo no considerado en este año	2013	AV.ALFONSO REYES	KE	66400.0	CUAUHTEMOC	Reparación mecánica en general de automóviles y camiones.	Atributo no considerado en este año	Atributo no considerado en este año	AUTO CAMIONES UNIVERSIDAD SA DE CV	NUEVO LEON	"25°43'23"""	SAN NICOLAS DE LOS GARZA	"100°18'26"""	San Nicolas de los Garza	ACUKE1904611	1000			811111.0	Otros	Reparacion y mantenimiento automotriz		
COMPRA VENTA DE VEHICULOS Y REFACCIONES Y SERVICIO DE MANTENIMIENTO AUTOMOTRIZ	Atributo no considerado en este año	2013	BLVD. DIAZ ORDAZ	KE	66100.0	LA FAMA	Reparación mecánica en general de automóviles y camiones.	Atributo no considerado en este año	Atributo no considerado en este año	AUTOPOLIS CUMBRES S.A. DE C.V.  SANTA CATARINA	NUEVO LEON	"25°40'28"""	SANTA CATARINA	"100°25'40"""	Santa Catarina	ACUKE1904811	150 PTE.			811111.0	Otros	Reparacion y mantenimiento automotriz		
TERMINAL AEROPORTUARIA	Atributo no considerado en este año	2013	CARRETERA A NAVOLATO	L7	80130.0	BACHIGUALATO	Administración de aeropuertos y helipuertos.	Atributo no considerado en este año	Atributo no considerado en este año	AEROPUERTO DE CULIACAN, S.A. DE C.V.	SINALOA	"24°45'59"""	CULIACAN	"107°28'13"""	Culiacan	ACURP2500611	KM. 4.5	SN		488112.0	Otros	Servicios de administracion de aeropuertos y helipuertos		
COMPRA VENTA DE VEHICULOS SERVICIO DE MANTENIMIENTO Y VENTA DE REFACCIONES	Atributo no considerado en este año	2013	AV. JOSE ELEUTERIO GONZALEZ	KE	64020.0	FRACC. GONZALITOS	Reparación mecánica en general de automóviles y camiones.	Atributo no considerado en este año	Atributo no considerado en este año	AUTOPOLIS CUMBRES S.A. DE C.V.  GONZALITOS	NUEVO LEON	"25°41'5"""	MONTERREY	"100°21'6"""	Monterrey	ACU1903900043	655 NTE.			811111.0	Otros	Reparacion y mantenimiento automotriz		
COMPRA-VENTA DE AUTOS NUEVOS Y USADOS REFACCIONES Y SERVICIO	Atributo no considerado en este año	2013	AUTOPISTA MEXICO-QUERETARO	KE	54730.0	PARQUE INDUSTRIAL CUAMATLA	Reparación mecánica en general de automóviles y camiones.	Atributo no considerado en este año	Atributo no considerado en este año	AUTOMOTRIZ CUAUTITLAN S.A. DE C.V.	MEXICO	"19°40'50"""	CUAUTITLAN	"99°12'25"""	Cuautitlan	ACU191512111	KM 38		PARQUE INDUSTRIAL CUAMATLA	811111.0	Otros	Reparacion y mantenimiento automotriz		
PRODUCCIÓN DE ÁCIDOS, BASES Y SALES ORGÁNICAS.	Atributo no considerado en este año	2013	MARTIN MONGE	5H	58190.0	NUEVA VALLADOLID	Fabricación de otros productos químicos básicos orgánicos.	Atributo no considerado en este año	Atributo no considerado en este año	ALKEMIN S. DE R.L. DE C.V.	MICHOACAN	"19°41'48"""	MORELIA	"101°12'46"""	Morelia	ACV5H1605311	307			325190.0	Quimica	Produccion de acidos organicos		
