anio	cas	em_agua	em_aire	em_suelo	estado	gruposustancia	municipio	nombre	nra	sector	sustancia	tr_alcantarillado	tr_coprocesamiento	tr_dispfinal	tr_incineracion	tr_otros	tr_reciclado	tr_reutilizacion	tr_tratamiento	unidad
2004	124-38-9		20123.0		MEXICO	Atributo no considerado en este año	Atributo no considerado en este año	ACEROS AMERICA S.A. DE C.V.	AAMEA1503911	Metalurgica (incluye la siderurgica) 	Bióxido de carbono									ton/año
2004	124-38-9		8585.447		GUANAJUATO	Atributo no considerado en este año	Atributo no considerado en este año	AMERICAN AXLE & MANUFACTURING DE MEXICO S. DE R.L. DE C.V.	AAMRP1103711	Automotriz 	Bióxido de carbono									ton/año
2004	57-12-5	0.01			GUANAJUATO	Atributo no considerado en este año	Atributo no considerado en este año	AMERICAN AXLE & MANUFACTURING DE MEXICO S. DE R.L. DE C.V.	AAMRP1103711	Automotriz 	Cianuro inorgánico/orgánico									ton/año
2004	S/C5			0.002	GUANAJUATO	Atributo no considerado en este año	Atributo no considerado en este año	AMERICAN AXLE & MANUFACTURING DE MEXICO S. DE R.L. DE C.V.	AAMRP1103711	Automotriz 	Níquel (compuestos)								0.011	ton/año
2004	S/C4	1.2e-05			NUEVO LEON	Atributo no considerado en este año	Atributo no considerado en este año	ACABADOS AUTOMOTRICES S.A. DE C.V.	AAU5U1904611	Pinturas y tintas 	Mercurio (compuestos)									ton/año
2004	75-09-2		0.295		NUEVO LEON	Atributo no considerado en este año	Atributo no considerado en este año	ACABADOS AUTOMOTRICES S.A. DE C.V.	AAU5U1904611	Pinturas y tintas 	Cloruro de metileno									ton/año
2004	7440-38-2	1.2e-05			NUEVO LEON	Atributo no considerado en este año	Atributo no considerado en este año	ACABADOS AUTOMOTRICES S.A. DE C.V.	AAU5U1904611	Pinturas y tintas 	Arsénico									ton/año
2004	57-12-5	0.00036			NUEVO LEON	Atributo no considerado en este año	Atributo no considerado en este año	ACABADOS AUTOMOTRICES S.A. DE C.V.	AAU5U1904611	Pinturas y tintas 	Cianuro inorgánico/orgánico									ton/año
2004	7440-38-2	0.00043487			DURANGO	Atributo no considerado en este año	Atributo no considerado en este año	AUSTIN BACIS S.A. DE C.V.	ABA621000711	Quimica	Arsénico									ton/año
2004	1332-21-4				DURANGO	Atributo no considerado en este año	Atributo no considerado en este año	AUSTIN BACIS S.A. DE C.V.	ABA621000711	Quimica	Asbesto			0.7						ton/año
2004	124-38-9		7820.0		DURANGO	Atributo no considerado en este año	Atributo no considerado en este año	AUSTIN BACIS S.A. DE C.V.	ABA621000711	Quimica	Bióxido de carbono									ton/año
2004	S/C4	1.026e-06			BAJA CALIFORNIA	Atributo no considerado en este año	Atributo no considerado en este año	Aluminio de Baja California SA de CV	ABCEA0200411	Quimica	Mercurio (compuestos)									ton/año
2004	57-12-5	8.207e-05			BAJA CALIFORNIA	Atributo no considerado en este año	Atributo no considerado en este año	Aluminio de Baja California SA de CV	ABCEA0200411	Quimica	Cianuro inorgánico/orgánico									ton/año
2004	124-38-9		41758.4		DURANGO	Atributo no considerado en este año	Atributo no considerado en este año	ADM BIO PRODUCTOS S.A. DE C.V.	ABPMC1000711	Quimica	Bióxido de carbono									ton/año
2004	S/C5	0.001			NUEVO LEON	Atributo no considerado en este año	Atributo no considerado en este año	Acerex SA de CV	ACE1I1904611	Metalurgica (incluye la siderurgica) 	Níquel (compuestos)									ton/año
2004	S/C4	2.96e-06			NUEVO LEON	Atributo no considerado en este año	Atributo no considerado en este año	Acerex SA de CV	ACE1I1904611	Metalurgica (incluye la siderurgica) 	Mercurio (compuestos)									ton/año
2004	7440-38-2	2.96e-06			NUEVO LEON	Atributo no considerado en este año	Atributo no considerado en este año	Acerex SA de CV	ACE1I1904611	Metalurgica (incluye la siderurgica) 	Arsénico									ton/año
2004	57-12-5	2.965e-05			NUEVO LEON	Atributo no considerado en este año	Atributo no considerado en este año	Acerex SA de CV	ACE1I1904611	Metalurgica (incluye la siderurgica) 	Cianuro inorgánico/orgánico									ton/año
2004	124-38-9		4747.843		QUERETARO	Atributo no considerado en este año	Atributo no considerado en este año	ACERLAN S.A. DE C.V.	ACE7T2201611	Metalurgica (incluye la siderurgica) 	Bióxido de carbono									ton/año
2004	124-38-9		156.628		CHIHUAHUA	Atributo no considerado en este año	Atributo no considerado en este año	Alambrados y Circuitos Eléctricos, S.A. de C.V. Planta IV	ACE8V0801711	Equipos y articulos electronicos, electricos y domesticos 	Bióxido de carbono									ton/año
2004	75-09-2				CHIHUAHUA	Atributo no considerado en este año	Atributo no considerado en este año	Alambrados y Circuitos Eléctricos, S.A. de C.V. Planta I	ACE8V0801911	Equipos y articulos electronicos, electricos y domesticos 	Cloruro de metileno		4.381							ton/año
2004	124-38-9		144.237		CHIHUAHUA	Atributo no considerado en este año	Atributo no considerado en este año	Alambrados y Circuitos Eléctricos, S.A. de C.V. Planta I	ACE8V0801911	Equipos y articulos electronicos, electricos y domesticos 	Bióxido de carbono									ton/año
2004	S/C6		0.002		CHIHUAHUA	Atributo no considerado en este año	Atributo no considerado en este año	Alambrados y Circuitos Eléctricos, S.A. de C.V. Planta X	ACE8V0803211	Equipos y articulos electronicos, electricos y domesticos 	Plomo (compuestos)						2.315			ton/año
2004	124-38-9		173.341		CHIHUAHUA	Atributo no considerado en este año	Atributo no considerado en este año	Alambrados y Circuitos Eléctricos, S.A. de C.V. Planta VI	ACE8V0804511	Equipos y articulos electronicos, electricos y domesticos 	Bióxido de carbono									ton/año
2004	S/C6		0.001		CHIHUAHUA	Atributo no considerado en este año	Atributo no considerado en este año	Alambrados y Circuitos Eléctricos, S.A. de C.V. Planta VI	ACE8V0804511	Equipos y articulos electronicos, electricos y domesticos 	Plomo (compuestos)						0.974			ton/año
2004	S/C6		0.001		CHIHUAHUA	Atributo no considerado en este año	Atributo no considerado en este año	Alambrados y Circuitos Eléctricos, S.A. de C.V. Planta II	ACE8V0805011	Equipos y articulos electronicos, electricos y domesticos 	Plomo (compuestos)			0.191			0.777			ton/año
2004	57-12-5	4.062e-08			QUERETARO	Atributo no considerado en este año	Atributo no considerado en este año	Alambrados y Circuitos Eléctricos, S.A. de C.V. P-66	ACE9K2201111	Automotriz 	Cianuro inorgánico/orgánico									ton/año
2004	57-12-5	4.062e-08			QUERETARO	Atributo no considerado en este año	Atributo no considerado en este año	Alambrados y Circuitos Eléctricos, S.A. de C.V. P-65	ACE9K2201112	Automotriz 	Cianuro inorgánico/orgánico									ton/año
2004	S/C4	1.283e-06			COAHUILA	Atributo no considerado en este año	Atributo no considerado en este año	ALCOA CSI DE MEXICO EN SALTILLO S.A. DE C.V.	ACM6E0503011	Articulos y productos plasticos 	Mercurio (compuestos)									ton/año
2004	7440-38-2	3.5282e-06			COAHUILA	Atributo no considerado en este año	Atributo no considerado en este año	ALCOA CSI DE MEXICO EN SALTILLO S.A. DE C.V.	ACM6E0503011	Articulos y productos plasticos 	Arsénico									ton/año
2004	57-12-5	0.00010264			COAHUILA	Atributo no considerado en este año	Atributo no considerado en este año	ALCOA CSI DE MEXICO EN SALTILLO S.A. DE C.V.	ACM6E0503011	Articulos y productos plasticos 	Cianuro inorgánico/orgánico									ton/año
2004	302-01-2		0.034		QUERETARO	Atributo no considerado en este año	Atributo no considerado en este año	Autoliv Components Mexico S. de R.L. de C.V.	ACM9M2201111	Articulos y productos plasticos 	Hidracina									ton/año
2004	108-95-2		0.567		QUERETARO	Atributo no considerado en este año	Atributo no considerado en este año	Autoliv Components Mexico S. de R.L. de C.V.	ACM9M2201111	Articulos y productos plasticos 	Fenol									ton/año
2004	124-38-9		229.93		MEXICO	Atributo no considerado en este año	Atributo no considerado en este año	ADS Composites de México S.A. de C.V.	ACMEA1510911	vidrio	Bióxido de carbono									ton/año
2004	7440-38-2	0.00017563			GUANAJUATO	Atributo no considerado en este año	Atributo no considerado en este año	AVON COSMETICS S. DE R.L. DE C.V.	ACO5V1100711	Quimica	Arsénico									ton/año
2004	S/C5	0.008			GUANAJUATO	Atributo no considerado en este año	Atributo no considerado en este año	AVON COSMETICS S. DE R.L. DE C.V.	ACO5V1100711	Quimica	Níquel (compuestos)									ton/año
2004	7439-97-6	0.003			GUANAJUATO	Atributo no considerado en este año	Atributo no considerado en este año	AVON COSMETICS S. DE R.L. DE C.V.	ACO5V1100711	Quimica	Mercurio									ton/año
2004	S/C4	0.00077605			GUANAJUATO	Atributo no considerado en este año	Atributo no considerado en este año	AVON COSMETICS S. DE R.L. DE C.V.	ACO5V1100711	Quimica	Mercurio (compuestos)									ton/año
2004	124-38-9		996.9		GUANAJUATO	Atributo no considerado en este año	Atributo no considerado en este año	AVON COSMETICS S. DE R.L. DE C.V.	ACO5V1100711	Quimica	Bióxido de carbono									ton/año
2004	57-12-5	0.002			GUANAJUATO	Atributo no considerado en este año	Atributo no considerado en este año	AVON COSMETICS S. DE R.L. DE C.V.	ACO5V1100711	Quimica	Cianuro inorgánico/orgánico									ton/año
2004	S/C3	0.005			GUANAJUATO	Atributo no considerado en este año	Atributo no considerado en este año	AVON COSMETICS S. DE R.L. DE C.V.	ACO5V1100711	Quimica	Cromo (compuestos)									ton/año
2004	S/C6	0.004			GUANAJUATO	Atributo no considerado en este año	Atributo no considerado en este año	AVON COSMETICS S. DE R.L. DE C.V.	ACO5V1100711	Quimica	Plomo (compuestos)									ton/año
2004	7440-38-2	3.528e-07			MEXICO	Atributo no considerado en este año	Atributo no considerado en este año	ASTRO COMERCIAL S.A. DE C.V.	ACO5W1510411	Quimica	Arsénico									ton/año
2004	57-12-5	2.2932e-06			MEXICO	Atributo no considerado en este año	Atributo no considerado en este año	ASTRO COMERCIAL S.A. DE C.V.	ACO5W1510411	Quimica	Cianuro inorgánico/orgánico									ton/año
2004	S/C4	3.528e-07			MEXICO	Atributo no considerado en este año	Atributo no considerado en este año	ASTRO COMERCIAL S.A. DE C.V.	ACO5W1510411	Quimica	Mercurio (compuestos)									ton/año
2004	S/C4	4.6e-08			MEXICO	Atributo no considerado en este año	Atributo no considerado en este año	ACEROS CORSA S.A. DE C.V.	ACO7F1510411	Metalurgica (incluye la siderurgica) 	Mercurio (compuestos)									ton/año
2004	124-38-9		40494.84		MEXICO	Atributo no considerado en este año	Atributo no considerado en este año	ACEROS CORSA S.A. DE C.V.	ACO7F1510411	Metalurgica (incluye la siderurgica) 	Bióxido de carbono									ton/año
2004	57-12-5	3e-07			MEXICO	Atributo no considerado en este año	Atributo no considerado en este año	ACEROS CORSA S.A. DE C.V.	ACO7F1510411	Metalurgica (incluye la siderurgica) 	Cianuro inorgánico/orgánico									ton/año
2004	7440-38-2	4.6e-08			MEXICO	Atributo no considerado en este año	Atributo no considerado en este año	ACEROS CORSA S.A. DE C.V.	ACO7F1510411	Metalurgica (incluye la siderurgica) 	Arsénico									ton/año
2004	S/C4	1.425e-08			TAMAULIPAS	Atributo no considerado en este año	Atributo no considerado en este año	ALCO CONTROLS S.A. DE C.V.	ACO8N2803211	Articulos y productos metalicos 	Mercurio (compuestos)									ton/año
2004	7440-38-2	0.00027788			TAMAULIPAS	Atributo no considerado en este año	Atributo no considerado en este año	ALCO CONTROLS S.A. DE C.V.	ACO8N2803211	Articulos y productos metalicos 	Arsénico									ton/año
2004	57-12-5	1.7812e-06			TAMAULIPAS	Atributo no considerado en este año	Atributo no considerado en este año	ALCO CONTROLS S.A. DE C.V.	ACO8N2803211	Articulos y productos metalicos 	Cianuro inorgánico/orgánico									ton/año
2004	S/C4	1.1e-05			MEXICO	Atributo no considerado en este año	Atributo no considerado en este año	CIA ABASTECEDORA DE COMBUSTIBLE S.A. DE C.V.	ACOEA1510611	Otros	Mercurio (compuestos)									ton/año
2004	7440-38-2	8.25e-05			MEXICO	Atributo no considerado en este año	Atributo no considerado en este año	CIA ABASTECEDORA DE COMBUSTIBLE S.A. DE C.V.	ACOEA1510611	Otros	Arsénico									ton/año
2004	57-12-5	5.5e-06			MEXICO	Atributo no considerado en este año	Atributo no considerado en este año	CIA ABASTECEDORA DE COMBUSTIBLE S.A. DE C.V.	ACOEA1510611	Otros	Cianuro inorgánico/orgánico									ton/año
2004	124-38-9		1183.31		DISTRITO FEDERAL	Atributo no considerado en este año	Atributo no considerado en este año	AVON COSMETICS S DE R L DE C V	ACORP0900311	Quimica	Bióxido de carbono									ton/año
2004	S/C5		0.003		MICHOACAN	Atributo no considerado en este año	Atributo no considerado en este año	ALKEMIN S. DE R.L. DE C.V.	ACV5H1605311	Quimica	Níquel (compuestos)									ton/año
2004	124-38-9		746.388		MICHOACAN	Atributo no considerado en este año	Atributo no considerado en este año	ALKEMIN S. DE R.L. DE C.V.	ACV5H1605311	Quimica	Bióxido de carbono									ton/año
2004	124-38-9		464.0		TLAXCALA	Atributo no considerado en este año	Atributo no considerado en este año	ADHESIVOS S.A. DE C.V.	ADHEA2901511	Petroleo y petroquimica 	Bióxido de carbono									ton/año
2004	S/C4				COAHUILA	Atributo no considerado en este año	Atributo no considerado en este año	APARATOS ELECTRICOS DE ACUÑA S.A. DE C.V.	AEA910500211	Equipos y articulos electronicos, electricos y domesticos 	Mercurio (compuestos)			4e-05			0.00078			ton/año
2004	124-38-9		284.968		COAHUILA	Atributo no considerado en este año	Atributo no considerado en este año	APARATOS ELECTRICOS DE ACUÑA S.A. DE C.V.	AEA910500211	Equipos y articulos electronicos, electricos y domesticos 	Bióxido de carbono									ton/año
2004	108-95-2				COAHUILA	Atributo no considerado en este año	Atributo no considerado en este año	APARATOS ELECTRICOS DE ACUÑA S.A. DE C.V.	AEA910500211	Equipos y articulos electronicos, electricos y domesticos 	Fenol			0.335						ton/año
2004	S/C4	5.6064e-06			QUERETARO	Atributo no considerado en este año	Atributo no considerado en este año	AUTOBUSES ESTELLA BLANCA S.A. DE C.V.	AEBRP2201411	Otros	Mercurio (compuestos)									ton/año
2004	7440-38-2	3.3638e-05			QUERETARO	Atributo no considerado en este año	Atributo no considerado en este año	AUTOBUSES ESTELLA BLANCA S.A. DE C.V.	AEBRP2201411	Otros	Arsénico									ton/año
2004	57-12-5	5.6064e-05			QUERETARO	Atributo no considerado en este año	Atributo no considerado en este año	AUTOBUSES ESTELLA BLANCA S.A. DE C.V.	AEBRP2201411	Otros	Cianuro inorgánico/orgánico									ton/año
2004	S/C6	0.001			CHIHUAHUA	Atributo no considerado en este año	Atributo no considerado en este año	Visteon Electrónica Planta Altec	AECEA0801911	Equipos y articulos electronicos, electricos y domesticos 	Plomo (compuestos)									ton/año
2004	7440-38-2	0.001			CHIHUAHUA	Atributo no considerado en este año	Atributo no considerado en este año	Visteon Electrónica Planta Altec	AECEA0801911	Equipos y articulos electronicos, electricos y domesticos 	Arsénico									ton/año
2004	124-38-9		15752.772		CHIHUAHUA	Atributo no considerado en este año	Atributo no considerado en este año	Autoelectronica de Juárez S.A de C.V.Planta II	AEJ9M0803712	Equipos y articulos electronicos, electricos y domesticos 	Bióxido de carbono									ton/año
2004	S/C6	0.004			TAMAULIPAS	Atributo no considerado en este año	Atributo no considerado en este año	ALCOM ELECTRONICOS DE MEXICO, S.A. DE C.V.	AEM972803211	Equipos y articulos electronicos, electricos y domesticos 	Plomo (compuestos)						23.58			ton/año
2004	57-12-5	0.002			TAMAULIPAS	Atributo no considerado en este año	Atributo no considerado en este año	ALCOM ELECTRONICOS DE MEXICO, S.A. DE C.V.	AEM972803211	Equipos y articulos electronicos, electricos y domesticos 	Cianuro inorgánico/orgánico									ton/año
2004	7440-38-2	5.989e-05			TAMAULIPAS	Atributo no considerado en este año	Atributo no considerado en este año	ALCOM ELECTRONICOS DE MEXICO, S.A. DE C.V.	AEM972803211	Equipos y articulos electronicos, electricos y domesticos 	Arsénico									ton/año
2004	S/C4	1.995e-05			TAMAULIPAS	Atributo no considerado en este año	Atributo no considerado en este año	ALCOM ELECTRONICOS DE MEXICO, S.A. DE C.V.	AEM972803211	Equipos y articulos electronicos, electricos y domesticos 	Mercurio (compuestos)									ton/año
2004	S/C5	0.004			TAMAULIPAS	Atributo no considerado en este año	Atributo no considerado en este año	ALCOM ELECTRONICOS DE MEXICO, S.A. DE C.V.	AEM972803211	Equipos y articulos electronicos, electricos y domesticos 	Níquel (compuestos)									ton/año
2004	S/C6	0.046			MEXICO	Atributo no considerado en este año	Atributo no considerado en este año	ANODIZADOS ESPECIALES DE MEXICO S.A.	AEMEA1507011	Quimica	Plomo (compuestos)									ton/año
2004	57-12-5	2.39e-09			DISTRITO FEDERAL	Atributo no considerado en este año	Atributo no considerado en este año	ACABADOS ELECTROLITICOS OLIVAR S.A. DE C.V.	AEO8A0901011	Quimica	Cianuro inorgánico/orgánico									ton/año
2004	7440-38-2	4.78e-10			DISTRITO FEDERAL	Atributo no considerado en este año	Atributo no considerado en este año	ACABADOS ELECTROLITICOS OLIVAR S.A. DE C.V.	AEO8A0901011	Quimica	Arsénico									ton/año
2004	S/C4	4.78e-10			DISTRITO FEDERAL	Atributo no considerado en este año	Atributo no considerado en este año	ACABADOS ELECTROLITICOS OLIVAR S.A. DE C.V.	AEO8A0901011	Quimica	Mercurio (compuestos)									ton/año
2004	124-38-9		5119.67		MEXICO	Atributo no considerado en este año	Atributo no considerado en este año	ACEITES ESPECIALES S.A. DE C.V.	AES641510611	Quimica	Bióxido de carbono									ton/año
2004	124-38-9		1.92		COAHUILA	Atributo no considerado en este año	Atributo no considerado en este año	ACEROS FUNDIDOS INTERNACIONALES S DE RL DE CV	AFI7T0502711	Metalurgica (incluye la siderurgica) 	Bióxido de carbono									ton/año
2004	S/C6		0.005		COAHUILA	Atributo no considerado en este año	Atributo no considerado en este año	Alcoa Fujikura de México S. de R.L. de C.V . Localidad 1	AFM910500212	Equipos y articulos electronicos, electricos y domesticos 	Plomo (compuestos)									ton/año
2004	S/C6		0.004		COAHUILA	Atributo no considerado en este año	Atributo no considerado en este año	Alcoa Fujikura de México S. de R.L. de C.V. - Localidad Acuña 2	AFM910500213	Equipos y articulos electronicos, electricos y domesticos 	Plomo (compuestos)									ton/año
2004	S/C6		0.015		COAHUILA	Atributo no considerado en este año	Atributo no considerado en este año	Alcoa Fujikura de Mexico S. de R.L. de C.V. Planta 4.	AFM910500214	Equipos y articulos electronicos, electricos y domesticos 	Plomo (compuestos)									ton/año
2004	S/C4	9.7e-06			COAHUILA	Atributo no considerado en este año	Atributo no considerado en este año	Alcoa Fujikura de México S. de R.L. de C.V. Planta Soporte ASP	AFM910500216	Equipos y articulos electronicos, electricos y domesticos 	Mercurio (compuestos)									ton/año
2004	57-12-5	2.04e-05			COAHUILA	Atributo no considerado en este año	Atributo no considerado en este año	Alcoa Fujikura de México S. de R.L. de C.V. Planta Soporte ASP	AFM910500216	Equipos y articulos electronicos, electricos y domesticos 	Cianuro inorgánico/orgánico									ton/año
2004	7440-38-2	1.94e-05			COAHUILA	Atributo no considerado en este año	Atributo no considerado en este año	Alcoa Fujikura de México S. de R.L. de C.V. Planta Soporte ASP	AFM910500216	Equipos y articulos electronicos, electricos y domesticos 	Arsénico									ton/año
2004	S/C6		0.005		COAHUILA	Atributo no considerado en este año	Atributo no considerado en este año	ALCOA FUJIKURA DE MEXICO S. DE R. L. DE C. V PLANTA AC3	AFMRP0500231	Equipos y articulos electronicos, electricos y domesticos 	Plomo (compuestos)									ton/año
2004	S/C6		0.012		COAHUILA	Atributo no considerado en este año	Atributo no considerado en este año	Alcoa Fujikura de Mexico S. de R. L. de C. V. Planta AC6	AFMRP0500241	Equipos y articulos electronicos, electricos y domesticos 	Plomo (compuestos)			0.494						ton/año
2004	57-12-5	2.44e-07			COAHUILA	Atributo no considerado en este año	Atributo no considerado en este año	Alcoa Fujikura de México S. de R.L de C.V.	AFMRP0500261	Equipos y articulos electronicos, electricos y domesticos 	Cianuro inorgánico/orgánico									ton/año
2004	S/C4	1e-07			COAHUILA	Atributo no considerado en este año	Atributo no considerado en este año	Alcoa Fujikura de México S. de R.L de C.V.	AFMRP0500261	Equipos y articulos electronicos, electricos y domesticos 	Mercurio (compuestos)									ton/año
2004	7440-38-2	1.06e-07			COAHUILA	Atributo no considerado en este año	Atributo no considerado en este año	Alcoa Fujikura de México S. de R.L de C.V.	AFMRP0500261	Equipos y articulos electronicos, electricos y domesticos 	Arsénico									ton/año
2004	124-38-9		4734.0		JALISCO	Atributo no considerado en este año	Atributo no considerado en este año	ALIMENTOS FINOS DE OCCIDENTE, S.A de C.V.	AFOEA1403911	Alimenticio y/o de consumo humano 	Bióxido de carbono									ton/año
2004	74-82-8		0.01		MEXICO	Atributo no considerado en este año	Atributo no considerado en este año	AGA GAS S.A. DE C.V.	AGA5K1510611	Quimica	Metano									ton/año
2004	57-12-5	3.623e-05			MEXICO	Atributo no considerado en este año	Atributo no considerado en este año	AGA GAS S.A. DE C.V.	AGA5K1510611	Quimica	Cianuro inorgánico/orgánico									ton/año
2004	124-38-9		36234.14		JALISCO	Atributo no considerado en este año	Atributo no considerado en este año	ACEITES GRASAS Y DERIVADOS S.A. DE C.V.	AGDMC1412011	Quimica	Bióxido de carbono									ton/año
2004	S/C5	0.002			HIDALGO	Atributo no considerado en este año	Atributo no considerado en este año	AUTOMOTRIZ GENERAL S.A. DE C.V.	AGEKE1304811	Otros	Níquel (compuestos)									ton/año
2004	7440-38-2	5.36e-10			QUERETARO	Atributo no considerado en este año	Atributo no considerado en este año	AGROGROW DE MEXICO SA DE CV	AGMDA2201411	Quimica	Arsénico									ton/año
2004	S/C4	6.7e-11			QUERETARO	Atributo no considerado en este año	Atributo no considerado en este año	AGROGROW DE MEXICO SA DE CV	AGMDA2201411	Quimica	Mercurio (compuestos)									ton/año
2004	57-12-5	6.097e-10			QUERETARO	Atributo no considerado en este año	Atributo no considerado en este año	AGROGROW DE MEXICO SA DE CV	AGMDA2201411	Quimica	Cianuro inorgánico/orgánico									ton/año
2004	10102-44-0		144.061		YUCATAN	Atributo no considerado en este año	Atributo no considerado en este año	ACEITERA DEL GOLFO S.A. DE C.V.	AGOMC3105011	Quimica	Bióxido de nitrógeno									ton/año
2004	124-38-9		64917.152		YUCATAN	Atributo no considerado en este año	Atributo no considerado en este año	ACEITERA DEL GOLFO S.A. DE C.V.	AGOMC3105011	Quimica	Bióxido de carbono									ton/año
2004	57-12-5	2.164e-05			QUERETARO	Atributo no considerado en este año	Atributo no considerado en este año	Agrogen S. A. de C. V.	AGR5N2201411	Quimica	Cianuro inorgánico/orgánico									ton/año
2004	7440-38-2	0.00016916			QUERETARO	Atributo no considerado en este año	Atributo no considerado en este año	Agrogen S. A. de C. V.	AGR5N2201411	Quimica	Arsénico									ton/año
2004	S/C4	6.756e-06			QUERETARO	Atributo no considerado en este año	Atributo no considerado en este año	Agrogen S. A. de C. V.	AGR5N2201411	Quimica	Mercurio (compuestos)									ton/año
2004	S/C5	0.003			QUERETARO	Atributo no considerado en este año	Atributo no considerado en este año	Agrogen S. A. de C. V.	AGR5N2201411	Quimica	Níquel (compuestos)									ton/año
2004	S/C3	0.003			QUERETARO	Atributo no considerado en este año	Atributo no considerado en este año	Agrogen S. A. de C. V.	AGR5N2201411	Quimica	Cromo (compuestos)									ton/año
2004	S/C6	0.01			CHIHUAHUA	Atributo no considerado en este año	Atributo no considerado en este año	AgriEstrella S. de R.L. de C.V.	AGR5P0801911	Quimica	Plomo (compuestos)	0.011								ton/año
2004	124-38-9		3686.958		CHIHUAHUA	Atributo no considerado en este año	Atributo no considerado en este año	AgriEstrella S. de R.L. de C.V.	AGR5P0801911	Quimica	Bióxido de carbono									ton/año
2004	S/C4	9.7321e-09			HIDALGO	Atributo no considerado en este año	Atributo no considerado en este año	AGROMAQUILAS S.A. DE C.V.	AGR5P1301011	Quimica	Mercurio (compuestos)									ton/año
2004	57-12-5	9.7321e-08			HIDALGO	Atributo no considerado en este año	Atributo no considerado en este año	AGROMAQUILAS S.A. DE C.V.	AGR5P1301011	Quimica	Cianuro inorgánico/orgánico									ton/año
2004	7440-38-2	9.7321e-09			HIDALGO	Atributo no considerado en este año	Atributo no considerado en este año	AGROMAQUILAS S.A. DE C.V.	AGR5P1301011	Quimica	Arsénico									ton/año
